"","bestCostByT","temperatures"
"1",139035236,68773592,745
"2",140531052,68085856,81755
"3",138982102,67404998,2493745
"4",140331113,66730948,2668808
"5",139680598,66063638,784212
"6",141738290,65403002,3963698
"7",139225400,64748972,3724061
"8",140138608,64101482,6486821
"9",139791534,63460467,8221953
"10",140081534,62825863,1439733
"11",141587182,62197604,5125336
"12",138987602,61575628,4674082
"13",139304068,60959872,1827342
"14",138949194,60350273,4609068
"15",139132061,59746770,7262977
"16",139026415,59149303,0190348
"17",139690065,58557809,9888444
"18",139184955,57972231,888956
"19",138953163,57392509,5700664
"20",141139225,56818584,4743657
"21",140517224,56250398,6296221
"22",138962100,55687894,6433259
"23",140005582,55131015,6968926
"24",138992683,54579705,5399237
"25",144688056,54033908,4845244
"26",139081400,53493569,3996792
"27",140175586,52958633,7056824
"28",139426239,52429047,3686256
"29",141112709,51904756,8949393
"30",139171429,51385709,3259899
"31",139285480,50871852,23273
"32",139936550,50363133,7104027
"33",138986468,49859502,3732987
"34",138961411,49360907,3495657
"35",145509582,48867298,27607
"36",139365596,48378625,2933093
"37",139728760,47894839,0403763
"38",138965191,47415890,6499725
"39",139721034,46941731,7434728
"40",139182596,46472314,426038
"41",139319307,46007591,2817777
"42",138925979,45547515,3689599
"43",141403239,45092040,2152703
"44",139514325,44641119,8131176
"45",139109832,44194708,6149864
"46",139911828,43752761,5288365
"47",139142048,43315233,9135482
"48",138988531,42882081,5744127
"49",141128395,42453260,7586686
"50",137991353,42028728,1510819
"51",140101499,41608440,869571
"52",139954792,41192356,4608753
"53",138941118,40780432,8962666
"54",140450030,40372628,5673039
"55",139072108,39968902,2816309
"56",138814440,39569213,2588146
"57",139672749,39173521,1262264
"58",139566561,38781785,9149642
"59",140634646,38393968,0558145
"60",139040598,38010028,3752564
"61",140485262,37629928,0915038
"62",139017805,37253628,8105888
"63",140858255,36881092,5224829
"64",138704249,36512281,5972581
"65",140726412,36147158,7812855
"66",140200686,35785687,1934726
"67",142140412,35427830,3215379
"68",139503612,35073552,0183225
"69",139147187,34722816,4981393
"70",138841607,34375588,3331579
"71",139333975,34031832,4498263
"72",140864141,33691514,125328
"73",139920730,33354598,9840748
"74",141185516,33021052,994234
"75",138971141,32690842,4642917
"76",139018773,32363934,0396488
"77",141325528,32040294,6992523
"78",142401818,31719891,7522597
"79",139731215,31402692,8347371
"80",140024343,31088665,9063898
"81",139172625,30777779,2473259
"82",145611144,30470001,4548526
"83",139084320,30165301,4403041
"84",138683153,29863648,425901
"85",139459350,29565011,941642
"86",140437276,29269361,8222256
"87",138969861,28976668,2040034
"88",139608645,28686901,5219633
"89",139578896,28400032,5067437
"90",139782066,28116032,1816763
"91",138993223,27834871,8598595
"92",139091034,27556523,1412609
"93",139044240,27280957,9098483
"94",139025533,27008148,3307498
"95",139061687,26738066,8474423
"96",139077469,26470686,1789679
"97",139328672,26205979,3171782
"98",138950311,25943919,5240064
"99",139096745,25684480,3287664
"100",139048502,25427635,5254787
"101",139759157,25173359,1702239
"102",140442071,24921625,5785217
"103",141059491,24672409,3227365
"104",139311442,24425685,2295091
"105",139476115,24181428,377214
"106",138981351,23939614,0934419
"107",138922481,23700217,9525074
"108",141066110,23463215,7729824
"109",138957695,23228583,6152525
"110",139348346,22996297,7791
"111",139494163,22766334,801309
"112",139783224,22538671,4532959
"113",140154277,22313284,738763
"114",139032458,22090151,8913753
"115",139560594,21869250,3724616
"116",139436564,21650557,868737
"117",139067497,21434052,2900496
"118",139837962,21219711,7671491
"119",139646601,21007514,6494776
"120",140651805,20797439,5029828
"121",139583582,20589465,107953
"122",138911806,20383570,4568735
"123",138885326,20179734,7523047
"124",138988679,19977937,4047817
"125",139849588,19778158,0307339
"126",139585963,19580376,4504265
"127",139369854,19384572,6859223
"128",139799988,19190726,959063
"129",139307831,18998819,6894724
"130",139291369,18808831,4925777
"131",141215140,18620743,1776519
"132",139089723,18434535,7458754
"133",139998179,18250190,3884166
"134",140021281,18067688,4845325
"135",140511710,17887011,5996872
"136",140069490,17708141,4836903
"137",139417739,17531060,0688534
"138",139031124,17355749,4681648
"139",139947751,17182191,9734832
"140",140494667,17010370,0537484
"141",138837102,16840266,3532109
"142",138959018,16671863,6896788
"143",138910121,16505145,052782
"144",139623952,16340093,6022542
"145",138990555,16176692,6662316
"146",139061550,16014925,7395693
"147",139587800,15854776,4821736
"148",139815036,15696228,7173519
"149",141172462,15539266,4301784
"150",139994687,15383873,7658766
"151",139494424,15230035,0282178
"152",139372412,15077734,6779356
"153",139031460,14926957,3311563
"154",139662148,14777687,7578447
"155",140376647,14629910,8802663
"156",139343631,14483611,7714636
"157",140565902,14338775,653749
"158",139181540,14195387,8972115
"159",140651813,14053434,0182394
"160",139958557,13912899,678057
"161",139093517,13773770,6812764
"162",139476789,13636032,9744636
"163",139137564,13499672,644719
"164",139155332,13364675,9182718
"165",140179726,13231029,1590891
"166",139252356,13098718,8674982
"167",138954646,12967731,6788232
"168",139051631,12838054,362035
"169",139384674,12709673,8184146
"170",138925971,12582577,0802305
"171",139132674,12456751,3094282
"172",139859744,12332183,7963339
"173",139596286,12208861,9583706
"174",139259665,12086773,3387869
"175",139009904,11965905,605399
"176",138975282,11846246,549345
"177",140056272,11727784,0838515
"178",139189587,11610506,243013
"179",139399872,11494401,1805829
"180",139086135,11379457,1687771
"181",143931135,11265662,5970893
"182",139398388,11153005,9711184
"183",139044284,11041475,9114072
"184",139747653,10931061,1522931
"185",139093493,10821750,5407702
"186",140977473,10713533,0353625
"187",140830535,10606397,7050089
"188",139335592,10500333,7279588
"189",139967505,10395330,3906792
"190",139110925,10291377,0867724
"191",139136447,10188463,3159047
"192",139259033,10086578,6827457
"193",140806197,9985712,89591819
"194",139564419,9885855,76695901
"195",139288081,9786997,20928942
"196",140296780,9689127,23719653
"197",139597030,9592235,96482456
"198",138856463,9496313,60517632
"199",140645829,9401350,46912455
"200",139449395,9307336,96443331
"201",139055553,9214263,59478898
"202",139113134,9122120,95884109
"203",139368768,9030899,74925268
"204",139360101,8940590,75176015
"205",138990335,8851184,84424255
"206",140209909,8762672,99580012
"207",139248761,8675046,26584212
"208",139072271,8588295,8031837
"209",138968267,8502412,84515186
"210",139182973,8417388,71670034
"211",139392582,8333214,82953334
"212",139348079,8249882,681238
"213",139349563,8167383,85442562
"214",139740649,8085710,01588137
"215",139280774,8004852,91572255
"216",139208061,7924804,38656533
"217",139046719,7845556,34269967
"218",139413494,7767100,77927268
"219",140147997,7689429,77147995
"220",140724304,7612535,47376515
"221",138962282,7536410,1190275
"222",139160739,7461046,01783722
"223",139225952,7386435,55765885
"224",139812429,7312571,20208226
"225",143926653,7239445,49006144
"226",139666549,7167051,03516083
"227",138656543,7095380,52480922
"228",139185740,7024426,71956113
"229",140189774,6954182,45236551
"230",139073518,6884640,62784186
"231",139144368,6815794,22156344
"232",139044397,6747636,27934781
"233",142672363,6680159,91655433
"234",139118699,6613358,31738879
"235",139079791,6547224,7342149
"236",139146751,6481752,48687275
"237",140704298,6416934,96200402
"238",139519946,6352765,61238398
"239",139119345,6289237,95626014
"240",139293262,6226345,57669754
"241",138693851,6164082,12093056
"242",139222905,6102441,29972126
"243",139209743,6041416,88672404
"244",139033245,5981002,7178568
"245",138912175,5921192,69067824
"246",139031611,5861980,76377145
"247",141511536,5803360,95613374
"248",138984687,5745327,3465724
"249",141426812,5687874,07310668
"250",140578511,5630995,33237561
"251",141802624,5574685,37905185
"252",139294268,5518938,52526134
"253",138973082,5463749,14000872
"254",138963533,5409111,64860864
"255",139664583,5355020,53212255
"256",139157516,5301470,32680132
"257",139436339,5248455,62353331
"258",140351047,5195971,06729798
"259",143630210,5144011,356625
"260",138999443,5092571,24305875
"261",139227825,5041645,53062816
"262",139027656,4991229,07532188
"263",138938105,4941316,78456866
"264",139876305,4891903,61672297
"265",138969532,4842984,58055574
"266",139366393,4794554,73475019
"267",140712043,4746609,18740268
"268",139143629,4699143,09552866
"269",140795346,4652151,66457337
"270",139645921,4605630,14792764
"271",139021603,4559573,84644836
"272",140456162,4513978,10798388
"273",139985098,4468838,32690404
"274",139025724,4424149,943635
"275",139020994,4379908,44419865
"276",139034938,4336109,35975666
"277",139324420,4292748,26615909
"278",138936551,4249820,7834975
"279",139069392,4207322,57566253
"280",139522990,4165249,3499059
"281",138952644,4123596,85640684
"282",138941103,4082360,88784277
"283",139165122,4041537,27896435
"284",138965331,4001121,9061747
"285",139366485,3961110,68711295
"286",139637249,3921499,58024183
"287",138977456,3882284,58443941
"288",139026921,3843461,73859501
"289",139211287,3805027,12120906
"290",140919177,3766976,84999697
"291",139088420,3729307,081497
"292",140114528,3692014,01068203
"293",142277567,3655093,87057521
"294",139534541,3618542,93186946
"295",139224829,3582357,50255077
"296",138953127,3546533,92752526
"297",138976543,3511068,58825001
"298",138956273,3475957,90236751
"299",140366893,3441198,32334383
"300",139086321,3406786,34011039
"301",138983540,3372718,47670929
"302",138938183,3338991,2919422
"303",139047156,3305601,37902277
"304",139068043,3272545,36523254
"305",140537208,3239819,91158022
"306",140672523,3207421,71246442
"307",140217914,3175347,49533977
"308",139264648,3143594,02038638
"309",139239593,3112158,08018251
"310",139098642,3081036,49938069
"311",139016262,3050226,13438688
"312",139794749,3019723,87304301
"313",140127856,2989526,63431258
"314",138689500,2959631,36796946
"315",139558487,2930035,05428976
"316",139290911,2900734,70374686
"317",139951152,2871727,35670939
"318",139001601,2843010,0831423
"319",139155082,2814579,98231088
"320",139952535,2786434,18248777
"321",140822214,2758569,84066289
"322",139028687,2730984,14225626
"323",140344665,2703674,3008337
"324",139235567,2676637,55782536
"325",139333005,2649871,18224711
"326",140326942,2623372,47042464
"327",139493748,2597138,74572039
"328",138953836,2571167,35826319
"329",139612677,2545455,68468056
"330",139480816,2520001,12783375
"331",137976006,2494801,11655541
"332",138781703,2469853,10538986
"333",139591812,2445154,57433596
"334",141213737,2420703,0285926
"335",139697267,2396495,99830667
"336",139635443,2372531,03832361
"337",138982812,2348805,72794037
"338",139052742,2325317,67066097
"339",138935259,2302064,49395436
"340",139038761,2279043,84901481
"341",138944296,2256253,41052467
"342",139104667,2233690,87641942
"343",139528160,2211353,96765523
"344",138982592,2189240,42797867
"345",139129471,2167348,02369889
"346",139418016,2145674,5434619
"347",138927639,2124217,79802728
"348",139241809,2102975,62004701
"349",139528984,2081945,86384654
"350",139223231,2061126,40520807
"351",139170994,2040515,14115599
"352",139541279,2020109,98974443
"353",139133258,1999908,88984699
"354",139018043,1979909,80094852
"355",139109091,1960110,70293903
"356",139035815,1940509,59590964
"357",139125576,1921104,49995054
"358",139664903,1901893,45495104
"359",139201965,1882874,52040153
"360",138853827,1864045,77519751
"361",138976976,1845405,31744554
"362",140351083,1826951,26427108
"363",139023748,1808681,75162837
"364",139378995,1790594,93411209
"365",139823210,1772688,98477097
"366",138970914,1754962,09492326
"367",139860155,1737412,47397402
"368",139284603,1720038,34923428
"369",140545444,1702837,96574194
"370",139247959,1685809,58608452
"371",138973112,1668951,49022368
"372",138977020,1652261,97532144
"373",139903523,1635739,35556822
"374",139912301,1619381,96201254
"375",140349441,1603188,14239242
"376",139051596,1587156,26096849
"377",139092007,1571284,69835881
"378",139030495,1555571,85137522
"379",138950134,1540016,13286147
"380",139074908,1524615,97153285
"381",138939389,1509369,81181752
"382",139380864,1494276,11369935
"383",139159809,1479333,35256236
"384",138949016,1464540,01903673
"385",138940969,1449894,61884637
"386",138978489,1435395,6726579
"387",140241608,1421041,71593132
"388",138966322,1406831,29877201
"389",139518470,1392762,98578429
"390",139302626,1378835,35592645
"391",139788491,1365047,00236718
"392",139789683,1351396,53234351
"393",138944367,1337882,56702007
"394",139098768,1324503,74134987
"395",138995485,1311258,70393637
"396",139546721,1298146,11689701
"397",138979110,1285164,65572804
"398",139253030,1272313,00917076
"399",139516968,1259589,87907905
"400",138960630,1246993,98028826
"401",138985176,1234524,04048538
"402",139057715,1222178,80008053
"403",139044598,1209957,01207972
"404",139550077,1197857,44195892
"405",139353091,1185878,86753933
"406",139247794,1174020,07886394
"407",138968980,1162279,8780753
"408",139278975,1150657,07929455
"409",139736059,1139150,5085016
"410",138548689,1127759,00341659
"411",139226624,1116481,41338242
