"","bestCostByT","temperatures"
"1",148862414,990000
"2",148749396,980100
"3",148704357,970299
"4",148869644,960596,01
"5",150018458,950990,0499
"6",148924657,941480,149401
"7",148937811,932065,34790699
"8",148461965,922744,69442792
"9",149759074,913517,247483641
"10",148900884,904382,075008804
"11",148754592,895338,254258716
"12",148727844,886384,871716129
"13",148727385,877521,022998968
"14",148732541,868745,812768978
"15",149114348,860058,354641288
"16",149208770,851457,771094875
"17",148987685,842943,193383927
"18",149093537,834513,761450087
"19",149273665,826168,623835587
"20",150004501,817906,937597231
"21",148885727,809727,868221259
"22",148860252,801630,589539046
"23",148515805,793614,283643655
"24",149413859,785678,140807219
"25",148455915,777821,359399147
"26",148824332,770043,145805155
"27",148909703,762342,714347104
"28",148039310,754719,287203633
"29",148735893,747172,094331596
"30",149487402,739700,37338828
"31",148691403,732303,369654397
"32",148838257,724980,335957853
"33",148983852,717730,532598275
"34",148785708,710553,227272292
"35",148501125,703447,694999569
"36",148945783,696413,218049573
"37",148441314,689449,085869078
"38",149051354,682554,595010387
"39",148849768,675729,049060283
"40",149026608,668971,75856968
"41",149091143,662282,040983983
"42",148724979,655659,220574143
"43",149085794,649102,628368402
"44",148791083,642611,602084718
"45",148642577,636185,486063871
"46",148606131,629823,631203232
"47",148809962,623525,3948912
"48",147801593,617290,140942288
"49",148827486,611117,239532865
"50",148767159,605006,067137536
"51",148477219,598956,006466161
"52",149073774,592966,446401499
"53",148712342,587036,781937484
"54",148821353,581166,414118109
"55",148682228,575354,749976928
"56",148691475,569601,202477159
"57",148975108,563905,190452387
"58",149031239,558266,138547863
"59",148871127,552683,477162385
"60",148682103,547156,642390761
"61",148700223,541685,075966853
"62",148727584,536268,225207185
"63",149380651,530905,542955113
"64",148673863,525596,487525562
"65",148997903,520340,522650306
"66",148727154,515137,117423803
"67",148719944,509985,746249565
"68",148697209,504885,888787069
"69",148708488,499837,029899199
"70",148749308,494838,659600207
"71",148822097,489890,273004205
"72",148548567,484991,370274163
"73",150059717,480141,456571421
"74",148694959,475340,042005707
"75",148998635,470586,64158565
"76",149084091,465880,775169793
"77",148516242,461221,967418095
"78",149389984,456609,747743914
"79",149194080,452043,650266475
"80",148708321,447523,21376381
"81",149314602,443047,981626172
"82",148740979,438617,501809911
"83",148716492,434231,326791811
"84",148883250,429889,013523893
"85",148896028,425590,123388654
"86",148918020,421334,222154768
"87",148808615,417120,87993322
"88",148745774,412949,671133888
"89",148895889,408820,174422549
"90",148824420,404731,972678324
"91",148717073,400684,65295154
"92",148743524,396677,806422025
"93",148694827,392711,028357805
"94",148779378,388783,918074227
"95",148807125,384896,078893484
"96",149387590,381047,118104549
"97",148800801,377236,646923504
"98",149051713,373464,280454269
"99",148742732,369729,637649726
"100",148261500,366032,341273229
"101",148723313,362372,017860497
"102",148700326,358748,297681892
"103",149013372,355160,814705073
"104",148756025,351609,206558022
"105",148693259,348093,114492442
"106",148912763,344612,183347517
"107",149085742,341166,061514042
"108",148801684,337754,400898902
"109",148649809,334376,856889913
"110",148743738,331033,088321014
"111",149002517,327722,757437804
"112",148706934,324445,529863426
"113",148701579,321201,074564791
"114",148735254,317989,063819143
"115",149457371,314809,173180952
"116",149743775,311661,081449142
"117",148682025,308544,470634651
"118",148774123,305459,025928305
"119",148691049,302404,435669022
"120",148741072,299380,391312331
"121",148907215,296386,587399208
"122",148886991,293422,721525216
"123",148677738,290488,494309964
"124",148693666,287583,609366864
"125",148052404,284707,773273195
"126",148052404,281860,695540463
"127",148052404,279042,088585059
"128",148694501,276251,667699208
"129",148340993,273489,151022216
"130",148842301,270754,259511994
"131",148735074,268046,716916874
"132",148740765,265366,249747705
"133",148764377,262712,587250228
"134",148645813,260085,461377726
"135",149347543,257484,606763949
"136",148783118,254909,760696309
"137",148678146,252360,663089346
"138",148885714,249837,056458453
"139",147799466,247338,685893868
"140",147799466,244865,299034929
"141",147799466,242416,64604458
"142",148745649,239992,479584134
"143",147681851,237592,554788293
"144",147681851,235216,62924041
"145",147681851,232864,462948006
"146",147681851,230535,818318526
"147",147681851,228230,460135341
"148",147681851,225948,155533987
"149",147681851,223688,673978647
"150",147681851,221451,787238861
"151",147681851,219237,269366472
"152",147681851,217044,896672808
"153",147681851,214874,447706079
"154",147681851,212725,703229019
"155",147513665,210598,446196729
"156",147513665,208492,461734761
"157",147513665,206407,537117414
"158",147513665,204343,461746239
"159",147513665,202300,027128777
"160",147513665,200277,026857489
"161",147513665,198274,256588914
"162",147513665,196291,514023025
"163",147513665,194328,598882795
"164",147513665,192385,312893967
"165",147513665,190461,459765027
"166",147513665,188556,845167377
"167",147513665,186671,276715703
"168",147513665,184804,563948546
"169",147513665,182956,518309061
"170",147513665,181126,95312597
"171",147513665,179315,683594711
"172",147513665,177522,526758763
"173",146642762,175747,301491176
"174",146642762,173989,828476264
"175",146642762,172249,930191501
"176",146642762,170527,430889586
"177",146642762,168822,15658069
"178",146642762,167133,935014884
"179",146642762,165462,595664735
"180",146642762,163807,969708087
"181",146642762,162169,890011007
"182",146642762,160548,191110896
"183",146642762,158942,709199787
"184",146642762,157353,28210779
"185",146642762,155779,749286712
"186",146642762,154221,951793845
"187",146642762,152679,732275906
"188",146642762,151152,934953147
"189",146642762,149641,405603616
"190",146642762,148144,991547579
"191",146642762,146663,541632104
"192",146642762,145196,906215783
"193",146642762,143744,937153625
"194",146642762,142307,487782088
"195",146642762,140884,412904268
"196",146642762,139475,568775225
"197",146642762,138080,813087473
"198",146642762,136700,004956598
"199",146642762,135333,004907032
"200",146642762,133979,674857962
"201",146642762,132639,878109382
"202",146642762,131313,479328288
"203",146642762,130000,344535005
"204",146642762,128700,341089655
"205",146642762,127413,337678759
"206",146642762,126139,204301971
"207",146642762,124877,812258951
"208",146642762,123629,034136362
"209",146642762,122392,743794998
"210",146642762,121168,816357048
"211",146642762,119957,128193478
"212",146642762,118757,556911543
"213",146642762,117569,981342428
"214",146642762,116394,281529003
"215",146642762,115230,338713713
"216",146642762,114078,035326576
"217",146642762,112937,25497331
"218",146642762,111807,882423577
"219",146642762,110689,803599342
"220",146642762,109582,905563348
"221",146642762,108487,076507715
"222",146642762,107402,205742637
"223",146642762,106328,183685211
"224",146642762,105264,901848359
"225",146642762,104212,252829875
"226",146642762,103170,130301577
"227",146642762,102138,428998561
"228",146642762,101117,044708575
"229",146642762,100105,87426149
"230",146642762,99104,8155188746
"231",146642762,98113,7673636859
"232",146642762,97132,629690049
"233",146642762,96161,3033931485
"234",146642762,95199,690359217
"235",146642762,94247,6934556249
"236",146642762,93305,2165210686
"237",146642762,92372,1643558579
"238",146642762,91448,4427122993
"239",146642762,90533,9582851763
"240",146491280,89628,6187023246
"241",146491280,88732,3325153013
"242",146491280,87845,0091901483
"243",146491280,86966,5590982468
"244",146491280,86096,8935072644
"245",146491280,85235,9245721917
"246",146491280,84383,5653264698
"247",146491280,83539,7296732051
"248",146491280,82704,332376473
"249",146491280,81877,2890527083
"250",146491280,81058,5161621812
"251",145567893,80247,9310005594
"252",145567893,79445,4516905538
"253",145567893,78650,9971736483
"254",145567893,77864,4872019118
"255",145567893,77085,8423298927
"256",145567893,76314,9839065938
"257",145567893,75551,8340675278
"258",145567893,74796,3157268525
"259",145567893,74048,352569584
"260",145567893,73307,8690438882
"261",145567893,72574,7903534493
"262",145567893,71849,0424499148
"263",145567893,71130,5520254156
"264",145567893,70419,2465051615
"265",145567893,69715,0540401099
"266",145567893,69017,9034997088
"267",145567893,68327,7244647117
"268",145567893,67644,4472200646
"269",145567893,66968,0027478639
"270",145567893,66298,3227203853
"271",145567893,65635,3394931814
"272",145567893,64978,9860982496
"273",145567893,64329,1962372671
"274",145567893,63685,9042748945
"275",145567893,63049,0452321455
"276",145567893,62418,5547798241
"277",145567893,61794,3692320258
"278",145567893,61176,4255397056
"279",145567893,60564,6612843085
"280",145567893,59959,0146714654
"281",145567893,59359,4245247508
"282",145567893,58765,8302795033
"283",145567893,58178,1719767082
"284",145567893,57596,3902569411
"285",145567893,57020,4263543717
"286",145567893,56450,222090828
"287",145567893,55885,7198699197
"288",145567893,55326,8626712205
"289",145567893,54773,5940445083
"290",145567893,54225,8581040632
"291",145567893,53683,5995230226
"292",145567893,53146,7635277924
"293",145567893,52615,2958925145
"294",145567893,52089,1429335893
"295",145567893,51568,2515042534
"296",145567893,51052,5689892109
"297",145567893,50542,0432993188
"298",145567893,50036,6228663256
"299",145567893,49536,2566376623
"300",145567893,49040,8940712857
"301",145567893,48550,4851305729
"302",145567893,48064,9802792671
"303",145567893,47584,3304764745
"304",145567893,47108,4871717097
"305",145567893,46637,4022999926
"306",145567893,46171,0282769927
"307",145567893,45709,3179942228
"308",145567893,45252,2248142805
"309",145567893,44799,7025661377
"310",145567893,44351,7055404764
"311",145567893,43908,1884850716
"312",145567893,43469,1066002209
"313",145567893,43034,4155342187
"314",145567893,42604,0713788765
"315",145567893,42178,0306650877
"316",145567893,41756,2503584368
"317",145567893,41338,6878548525
"318",145567893,40925,3009763039
"319",145567893,40516,0479665409
"320",145567893,40110,8874868755
"321",145567893,39709,7786120067
"322",145567893,39312,6808258867
"323",145567893,38919,5540176278
"324",145567893,38530,3584774515
"325",145567893,38145,054892677
"326",145567893,37763,6043437503
"327",145567893,37385,9683003128
"328",145567893,37012,1086173096
"329",145567893,36641,9875311365
"330",145567893,36275,5676558252
"331",145567893,35912,8119792669
"332",145567893,35553,6838594742
"333",145567893,35198,1470208795
"334",145567893,34846,1655506707
"335",145567893,34497,703895164
"336",145567893,34152,7268562123
"337",145567893,33811,1995876502
"338",145567893,33473,0875917737
"339",145567893,33138,356715856
"340",145567893,32806,9731486974
"341",145567893,32478,9034172104
"342",145567893,32154,1143830383
"343",145567893,31832,573239208
"344",145567893,31514,2475068159
"345",145567893,31199,1050317477
"346",145567893,30887,1139814302
"347",145567893,30578,2428416159
"348",145567893,30272,4604131998
"349",145567893,29969,7358090678
"350",145567893,29670,0384509771
"351",145567893,29373,3380664673
"352",145567893,29079,6046858027
"353",145567893,28788,8086389446
"354",145567893,28500,9205525552
"355",145567893,28215,9113470296
"356",145567893,27933,7522335593
"357",145567893,27654,4147112237
"358",145567893,27377,8705641115
"359",145567893,27104,0918584704
"360",145567893,26833,0509398857
"361",145567893,26564,7204304868
"362",145567893,26299,073226182
"363",145567893,26036,0824939201
"364",145567893,25775,7216689809
"365",145567893,25517,9644522911
"366",145567893,25262,7848077682
"367",145567893,25010,1569596905
"368",145567893,24760,0553900936
"369",145567893,24512,4548361927
"370",145567893,24267,3302878308
"371",145567893,24024,6569849525
"372",145567893,23784,4104151029
"373",145567893,23546,5663109519
"374",145567893,23311,1006478424
"375",145567893,23077,989641364
"376",145567893,22847,2097449503
"377",145567893,22618,7376475008
"378",145567893,22392,5502710258
"379",145567893,22168,6247683155
"380",145567893,21946,9385206324
"381",145567893,21727,4691354261
"382",145567893,21510,1944440718
"383",145567893,21295,0924996311
"384",145567893,21082,1415746348
"385",145567893,20871,3201588884
"386",145567893,20662,6069572995
"387",145567893,20455,9808877265
"388",145567893,20251,4210788493
"389",145567893,20048,9068680608
"390",145567893,19848,4177993802
"391",145567893,19649,9336213864
"392",145567893,19453,4342851725
"393",145567893,19258,8999423208
"394",145567893,19066,3109428976
"395",145567893,18875,6478334686
"396",145567893,18686,8913551339
"397",145567893,18500,0224415826
"398",145567893,18315,0222171668
"399",145567893,18131,8719949951
"400",145567893,17950,5532750451
"401",145567893,17771,0477422947
"402",145567893,17593,3372648717
"403",145567893,17417,403892223
"404",145567893,17243,2298533008
"405",145567893,17070,7975547678
"406",145567893,16900,0895792201
"407",145567893,16731,0886834279
"408",145567893,16563,7777965936
"409",145567893,16398,1400186277
"410",145567893,16234,1586184414
"411",145567893,16071,817032257
"412",145567893,15911,0988619344
"413",145567893,15751,9878733151
"414",145567893,15594,4679945819
"415",145567893,15438,5233146361
"416",145567893,15284,1380814897
"417",145567893,15131,2967006748
"418",145567893,14979,9837336681
"419",145567893,14830,1838963314
"420",145567893,14681,8820573681
"421",145567893,14535,0632367944
"422",145567893,14389,7126044265
"423",145567893,14245,8154783822
"424",145567893,14103,3573235984
"425",145567893,13962,3237503624
"426",145567893,13822,7005128588
"427",145567893,13684,4735077302
"428",145567893,13547,6287726529
"429",145567893,13412,1524849264
"430",145567893,13278,0309600771
"431",145567893,13145,2506504763
"432",145567893,13013,7981439716
"433",145567893,12883,6601625318
"434",145567893,12754,8235609065
"435",145567893,12627,2753252975
"436",145567893,12501,0025720445
"437",145567893,12375,992546324
"438",145567893,12252,2326208608
"439",145567893,12129,7102946522
"440",145567893,12008,4131917057
"441",145567893,11888,3290597886
"442",145567893,11769,4457691907
"443",145567893,11651,7513114988
"444",145567893,11535,2337983838
"445",145567893,11419,8814604
"446",145567893,11305,682645796
"447",145567893,11192,625819338
"448",145567893,11080,6995611447
"449",145567893,10969,8925655332
"450",145567893,10860,1936398779
"451",145567893,10751,5917034791
"452",145567893,10644,0757864443
"453",145567893,10537,6350285799
"454",145567893,10432,2586782941
"455",145567893,10327,9360915111
"456",145567893,10224,656730596
"457",145567893,10122,4101632901
"458",145567893,10021,1860616572
"459",145567893,9920,97420104058
"460",145567893,9821,76445903018
"461",145567893,9723,54681443987
"462",145567893,9626,31134629548
"463",145567893,9530,04823283252
"464",145567893,9434,7477505042
"465",145567893,9340,40027299915
"466",145567893,9246,99627026916
"467",145567893,9154,52630756647
"468",145567893,9062,98104449081
"469",145567893,8972,3512340459
"470",145567893,8882,62772170544
"471",145567893,8793,80144448838
"472",145567893,8705,8634300435
"473",145567893,8618,80479574306
"474",145567893,8532,61674778563
"475",145567893,8447,29058030778
"476",145567893,8362,8176745047
"477",145567893,8279,18949775965
"478",145567893,8196,39760278206
"479",145567893,8114,43362675424
"480",145567893,8033,28929048669
"481",145567893,7952,95639758183
"482",145567893,7873,42683360601
"483",145567893,7794,69256526995
"484",145567893,7716,74563961725
"485",145567893,7639,57818322108
"486",145567893,7563,18240138887
