"","bestCostByT","temperatures"
"1",6533637044,950000
"2",6533637044,902500
"3",6533637044,857375
"4",6533637044,814506,25
"5",6533637044,773780,9375
"6",6533637044,735091,890625
"7",6533637044,698337,29609375
"8",6533637044,663420,431289062
"9",6533637044,630249,409724609
"10",6533637044,598736,939238379
"11",6533637044,568800,09227646
"12",6533637044,540360,087662637
"13",6533637044,513342,083279505
"14",6533637044,487674,97911553
"15",6533637044,463291,230159753
"16",6533637044,440126,668651765
"17",6533637044,418120,335219177
"18",6533637044,397214,318458218
"19",6533637044,377353,602535307
"20",6533637044,358485,922408542
"21",6533637044,340561,626288115
"22",6533637044,323533,544973709
"23",6533637044,307356,867725024
"24",6533637044,291989,024338772
"25",6533637044,277389,573121834
"26",6533637044,263520,094465742
"27",6533637044,250344,089742455
"28",6533637044,237826,885255332
"29",6533637044,225935,540992566
"30",6533637044,214638,763942937
"31",6533637044,203906,82574579
"32",6533637044,193711,484458501
"33",6533637044,184025,910235576
"34",6533637044,174824,614723797
"35",6533637044,166083,383987607
"36",6533637044,157779,214788227
"37",6533637044,149890,254048815
"38",6533637044,142395,741346375
"39",6533637044,135275,954279056
"40",6533637044,128512,156565103
"41",6533637044,122086,548736848
"42",6533637044,115982,221300006
"43",6313782991,110183,110235005
"44",6313782991,104673,954723255
"45",6313782991,99440,2569870922
