"","bestCostByT","temperatures"
"1",139472935,62521447,95
"2",138514767,56269303,155
"3",145544514,50642372,8395
"4",143115029,45578135,55555
"5",140192312,41020321,999995
"6",139571117,36918289,7999955
"7",138968675,33226460,819996
"8",140089544,29903814,7379964
"9",139028208,26913433,2641967
"10",139441621,24222089,9377771
"11",138937721,21799880,9439994
"12",139021986,19619892,8495994
"13",139358752,17657903,5646395
"14",140340924,15892113,2081755
"15",138977444,14302901,887358
"16",138952409,12872611,6986222
"17",139032377,11585350,52876
"18",138572699,10426815,475884
"19",139127600,9384133,92829557
"20",142990396,8445720,53546601
"21",140556069,7601148,48191941
"22",139176314,6841033,63372747
"23",139329964,6156930,27035472
"24",139147463,5541237,24331925
"25",139215485,4987113,51898733
"26",139775334,4488402,16708859
"27",138904551,4039561,95037973
"28",139291255,3635605,75534176
"29",140707293,3272045,17980758
"30",140051170,2944840,66182683
"31",141277140,2650356,59564414
"32",140704930,2385320,93607973
"33",138964756,2146788,84247176
"34",139532890,1932109,95822458
"35",139198211,1738898,96240212
"36",139023905,1565009,06616191
"37",140970400,1408508,15954572
"38",139332592,1267657,34359115
"39",139751433,1140891,60923203
"40",139209317,1026802,44830883
"41",139301537,924122,203477947
"42",138925979,831709,983130152
"43",139027850,748538,984817137
"44",138995613,673685,086335423
"45",138947264,606316,577701881
"46",138953403,545684,919931693
"47",138962562,491116,427938524
"48",138921205,442004,785144671
"49",139225904,397804,306630204
"50",137915298,358023,875967184
"51",137915298,322221,488370465
"52",137915298,289999,339533419
"53",137915298,260999,405580077
"54",137915298,234899,465022069
"55",137915298,211409,518519862
"56",137915298,190268,566667876
"57",137915298,171241,710001088
"58",137915298,154117,53900098
"59",137915298,138705,785100882
"60",137915298,124835,206590793
"61",137915298,112351,685931714
"62",137915298,101116,517338543
"63",137915298,91004,8656046884
"64",137915298,81904,3790442196
"65",137915298,73713,9411397977
"66",137915298,66342,5470258179
"67",137915298,59708,2923232361
"68",137915298,53737,4630909125
"69",137915298,48363,7167818212
"70",137915298,43527,3451036391
"71",137915298,39174,6105932752
"72",137915298,35257,1495339477
"73",137915298,31731,4345805529
"74",137915298,28558,2911224976
"75",137915298,25702,4620102479
"76",137915298,23132,2158092231
"77",137915298,20818,9942283008
"78",137915298,18737,0948054707
"79",137915298,16863,3853249236
"80",137915298,15177,0467924313
"81",137915298,13659,3421131881
"82",137915298,12293,4079018693
"83",137915298,11064,0671116824
"84",137915298,9957,66040051415
"85",137915298,8961,89436046274
"86",137915298,8065,70492441646
"87",137915298,7259,13443197482
"88",137915298,6533,22098877734
"89",137915298,5879,8988898996
"90",137730824,5291,90900090964
"91",137730824,4762,71810081868
"92",137730824,4286,44629073681
"93",137730824,3857,80166166313
"94",137730824,3472,02149549682
"95",137730824,3124,81934594714
"96",137730824,2812,33741135242
"97",137730824,2531,10367021718
"98",137730824,2277,99330319546
"99",137730824,2050,19397287592
"100",137730824,1845,17457558832
"101",137730824,1660,65711802949
"102",137730824,1494,59140622654
"103",137730824,1345,13226560389
"104",137730824,1210,6190390435
"105",137730824,1089,55713513915
"106",137730824,980,601421625234
"107",137730824,882,541279462711
"108",137730824,794,28715151644
"109",137730824,714,858436364796
"110",137730824,643,372592728316
"111",137730824,579,035333455485
"112",137730824,521,131800109936
"113",137730824,469,018620098943
"114",137730824,422,116758089048
"115",137730824,379,905082280144
"116",137730824,341,914574052129
"117",137730824,307,723116646916
"118",137730824,276,950804982225
"119",137730824,249,255724484002
"120",137730824,224,330152035602
"121",137730824,201,897136832042
"122",137730824,181,707423148838
"123",137730824,163,536680833954
"124",137730824,147,183012750558
"125",137730824,132,464711475503
"126",137730824,119,218240327952
"127",137730824,107,296416295157
"128",137730824,96,5667746656414
