"","bestCostByT","temperatures"
"1",6708097873,990000
"2",6708097873,980100
"3",6631598401,970299
"4",6631598401,960596,01
"5",6631598401,950990,0499
"6",6631598401,941480,149401
"7",6631598401,932065,34790699
"8",6631598401,922744,69442792
"9",6631598401,913517,247483641
"10",6631598401,904382,075008804
"11",6631598401,895338,254258716
"12",6631598401,886384,871716129
"13",6631598401,877521,022998968
"14",6631598401,868745,812768978
"15",6631598401,860058,354641288
"16",6631598401,851457,771094875
"17",6631598401,842943,193383927
"18",6631598401,834513,761450087
"19",6631598401,826168,623835587
"20",6631598401,817906,937597231
"21",6631598401,809727,868221259
"22",6631598401,801630,589539046
"23",6631598401,793614,283643655
"24",6631598401,785678,140807219
"25",6631598401,777821,359399147
"26",6631598401,770043,145805155
"27",6631598401,762342,714347104
"28",6631598401,754719,287203633
"29",6631598401,747172,094331596
"30",6631598401,739700,37338828
"31",6631598401,732303,369654397
"32",6631598401,724980,335957853
"33",6631598401,717730,532598275
"34",6631598401,710553,227272292
"35",6631598401,703447,694999569
"36",6631598401,696413,218049573
"37",6631598401,689449,085869078
"38",6631598401,682554,595010387
"39",6631598401,675729,049060283
"40",6631598401,668971,75856968
"41",6631598401,662282,040983983
"42",6631598401,655659,220574143
"43",6631598401,649102,628368402
"44",6631598401,642611,602084718
"45",6631598401,636185,486063871
"46",6631598401,629823,631203232
"47",6631598401,623525,3948912
"48",6631598401,617290,140942288
"49",6631598401,611117,239532865
"50",6631598401,605006,067137536
"51",6631598401,598956,006466161
"52",6631598401,592966,446401499
"53",6631598401,587036,781937484
"54",6631598401,581166,414118109
"55",6631598401,575354,749976928
"56",6631598401,569601,202477159
"57",6631598401,563905,190452387
"58",6631598401,558266,138547863
"59",6631598401,552683,477162385
"60",6631598401,547156,642390761
"61",6631598401,541685,075966853
"62",6631598401,536268,225207185
"63",6631598401,530905,542955113
"64",6631598401,525596,487525562
"65",6631598401,520340,522650306
"66",6631598401,515137,117423803
"67",6631598401,509985,746249565
"68",6631598401,504885,888787069
"69",6631598401,499837,029899199
"70",6631598401,494838,659600207
"71",6631598401,489890,273004205
"72",6631598401,484991,370274163
"73",6631598401,480141,456571421
"74",6631598401,475340,042005707
"75",6631598401,470586,64158565
"76",6631598401,465880,775169793
"77",6631598401,461221,967418095
"78",6631598401,456609,747743914
"79",6631598401,452043,650266475
"80",6631598401,447523,21376381
"81",6631598401,443047,981626172
"82",6631598401,438617,501809911
"83",6631598401,434231,326791811
"84",6631598401,429889,013523893
"85",6631598401,425590,123388654
"86",6631598401,421334,222154768
"87",6631598401,417120,87993322
"88",6631598401,412949,671133888
"89",6631598401,408820,174422549
"90",6631598401,404731,972678324
"91",6631598401,400684,65295154
"92",6631598401,396677,806422025
"93",6631598401,392711,028357805
"94",6631598401,388783,918074227
"95",6631598401,384896,078893484
"96",6631598401,381047,118104549
"97",6631598401,377236,646923504
"98",6631598401,373464,280454269
"99",6631598401,369729,637649726
"100",6631598401,366032,341273229
"101",6631598401,362372,017860497
"102",6631598401,358748,297681892
"103",6631598401,355160,814705073
"104",6631598401,351609,206558022
"105",6631598401,348093,114492442
"106",6631598401,344612,183347517
"107",6631598401,341166,061514042
"108",6631598401,337754,400898902
"109",6631598401,334376,856889913
"110",6631598401,331033,088321014
"111",6631598401,327722,757437804
"112",6631598401,324445,529863426
"113",6631598401,321201,074564791
"114",6631598401,317989,063819143
"115",6631598401,314809,173180952
"116",6631598401,311661,081449142
"117",6631598401,308544,470634651
"118",6631598401,305459,025928305
"119",6631598401,302404,435669022
"120",6631598401,299380,391312331
"121",6631598401,296386,587399208
"122",6631598401,293422,721525216
"123",6631598401,290488,494309964
"124",6631598401,287583,609366864
"125",6631598401,284707,773273195
"126",6631598401,281860,695540463
"127",6631598401,279042,088585059
"128",6631598401,276251,667699208
"129",6631598401,273489,151022216
"130",6631598401,270754,259511994
"131",6631598401,268046,716916874
"132",6631598401,265366,249747705
"133",6580918396,262712,587250228
"134",6580918396,260085,461377726
"135",6580918396,257484,606763949
"136",6580918396,254909,760696309
"137",6580918396,252360,663089346
"138",6580918396,249837,056458453
"139",6580918396,247338,685893868
"140",6580918396,244865,299034929
"141",6580918396,242416,64604458
"142",6580918396,239992,479584134
"143",6580918396,237592,554788293
"144",6580918396,235216,62924041
"145",6580918396,232864,462948006
"146",6580918396,230535,818318526
"147",6580918396,228230,460135341
"148",6580918396,225948,155533987
"149",6580918396,223688,673978647
"150",6580918396,221451,787238861
"151",6580918396,219237,269366472
"152",6580918396,217044,896672808
"153",6580918396,214874,447706079
"154",6580918396,212725,703229019
"155",6574561143,210598,446196729
"156",6574561143,208492,461734761
"157",6574561143,206407,537117414
"158",6574561143,204343,461746239
"159",6574561143,202300,027128777
"160",6574561143,200277,026857489
"161",6574561143,198274,256588914
"162",6574561143,196291,514023025
"163",6574561143,194328,598882795
"164",6574561143,192385,312893967
"165",6574561143,190461,459765027
"166",6574561143,188556,845167377
"167",6574561143,186671,276715703
"168",6574561143,184804,563948546
"169",6574561143,182956,518309061
"170",6574561143,181126,95312597
"171",6574561143,179315,683594711
"172",6574561143,177522,526758763
"173",6574561143,175747,301491176
"174",6574561143,173989,828476264
"175",6574561143,172249,930191501
"176",6574561143,170527,430889586
"177",6574561143,168822,15658069
"178",6574561143,167133,935014884
"179",6574561143,165462,595664735
"180",6574561143,163807,969708087
"181",6574561143,162169,890011007
"182",6574561143,160548,191110896
"183",6574561143,158942,709199787
"184",6574561143,157353,28210779
"185",6574561143,155779,749286712
"186",6574561143,154221,951793845
"187",6574561143,152679,732275906
"188",6574561143,151152,934953147
"189",6574561143,149641,405603616
"190",6574561143,148144,991547579
"191",6574561143,146663,541632104
"192",6574561143,145196,906215783
"193",6574561143,143744,937153625
"194",6574561143,142307,487782088
"195",6574561143,140884,412904268
"196",6574561143,139475,568775225
"197",6574561143,138080,813087473
"198",6574561143,136700,004956598
"199",6574561143,135333,004907032
"200",6574561143,133979,674857962
"201",6574561143,132639,878109382
"202",6574561143,131313,479328288
"203",6574561143,130000,344535005
"204",6574561143,128700,341089655
"205",6574561143,127413,337678759
"206",6574561143,126139,204301971
"207",6574561143,124877,812258951
"208",6574561143,123629,034136362
"209",6574561143,122392,743794998
"210",6574561143,121168,816357048
"211",6574561143,119957,128193478
"212",6574561143,118757,556911543
"213",6574561143,117569,981342428
"214",6574561143,116394,281529003
"215",6574561143,115230,338713713
"216",6574561143,114078,035326576
"217",6574561143,112937,25497331
"218",6574561143,111807,882423577
"219",6574561143,110689,803599342
"220",6574561143,109582,905563348
"221",6574561143,108487,076507715
"222",6574561143,107402,205742637
"223",6574561143,106328,183685211
"224",6574561143,105264,901848359
"225",6574561143,104212,252829875
"226",6574561143,103170,130301577
"227",6574561143,102138,428998561
