"","bestCostByT","temperatures"
"1",149302417,9e+05
"2",146074427,810000
"3",148814011,729000
"4",148727787,656100
"5",148683690,590490
"6",148697191,531441
"7",148675665,478296,9
"8",146144189,430467,21
"9",146144189,387420,489
"10",146144189,348678,4401
"11",146144189,313810,59609
"12",146144189,282429,536481
"13",146144189,254186,5828329
"14",146144189,228767,92454961
"15",146144189,205891,132094649
"16",145887823,185302,018885184
"17",145887823,166771,816996666
"18",145887823,150094,635296999
"19",145887823,135085,171767299
"20",145887823,121576,654590569
"21",145887823,109418,989131512
"22",145887823,98477,0902183612
"23",145887823,88629,381196525
"24",145887823,79766,4430768725
"25",145887823,71789,7987691853
"26",145887823,64610,8188922668
"27",145887823,58149,7370030401
"28",145887823,52334,7633027361
"29",145887823,47101,2869724625
"30",145887823,42391,1582752162
"31",145887823,38152,0424476946
"32",145887823,34336,8382029251
"33",145887823,30903,1543826326
"34",145887823,27812,8389443694
"35",145887823,25031,5550499324
"36",145887823,22528,3995449392
"37",145887823,20275,5595904453
"38",145887823,18248,0036314007
"39",145887823,16423,2032682607
"40",145887823,14780,8829414346
"41",145887823,13302,7946472911
"42",145887823,11972,515182562
"43",145887823,10775,2636643058
"44",145887823,9697,73729787524
