"","bestCostByT","temperatures"
"1",149124024,9e+05
"2",149544408,810000
"3",149129885,729000
"4",149335695,656100
"5",148698169,590490
"6",148497577,531441
"7",148739772,478296,9
"8",148557606,430467,21
"9",148890291,387420,489
"10",148971381,348678,4401
"11",148746467,313810,59609
"12",149536599,282429,536481
"13",148690260,254186,5828329
"14",148770334,228767,92454961
"15",147808655,205891,132094649
"16",147808655,185302,018885184
"17",147808655,166771,816996666
"18",147808655,150094,635296999
"19",147808655,135085,171767299
"20",147808655,121576,654590569
"21",147808655,109418,989131512
"22",147808655,98477,0902183612
"23",147808655,88629,381196525
"24",147808655,79766,4430768725
"25",147808655,71789,7987691853
"26",147808655,64610,8188922668
"27",147808655,58149,7370030401
"28",147808655,52334,7633027361
"29",147808655,47101,2869724625
"30",147808655,42391,1582752162
"31",147808655,38152,0424476946
"32",147808655,34336,8382029251
"33",147808655,30903,1543826326
"34",147808655,27812,8389443694
"35",147808655,25031,5550499324
"36",147808655,22528,3995449392
"37",147808655,20275,5595904453
"38",147808655,18248,0036314007
"39",147808655,16423,2032682607
"40",147808655,14780,8829414346
"41",147808655,13302,7946472911
"42",147808655,11972,515182562
"43",147808655,10775,2636643058
"44",147808655,9697,73729787524
