"","bestCostByT","temperatures"
"1",138993529,62521447,95
"2",139058777,56269303,155
"3",139194381,50642372,8395
"4",139031193,45578135,55555
"5",139718549,41020321,999995
"6",139504032,36918289,7999955
"7",139554023,33226460,819996
"8",139054090,29903814,7379964
"9",139941093,26913433,2641967
"10",139258750,24222089,9377771
"11",139204529,21799880,9439994
"12",138957102,19619892,8495994
"13",145837918,17657903,5646395
"14",139820453,15892113,2081755
"15",139312476,14302901,887358
"16",139472571,12872611,6986222
"17",138920693,11585350,52876
"18",140675719,10426815,475884
"19",140690543,9384133,92829557
"20",139454732,8445720,53546601
"21",138981559,7601148,48191941
"22",139042524,6841033,63372747
"23",138943956,6156930,27035472
"24",142049146,5541237,24331925
"25",139104187,4987113,51898733
"26",139048874,4488402,16708859
"27",139347042,4039561,95037973
"28",139009377,3635605,75534176
"29",138926563,3272045,17980758
"30",139317647,2944840,66182683
"31",139403809,2650356,59564414
"32",138962675,2385320,93607973
"33",139696530,2146788,84247176
"34",139006684,1932109,95822458
"35",139081040,1738898,96240212
"36",139772615,1565009,06616191
"37",139040956,1408508,15954572
"38",139067696,1267657,34359115
"39",139240071,1140891,60923203
"40",139929924,1026802,44830883
"41",142784600,924122,203477947
"42",139149602,831709,983130152
"43",139332323,748538,984817137
"44",139498635,673685,086335423
"45",139206641,606316,577701881
"46",138959204,545684,919931693
"47",139010982,491116,427938524
"48",138988010,442004,785144671
"49",138958015,397804,306630204
"50",139247040,358023,875967184
"51",138911430,322221,488370465
"52",138938154,289999,339533419
"53",139166676,260999,405580077
"54",139092526,234899,465022069
"55",139269586,211409,518519862
"56",138982454,190268,566667876
"57",138893445,171241,710001088
"58",138947539,154117,53900098
"59",138955396,138705,785100882
"60",139056606,124835,206590793
"61",138285089,112351,685931714
"62",138285089,101116,517338543
"63",138285089,91004,8656046884
"64",138285089,81904,3790442196
"65",138285089,73713,9411397977
"66",138285089,66342,5470258179
"67",138285089,59708,2923232361
"68",138285089,53737,4630909125
"69",138285089,48363,7167818212
"70",138285089,43527,3451036391
"71",138285089,39174,6105932752
"72",138285089,35257,1495339477
"73",138285089,31731,4345805529
"74",138278657,28558,2911224976
"75",138278657,25702,4620102479
"76",138278657,23132,2158092231
"77",138278657,20818,9942283008
"78",138278657,18737,0948054707
"79",138278657,16863,3853249236
"80",138278657,15177,0467924313
"81",138278657,13659,3421131881
"82",138278657,12293,4079018693
"83",138278657,11064,0671116824
"84",138278657,9957,66040051415
