"","bestCostByT","temperatures"
"1",194067871,990000
"2",192833777,980100
"3",194758395,970299
"4",194399749,960596,01
"5",194348160,950990,0499
"6",194110005,941480,149401
"7",194110070,932065,34790699
"8",195714750,922744,69442792
"9",194133832,913517,247483641
"10",194407239,904382,075008804
"11",194161684,895338,254258716
"12",194115104,886384,871716129
"13",194132261,877521,022998968
"14",194194814,868745,812768978
"15",190778382,860058,354641288
"16",190778382,851457,771094875
"17",190778382,842943,193383927
"18",190778382,834513,761450087
"19",190778382,826168,623835587
"20",190778382,817906,937597231
"21",190778382,809727,868221259
"22",190778382,801630,589539046
"23",190778382,793614,283643655
"24",190778382,785678,140807219
"25",190778382,777821,359399147
"26",190778382,770043,145805155
"27",190778382,762342,714347104
"28",190778382,754719,287203633
"29",190778382,747172,094331596
"30",190778382,739700,37338828
"31",190778382,732303,369654397
"32",190778382,724980,335957853
"33",190328526,717730,532598275
"34",190328526,710553,227272292
"35",190328526,703447,694999569
"36",190328526,696413,218049573
"37",190328526,689449,085869078
"38",190328526,682554,595010387
"39",190328526,675729,049060283
"40",190328526,668971,75856968
"41",190328526,662282,040983983
"42",190328526,655659,220574143
"43",190328526,649102,628368402
"44",190328526,642611,602084718
"45",190328526,636185,486063871
"46",190328526,629823,631203232
"47",190328526,623525,3948912
"48",191929073,617290,140942288
"49",191929073,611117,239532865
"50",191929073,605006,067137536
"51",191929073,598956,006466161
"52",191929073,592966,446401499
"53",191929073,587036,781937484
"54",191929073,581166,414118109
"55",193325299,575354,749976928
"56",192950590,569601,202477159
"57",192950590,563905,190452387
"58",194462863,558266,138547863
"59",194442307,552683,477162385
"60",193469463,547156,642390761
"61",193469463,541685,075966853
"62",194100359,536268,225207185
"63",194464331,530905,542955113
"64",194248843,525596,487525562
"65",193545722,520340,522650306
"66",193545722,515137,117423803
"67",193968974,509985,746249565
"68",194045644,504885,888787069
"69",194072029,499837,029899199
"70",194474143,494838,659600207
"71",194310654,489890,273004205
"72",194049223,484991,370274163
"73",194333645,480141,456571421
"74",192372419,475340,042005707
"75",192372419,470586,64158565
"76",192372419,465880,775169793
"77",194252620,461221,967418095
"78",194377875,456609,747743914
"79",193527938,452043,650266475
"80",193527938,447523,21376381
"81",193796164,443047,981626172
"82",194009538,438617,501809911
"83",194067908,434231,326791811
"84",194052436,429889,013523893
"85",194083140,425590,123388654
"86",194372595,421334,222154768
"87",194325064,417120,87993322
"88",194252951,412949,671133888
"89",194431676,408820,174422549
"90",192052735,404731,972678324
"91",192052735,400684,65295154
"92",192052735,396677,806422025
"93",192052735,392711,028357805
"94",192052735,388783,918074227
"95",192052735,384896,078893484
"96",192052735,381047,118104549
"97",192052735,377236,646923504
"98",192052735,373464,280454269
"99",192052735,369729,637649726
"100",192052735,366032,341273229
"101",192052735,362372,017860497
"102",192052735,358748,297681892
"103",192052735,355160,814705073
"104",192052735,351609,206558022
"105",192052735,348093,114492442
"106",192052735,344612,183347517
"107",192052735,341166,061514042
"108",192052735,337754,400898902
"109",192052735,334376,856889913
"110",192052735,331033,088321014
"111",192052735,327722,757437804
"112",192052735,324445,529863426
"113",192052735,321201,074564791
"114",192052735,317989,063819143
"115",192052735,314809,173180952
"116",192052735,311661,081449142
"117",193070332,308544,470634651
"118",193070332,305459,025928305
"119",193070332,302404,435669022
"120",193070332,299380,391312331
"121",193070332,296386,587399208
"122",194310377,293422,721525216
"123",193996624,290488,494309964
"124",193353450,287583,609366864
"125",193707483,284707,773273195
"126",194429040,281860,695540463
"127",194218861,279042,088585059
"128",194856320,276251,667699208
"129",192753823,273489,151022216
"130",192753823,270754,259511994
"131",192753823,268046,716916874
"132",192753823,265366,249747705
"133",192753823,262712,587250228
"134",192753823,260085,461377726
"135",192753823,257484,606763949
"136",192753823,254909,760696309
"137",192753823,252360,663089346
"138",192753823,249837,056458453
"139",192753823,247338,685893868
"140",192753823,244865,299034929
"141",192753823,242416,64604458
"142",192753823,239992,479584134
"143",192753823,237592,554788293
"144",192753823,235216,62924041
"145",192753823,232864,462948006
"146",192753823,230535,818318526
"147",192254944,228230,460135341
"148",192254944,225948,155533987
"149",192254944,223688,673978647
"150",192254944,221451,787238861
"151",192254944,219237,269366472
"152",192254944,217044,896672808
"153",192254944,214874,447706079
"154",192254944,212725,703229019
"155",192254944,210598,446196729
"156",192254944,208492,461734761
"157",192254944,206407,537117414
"158",192254944,204343,461746239
"159",192254944,202300,027128777
"160",192254944,200277,026857489
"161",192254944,198274,256588914
"162",192254944,196291,514023025
"163",192212047,194328,598882795
"164",192212047,192385,312893967
"165",192212047,190461,459765027
"166",192212047,188556,845167377
"167",192212047,186671,276715703
"168",192212047,184804,563948546
"169",192212047,182956,518309061
"170",192212047,181126,95312597
"171",192212047,179315,683594711
"172",192212047,177522,526758763
"173",192212047,175747,301491176
"174",192212047,173989,828476264
"175",192212047,172249,930191501
"176",192212047,170527,430889586
"177",192212047,168822,15658069
"178",192212047,167133,935014884
"179",192212047,165462,595664735
"180",192212047,163807,969708087
"181",192212047,162169,890011007
"182",192212047,160548,191110896
"183",192212047,158942,709199787
"184",192212047,157353,28210779
"185",192212047,155779,749286712
"186",192212047,154221,951793845
"187",192212047,152679,732275906
"188",192212047,151152,934953147
"189",192212047,149641,405603616
"190",192212047,148144,991547579
"191",192212047,146663,541632104
"192",192212047,145196,906215783
"193",192212047,143744,937153625
"194",192212047,142307,487782088
"195",192212047,140884,412904268
"196",192212047,139475,568775225
"197",192212047,138080,813087473
"198",192212047,136700,004956598
"199",192135560,135333,004907032
"200",192135560,133979,674857962
"201",192135560,132639,878109382
"202",192135560,131313,479328288
"203",192135560,130000,344535005
"204",192135560,128700,341089655
"205",192135560,127413,337678759
"206",192135560,126139,204301971
"207",192135560,124877,812258951
"208",192135560,123629,034136362
