"","bestCostByT","temperatures"
"1",140714112,68773592,745
"2",139158779,68085856,81755
"3",141524015,67404998,2493745
"4",139741320,66730948,2668808
"5",139076886,66063638,784212
"6",141617665,65403002,3963698
"7",139277309,64748972,3724061
"8",139271063,64101482,6486821
"9",138806249,63460467,8221953
"10",140872992,62825863,1439733
"11",138971787,62197604,5125336
"12",138994871,61575628,4674082
"13",139685231,60959872,1827342
"14",140094482,60350273,4609068
"15",143751156,59746770,7262977
"16",139254773,59149303,0190348
"17",141206098,58557809,9888444
"18",138976099,57972231,888956
"19",139162534,57392509,5700664
"20",139222010,56818584,4743657
"21",139581649,56250398,6296221
"22",140174977,55687894,6433259
"23",139395876,55131015,6968926
"24",139698086,54579705,5399237
"25",139013286,54033908,4845244
"26",140527076,53493569,3996792
"27",140946629,52958633,7056824
"28",139093321,52429047,3686256
"29",139830549,51904756,8949393
"30",141033951,51385709,3259899
"31",139645759,50871852,23273
"32",139034728,50363133,7104027
"33",139805993,49859502,3732987
"34",139326127,49360907,3495657
"35",139185836,48867298,27607
"36",139453705,48378625,2933093
"37",140935426,47894839,0403763
"38",139131879,47415890,6499725
"39",139681161,46941731,7434728
"40",140695083,46472314,426038
"41",139325795,46007591,2817777
"42",139568976,45547515,3689599
"43",140087993,45092040,2152703
"44",139599100,44641119,8131176
"45",144559019,44194708,6149864
"46",139689300,43752761,5288365
"47",138988961,43315233,9135482
"48",139627704,42882081,5744127
"49",139018715,42453260,7586686
"50",139546262,42028728,1510819
"51",139627517,41608440,869571
"52",139006861,41192356,4608753
"53",148439198,40780432,8962666
"54",139060644,40372628,5673039
"55",139304754,39968902,2816309
"56",139200834,39569213,2588146
"57",139169363,39173521,1262264
"58",138976329,38781785,9149642
"59",138986213,38393968,0558145
"60",139409981,38010028,3752564
"61",140979992,37629928,0915038
"62",139102940,37253628,8105888
"63",139023401,36881092,5224829
"64",139064953,36512281,5972581
"65",139211133,36147158,7812855
"66",139108825,35785687,1934726
"67",139598368,35427830,3215379
"68",139342088,35073552,0183225
"69",143328064,34722816,4981393
"70",140370973,34375588,3331579
"71",139830460,34031832,4498263
"72",138966931,33691514,125328
"73",138937200,33354598,9840748
"74",139154119,33021052,994234
"75",139727753,32690842,4642917
"76",139592029,32363934,0396488
"77",138959207,32040294,6992523
"78",139038113,31719891,7522597
"79",140201274,31402692,8347371
"80",139712689,31088665,9063898
"81",138947465,30777779,2473259
"82",138953520,30470001,4548526
"83",141316619,30165301,4403041
"84",139498494,29863648,425901
"85",138955731,29565011,941642
"86",138939595,29269361,8222256
"87",139119761,28976668,2040034
"88",139682740,28686901,5219633
"89",139082921,28400032,5067437
"90",139206226,28116032,1816763
"91",140757352,27834871,8598595
"92",141583384,27556523,1412609
"93",141065111,27280957,9098483
"94",138970302,27008148,3307498
"95",139235530,26738066,8474423
"96",139026200,26470686,1789679
"97",139976444,26205979,3171782
"98",139143803,25943919,5240064
"99",138994306,25684480,3287664
"100",139754880,25427635,5254787
"101",139684495,25173359,1702239
"102",138938384,24921625,5785217
"103",142261087,24672409,3227365
"104",139441617,24425685,2295091
"105",139167023,24181428,377214
"106",139084827,23939614,0934419
"107",139450002,23700217,9525074
"108",144224644,23463215,7729824
"109",139088020,23228583,6152525
"110",140164549,22996297,7791
"111",139014024,22766334,801309
"112",139759653,22538671,4532959
"113",142397162,22313284,738763
"114",138956050,22090151,8913753
"115",140301523,21869250,3724616
"116",139718730,21650557,868737
"117",139180284,21434052,2900496
"118",139127385,21219711,7671491
"119",140297688,21007514,6494776
"120",141263318,20797439,5029828
"121",144418063,20589465,107953
"122",140593323,20383570,4568735
"123",139055929,20179734,7523047
"124",139873696,19977937,4047817
"125",141241220,19778158,0307339
"126",139743999,19580376,4504265
"127",139068437,19384572,6859223
"128",139161345,19190726,959063
"129",138872092,18998819,6894724
"130",139205366,18808831,4925777
"131",139032121,18620743,1776519
"132",139078011,18434535,7458754
"133",139862273,18250190,3884166
"134",139071829,18067688,4845325
"135",139158890,17887011,5996872
"136",138947900,17708141,4836903
"137",139678611,17531060,0688534
"138",141028221,17355749,4681648
"139",138969643,17182191,9734832
"140",139026239,17010370,0537484
"141",139208157,16840266,3532109
"142",138952350,16671863,6896788
"143",138968354,16505145,052782
"144",139595234,16340093,6022542
"145",139412997,16176692,6662316
"146",138950779,16014925,7395693
"147",138936818,15854776,4821736
"148",139275759,15696228,7173519
"149",138922977,15539266,4301784
"150",139184814,15383873,7658766
"151",139203046,15230035,0282178
"152",139386022,15077734,6779356
"153",140253010,14926957,3311563
"154",139477028,14777687,7578447
"155",140642324,14629910,8802663
"156",139267147,14483611,7714636
"157",139749923,14338775,653749
"158",138953813,14195387,8972115
"159",142357028,14053434,0182394
"160",140949771,13912899,678057
"161",141341310,13773770,6812764
"162",139334484,13636032,9744636
"163",139004183,13499672,644719
"164",138932752,13364675,9182718
"165",138963664,13231029,1590891
"166",143187347,13098718,8674982
"167",139105968,12967731,6788232
"168",139468967,12838054,362035
"169",139650993,12709673,8184146
"170",139044646,12582577,0802305
"171",139072711,12456751,3094282
"172",139534151,12332183,7963339
"173",141020810,12208861,9583706
"174",139343220,12086773,3387869
"175",139010634,11965905,605399
"176",139601131,11846246,549345
"177",140645853,11727784,0838515
"178",139359921,11610506,243013
"179",139821706,11494401,1805829
"180",139481849,11379457,1687771
"181",138970182,11265662,5970893
"182",141954427,11153005,9711184
"183",139125224,11041475,9114072
"184",139320471,10931061,1522931
"185",139742284,10821750,5407702
"186",141001687,10713533,0353625
"187",139338601,10606397,7050089
"188",139070124,10500333,7279588
"189",139720460,10395330,3906792
"190",144665759,10291377,0867724
"191",138871629,10188463,3159047
"192",138969784,10086578,6827457
"193",139344692,9985712,89591819
"194",140024183,9885855,76695901
"195",140879196,9786997,20928942
"196",139068191,9689127,23719653
"197",139392271,9592235,96482456
"198",141062188,9496313,60517632
"199",139226929,9401350,46912455
"200",139098741,9307336,96443331
"201",140088546,9214263,59478898
"202",139671289,9122120,95884109
"203",139604702,9030899,74925268
"204",139605088,8940590,75176015
"205",138951930,8851184,84424255
"206",142747672,8762672,99580012
"207",138962640,8675046,26584212
"208",138945327,8588295,8031837
"209",140866179,8502412,84515186
"210",140989232,8417388,71670034
"211",139931246,8333214,82953334
"212",142761154,8249882,681238
"213",139802588,8167383,85442562
"214",139545033,8085710,01588137
"215",139409183,8004852,91572255
"216",139925645,7924804,38656533
"217",139240773,7845556,34269967
"218",140232252,7767100,77927268
"219",138946407,7689429,77147995
"220",139154153,7612535,47376515
"221",138952965,7536410,1190275
"222",139514079,7461046,01783722
"223",139140681,7386435,55765885
"224",138954061,7312571,20208226
"225",139293733,7239445,49006144
"226",139211877,7167051,03516083
"227",139230423,7095380,52480922
"228",139124605,7024426,71956113
"229",141025319,6954182,45236551
"230",139394115,6884640,62784186
"231",139347807,6815794,22156344
"232",139787375,6747636,27934781
"233",139197717,6680159,91655433
"234",138938261,6613358,31738879
"235",141580019,6547224,7342149
"236",139509117,6481752,48687275
"237",138906753,6416934,96200402
"238",142235166,6352765,61238398
"239",139193741,6289237,95626014
"240",144459523,6226345,57669754
"241",139068698,6164082,12093056
"242",139661691,6102441,29972126
"243",141018777,6041416,88672404
"244",138948567,5981002,7178568
"245",139931216,5921192,69067824
"246",139025660,5861980,76377145
"247",139642749,5803360,95613374
"248",139256183,5745327,3465724
"249",139094522,5687874,07310668
"250",139735702,5630995,33237561
"251",138946151,5574685,37905185
"252",139091749,5518938,52526134
"253",140519568,5463749,14000872
"254",145483598,5409111,64860864
"255",141581356,5355020,53212255
"256",139691588,5301470,32680132
"257",139087221,5248455,62353331
"258",139820423,5195971,06729798
"259",138991097,5144011,356625
"260",139190945,5092571,24305875
"261",139088196,5041645,53062816
"262",139493118,4991229,07532188
"263",139747642,4941316,78456866
"264",138974137,4891903,61672297
"265",140387031,4842984,58055574
"266",139106793,4794554,73475019
"267",139036246,4746609,18740268
"268",139948725,4699143,09552866
"269",138974728,4652151,66457337
"270",140259592,4605630,14792764
"271",139066195,4559573,84644836
"272",138956603,4513978,10798388
"273",139466768,4468838,32690404
"274",139477863,4424149,943635
"275",140656341,4379908,44419865
"276",139494566,4336109,35975666
"277",139392301,4292748,26615909
"278",139043014,4249820,7834975
"279",139429021,4207322,57566253
"280",139021210,4165249,3499059
"281",139845921,4123596,85640684
"282",139019310,4082360,88784277
"283",139069065,4041537,27896435
"284",139505666,4001121,9061747
"285",138958790,3961110,68711295
"286",139139988,3921499,58024183
"287",139078123,3882284,58443941
"288",139154341,3843461,73859501
"289",139305506,3805027,12120906
"290",139743274,3766976,84999697
"291",139974337,3729307,081497
"292",138963130,3692014,01068203
"293",138943235,3655093,87057521
"294",139051523,3618542,93186946
"295",139061151,3582357,50255077
"296",140018486,3546533,92752526
"297",138872289,3511068,58825001
"298",142815581,3475957,90236751
"299",138874661,3441198,32334383
"300",139331972,3406786,34011039
"301",138651279,3372718,47670929
"302",140435710,3338991,2919422
"303",139056995,3305601,37902277
"304",139477553,3272545,36523254
"305",139226881,3239819,91158022
"306",139602170,3207421,71246442
"307",139437971,3175347,49533977
"308",139656737,3143594,02038638
"309",139037923,3112158,08018251
"310",139077145,3081036,49938069
"311",138766243,3050226,13438688
"312",140213431,3019723,87304301
"313",138962994,2989526,63431258
"314",138966658,2959631,36796946
"315",139429027,2930035,05428976
"316",139013671,2900734,70374686
"317",139327624,2871727,35670939
"318",139072541,2843010,0831423
"319",139874191,2814579,98231088
"320",140096553,2786434,18248777
"321",139113798,2758569,84066289
"322",139126649,2730984,14225626
"323",143164414,2703674,3008337
"324",139208938,2676637,55782536
"325",147423887,2649871,18224711
"326",139267478,2623372,47042464
"327",139023562,2597138,74572039
"328",139060832,2571167,35826319
"329",139037165,2545455,68468056
"330",140544845,2520001,12783375
"331",141241375,2494801,11655541
"332",140423321,2469853,10538986
"333",141222073,2445154,57433596
"334",139032625,2420703,0285926
"335",139927303,2396495,99830667
"336",139050819,2372531,03832361
"337",139265767,2348805,72794037
"338",139210268,2325317,67066097
"339",139166812,2302064,49395436
"340",140569977,2279043,84901481
"341",140287265,2256253,41052467
"342",139212182,2233690,87641942
"343",139348590,2211353,96765523
"344",139037971,2189240,42797867
"345",139022703,2167348,02369889
"346",139315925,2145674,5434619
"347",139652599,2124217,79802728
"348",140703392,2102975,62004701
"349",139425107,2081945,86384654
"350",138943851,2061126,40520807
"351",138950797,2040515,14115599
"352",138983323,2020109,98974443
"353",142454962,1999908,88984699
"354",138995229,1979909,80094852
"355",140600743,1960110,70293903
"356",139090105,1940509,59590964
"357",139740352,1921104,49995054
"358",139102254,1901893,45495104
"359",139012913,1882874,52040153
"360",138945477,1864045,77519751
"361",138552716,1845405,31744554
"362",138921211,1826951,26427108
"363",139257535,1808681,75162837
"364",138891228,1790594,93411209
"365",139077534,1772688,98477097
"366",138547280,1754962,09492326
"367",138999281,1737412,47397402
"368",139000587,1720038,34923428
"369",138191358,1702837,96574194
"370",139200605,1685809,58608452
"371",139150306,1668951,49022368
"372",139239618,1652261,97532144
"373",139077232,1635739,35556822
"374",139222412,1619381,96201254
"375",139104370,1603188,14239242
"376",139951311,1587156,26096849
"377",138948911,1571284,69835881
"378",139525336,1555571,85137522
"379",139096619,1540016,13286147
"380",138974213,1524615,97153285
"381",140190555,1509369,81181752
"382",138986660,1494276,11369935
"383",138940589,1479333,35256236
"384",139961441,1464540,01903673
"385",139024120,1449894,61884637
"386",139902762,1435395,6726579
"387",138954089,1421041,71593132
"388",139697453,1406831,29877201
"389",139722290,1392762,98578429
"390",138927759,1378835,35592645
"391",139545434,1365047,00236718
"392",138967802,1351396,53234351
"393",141823481,1337882,56702007
"394",139366493,1324503,74134987
"395",139003705,1311258,70393637
"396",139059497,1298146,11689701
"397",139025701,1285164,65572804
"398",139339972,1272313,00917076
"399",139087904,1259589,87907905
"400",139042355,1246993,98028826
"401",139098333,1234524,04048538
"402",139026618,1222178,80008053
"403",139000004,1209957,01207972
"404",138979664,1197857,44195892
"405",139223168,1185878,86753933
"406",139576351,1174020,07886394
"407",139448757,1162279,8780753
"408",139279092,1150657,07929455
"409",138950808,1139150,5085016
"410",139222219,1127759,00341659
"411",139421255,1116481,41338242
"412",139464891,1105316,5992486
"413",140012027,1094263,43325611
"414",139096949,1083320,79892355
"415",139601373,1072487,59093431
"416",139389383,1061762,71502497
"417",138952906,1051145,08787472
"418",139498286,1040633,63699597
"419",139016455,1030227,30062601
"420",138958758,1019925,02761975
"421",139306833,1009725,77734356
"422",138978569,999628,51957012
"423",138999841,989632,234374419
"424",139266604,979735,912030675
"425",139785000,969938,552910368
"426",139036802,960239,167381265
"427",138954621,950636,775707452
"428",138951307,941130,407950377
"429",139234860,931719,103870874
"430",138958050,922401,912832165
"431",138849586,913177,893703843
"432",138990703,904046,114766805
"433",139669748,895005,653619137
"434",139694419,886055,597082945
"435",138994815,877195,041112116
"436",138987126,868423,090700995
"437",139439246,859738,859793985
"438",138968354,851141,471196045
"439",139697053,842630,056484085
"440",139289607,834203,755919244
"441",139066945,825861,718360051
"442",138952584,817603,101176451
"443",139899494,809427,070164686
"444",139336054,801332,799463039
"445",138963778,793319,471468409
"446",138949303,785386,276753725
"447",139104812,777532,413986188
"448",139112828,769757,089846326
"449",138981951,762059,518947862
"450",139260003,754438,923758384
"451",139225946,746894,5345208
"452",139005643,739425,589175592
"453",139012876,732031,333283836
"454",139731936,724711,019950998
"455",139114255,717463,909751488
"456",139037381,710289,270653973
"457",138950065,703186,377947433
"458",139049285,696154,514167959
"459",138857234,689192,969026279
"460",139055929,682301,039336016
"461",139034003,675478,028942656
"462",138579795,668723,24865323
"463",138752715,662036,016166697
"464",139117329,655415,65600503
"465",139134455,648861,49944498
"466",138813174,642372,88445053
"467",138947965,635949,155606025
"468",139988492,629589,664049965
"469",138985820,623293,767409465
"470",139066955,617060,82973537
"471",139049415,610890,221438017
"472",139176244,604781,319223636
"473",139035969,598733,5060314
"474",139488258,592746,170971086
"475",138908411,586818,709261375
"476",138975558,580950,522168761
"477",139118076,575141,016947074
"478",138719419,569389,606777603
"479",139048166,563695,710709827
"480",138937985,558058,753602729
"481",139114366,552478,166066701
"482",139166603,546953,384406034
"483",139114268,541483,850561974
"484",138945979,536069,012056354
"485",139010303,530708,321935791
"486",138813138,525401,238716433
"487",138989023,520147,226329268
"488",138212445,514945,754065976
"489",138212445,509796,296525316
"490",139090528,504698,333560063
"491",139159486,499651,350224462
"492",138975124,494654,836722218
"493",138959959,489708,288354995
"494",138924269,484811,205471445
"495",139245151,479963,093416731
"496",139178499,475163,462482564
"497",138937893,470411,827857738
"498",139036554,465707,709579161
"499",139016331,461050,632483369
"500",139590886,456440,126158535
"501",139942803,451875,72489695
"502",138940565,447356,96764798
"503",139069972,442883,397971501
"504",138955059,438454,563991786
"505",139101257,434070,018351868
"506",139149860,429729,318168349
"507",138383140,425432,024986666
"508",138933300,421177,704736799
"509",137954623,416965,927689431
"510",137954623,412796,268412537
"511",139068466,408668,305728411
"512",138975686,404581,622671127
"513",138940592,400535,806444416
"514",139143988,396530,448379972
"515",138347865,392565,143896172
"516",138347865,388639,49245721
"517",138378727,384753,097532638
"518",138378727,380905,566557312
"519",139221602,377096,510891739
"520",138640742,373325,545782821
"521",139059542,369592,290324993
"522",138969586,365896,367421743
"523",139129800,362237,403747526
"524",139088268,358615,029710051
"525",139526868,355028,87941295
"526",139758508,351478,590618821
"527",139122860,347963,804712632
"528",139175289,344484,166665506
"529",139170188,341039,324998851
"530",139226349,337628,931748862
"531",138981301,334252,642431374
"532",138952409,330910,11600706
"533",138947932,327601,014846989
"534",139016422,324325,00469852
"535",139204153,321081,754651534
"536",138988780,317870,937105019
"537",139050575,314692,227733969
"538",139255574,311545,305456629
"539",139029724,308429,852402063
"540",139274393,305345,553878042
"541",138816178,302292,098339262
"542",139234790,299269,177355869
"543",139074010,296276,485582311
"544",138974747,293313,720726487
"545",138972203,290380,583519223
"546",139615090,287476,77768403
"547",138970181,284602,00990719
"548",139204215,281755,989808118
"549",138800002,278938,429910037
"550",138953518,276149,045610937
"551",138959015,273387,555154827
"552",139104620,270653,679603279
"553",139037707,267947,142807246
"554",139091673,265267,671379174
"555",139117567,262614,994665382
"556",138971769,259988,844718728
"557",138936551,257388,956271541
"558",138943416,254815,066708825
"559",139045021,252266,916041737
"560",138937528,249744,24688132
"561",138952741,247246,804412507
"562",138936551,244774,336368382
"563",139126338,242326,593004698
"564",138800129,239903,327074651
"565",138528574,237504,293803904
"566",139151279,235129,250865865
"567",138299956,232777,958357207
"568",138299956,230450,178773634
"569",138299956,228145,676985898
"570",138299956,225864,220216039
"571",139061380,223605,578013879
"572",138288445,221369,52223374
"573",139169618,219155,827011403
"574",138959224,216964,268741289
"575",139169536,214794,626053876
"576",139225000,212646,679793337
"577",138989934,210520,212995404
"578",138872362,208415,010865449
"579",138945841,206330,860756795
"580",138959372,204267,552149227
"581",139196770,202224,876627735
"582",138929963,200202,627861457
"583",138996944,198200,601582843
"584",138378171,196218,595567014
"585",138378171,194256,409611344
"586",137390622,192313,845515231
"587",137390622,190390,707060079
"588",137390622,188486,799989478
"589",137390622,186601,931989583
"590",137390622,184735,912669687
"591",137390622,182888,55354299
"592",137390622,181059,66800756
"593",137390622,179249,071327485
"594",137390622,177456,58061421
"595",137390622,175682,014808068
"596",137390622,173925,194659987
"597",137390622,172185,942713387
"598",137390622,170464,083286253
"599",137390622,168759,442453391
"600",137390622,167071,848028857
"601",137390622,165401,129548568
"602",137390622,163747,118253083
"603",137390622,162109,647070552
"604",137390622,160488,550599846
"605",137390622,158883,665093848
"606",137390622,157294,828442909
