"","bestCostByT","temperatures"
"1",149114526,9e+05
"2",148696941,810000
"3",148723853,729000
"4",148923303,656100
"5",148768683,590490
"6",148261430,531441
"7",148832666,478296,9
"8",148684225,430467,21
"9",148830796,387420,489
"10",148605108,348678,4401
"11",148779003,313810,59609
"12",148744175,282429,536481
"13",148670571,254186,5828329
"14",148680890,228767,92454961
"15",148915150,205891,132094649
"16",145865401,185302,018885184
"17",145865401,166771,816996666
"18",145865401,150094,635296999
"19",145865401,135085,171767299
"20",145865401,121576,654590569
"21",145865401,109418,989131512
"22",145865401,98477,0902183612
