"","bestCostByT","temperatures"
"1",139485588,62521447,95
"2",139280742,56269303,155
"3",139407753,50642372,8395
"4",139455920,45578135,55555
"5",139500427,41020321,999995
"6",140081510,36918289,7999955
"7",139517878,33226460,819996
"8",152180129,29903814,7379964
"9",139318488,26913433,2641967
"10",140646345,24222089,9377771
"11",138944135,21799880,9439994
"12",139379900,19619892,8495994
"13",140145270,17657903,5646395
"14",139390183,15892113,2081755
"15",140191215,14302901,887358
"16",144510779,12872611,6986222
"17",141744563,11585350,52876
"18",139261963,10426815,475884
"19",138983236,9384133,92829557
"20",140167111,8445720,53546601
"21",139093586,7601148,48191941
"22",138936551,6841033,63372747
"23",140426746,6156930,27035472
"24",139628122,5541237,24331925
"25",139269199,4987113,51898733
"26",139394960,4488402,16708859
"27",139008525,4039561,95037973
"28",139006097,3635605,75534176
"29",139752803,3272045,17980758
"30",139515121,2944840,66182683
"31",139128733,2650356,59564414
"32",139839269,2385320,93607973
"33",138901393,2146788,84247176
"34",139002479,1932109,95822458
"35",139013963,1738898,96240212
"36",139317589,1565009,06616191
"37",140141639,1408508,15954572
"38",139142875,1267657,34359115
"39",139207125,1140891,60923203
"40",139033823,1026802,44830883
"41",139273607,924122,203477947
"42",139444717,831709,983130152
"43",139016535,748538,984817137
"44",139425867,673685,086335423
"45",139008837,606316,577701881
"46",138986320,545684,919931693
"47",138918726,491116,427938524
"48",139003203,442004,785144671
"49",139191692,397804,306630204
"50",138985803,358023,875967184
"51",139489879,322221,488370465
"52",139050709,289999,339533419
"53",138963098,260999,405580077
"54",139273102,234899,465022069
"55",139137712,211409,518519862
"56",139032183,190268,566667876
"57",138952414,171241,710001088
"58",139032304,154117,53900098
"59",138960493,138705,785100882
"60",138969707,124835,206590793
"61",138910121,112351,685931714
"62",138968213,101116,517338543
"63",138882669,91004,8656046884
"64",138999309,81904,3790442196
"65",138959239,73713,9411397977
"66",138946139,66342,5470258179
"67",138990920,59708,2923232361
"68",138947540,53737,4630909125
"69",138389151,48363,7167818212
"70",138389151,43527,3451036391
"71",138389151,39174,6105932752
"72",138389151,35257,1495339477
"73",138389151,31731,4345805529
"74",138389151,28558,2911224976
"75",138389151,25702,4620102479
"76",138389151,23132,2158092231
"77",138389151,20818,9942283008
"78",138389151,18737,0948054707
"79",138389151,16863,3853249236
"80",138389151,15177,0467924313
"81",138389151,13659,3421131881
"82",138351710,12293,4079018693
"83",138351710,11064,0671116824
"84",138351710,9957,66040051415
