"","bestCostByT","temperatures"
"1",141457474,62521447,95
"2",138971744,56269303,155
"3",139034276,50642372,8395
"4",139446054,45578135,55555
"5",143062034,41020321,999995
"6",139341011,36918289,7999955
"7",138995201,33226460,819996
"8",138992650,29903814,7379964
"9",139545192,26913433,2641967
"10",140444843,24222089,9377771
"11",140845042,21799880,9439994
"12",140590534,19619892,8495994
"13",139404986,17657903,5646395
"14",139036297,15892113,2081755
"15",138845161,14302901,887358
"16",138944389,12872611,6986222
"17",141706284,11585350,52876
"18",139184408,10426815,475884
"19",139616353,9384133,92829557
"20",138996284,8445720,53546601
"21",141578357,7601148,48191941
"22",139025808,6841033,63372747
"23",139621218,6156930,27035472
"24",140366205,5541237,24331925
"25",139226783,4987113,51898733
"26",139045053,4488402,16708859
"27",138984993,4039561,95037973
"28",138988238,3635605,75534176
"29",139189701,3272045,17980758
"30",138780392,2944840,66182683
"31",139268041,2650356,59564414
"32",138997170,2385320,93607973
"33",139469552,2146788,84247176
"34",140212605,1932109,95822458
"35",138972618,1738898,96240212
"36",139454246,1565009,06616191
"37",140628080,1408508,15954572
"38",138954015,1267657,34359115
"39",140062859,1140891,60923203
"40",140062340,1026802,44830883
"41",140762637,924122,203477947
"42",139417688,831709,983130152
"43",138888613,748538,984817137
"44",138941479,673685,086335423
"45",140791275,606316,577701881
"46",139020096,545684,919931693
"47",139012699,491116,427938524
"48",138936551,442004,785144671
"49",139241118,397804,306630204
"50",138959204,358023,875967184
"51",139122641,322221,488370465
"52",139025896,289999,339533419
"53",137972811,260999,405580077
"54",137972811,234899,465022069
"55",137972811,211409,518519862
"56",137972811,190268,566667876
"57",137972811,171241,710001088
"58",137972811,154117,53900098
"59",137972811,138705,785100882
"60",137972811,124835,206590793
"61",137972811,112351,685931714
"62",137972811,101116,517338543
"63",137972811,91004,8656046884
"64",137972811,81904,3790442196
"65",137972811,73713,9411397977
"66",137972811,66342,5470258179
"67",137972811,59708,2923232361
"68",137972811,53737,4630909125
"69",137972811,48363,7167818212
"70",137972811,43527,3451036391
"71",137972811,39174,6105932752
"72",137972811,35257,1495339477
"73",137972811,31731,4345805529
"74",137972811,28558,2911224976
"75",137972811,25702,4620102479
"76",137972811,23132,2158092231
"77",137972811,20818,9942283008
"78",137972811,18737,0948054707
"79",137972811,16863,3853249236
"80",137972811,15177,0467924313
"81",137972811,13659,3421131881
"82",137972811,12293,4079018693
"83",137972811,11064,0671116824
"84",137972811,9957,66040051415
"85",137972811,8961,89436046274
"86",137972811,8065,70492441646
"87",137972811,7259,13443197482
"88",137972811,6533,22098877734
"89",137972811,5879,8988898996
"90",137972811,5291,90900090964
"91",137972811,4762,71810081868
"92",137972811,4286,44629073681
"93",137972811,3857,80166166313
"94",137972811,3472,02149549682
"95",137972811,3124,81934594714
"96",137972811,2812,33741135242
"97",137972811,2531,10367021718
"98",137972811,2277,99330319546
"99",137972811,2050,19397287592
"100",137972811,1845,17457558832
"101",137972811,1660,65711802949
"102",137972811,1494,59140622654
"103",137972811,1345,13226560389
"104",137972811,1210,6190390435
"105",137972811,1089,55713513915
"106",137972811,980,601421625234
