"","bestCostByT","temperatures"
"1",195165787,9e+05
"2",194582965,810000
"3",194264920,729000
"4",194057073,656100
"5",189101869,590490
"6",189101869,531441
"7",189101869,478296,9
"8",189101869,430467,21
"9",189101869,387420,489
"10",189101869,348678,4401
"11",189101869,313810,59609
"12",189441865,282429,536481
"13",189441865,254186,5828329
"14",189441865,228767,92454961
"15",189441865,205891,132094649
"16",189441865,185302,018885184
"17",189441865,166771,816996666
"18",189441865,150094,635296999
"19",189441865,135085,171767299
"20",189441865,121576,654590569
"21",189441865,109418,989131512
"22",189441865,98477,0902183612
