"","bestCostByT","temperatures"
"1",139760596,62521447,95
"2",143625680,56269303,155
"3",138988920,50642372,8395
"4",139506058,45578135,55555
"5",139156065,41020321,999995
"6",139024820,36918289,7999955
"7",139567451,33226460,819996
"8",139967905,29903814,7379964
"9",140094207,26913433,2641967
"10",139004021,24222089,9377771
"11",141535854,21799880,9439994
"12",139152038,19619892,8495994
"13",138948947,17657903,5646395
"14",139600302,15892113,2081755
"15",141669702,14302901,887358
"16",139526548,12872611,6986222
"17",139367919,11585350,52876
"18",140764655,10426815,475884
"19",140011366,9384133,92829557
"20",139314936,8445720,53546601
"21",139028547,7601148,48191941
"22",139108281,6841033,63372747
"23",139250044,6156930,27035472
"24",139115969,5541237,24331925
"25",140764176,4987113,51898733
"26",139064479,4488402,16708859
"27",138997641,4039561,95037973
"28",138967637,3635605,75534176
"29",139529879,3272045,17980758
"30",138981130,2944840,66182683
"31",141222354,2650356,59564414
"32",139113542,2385320,93607973
"33",139004141,2146788,84247176
"34",138953171,1932109,95822458
"35",138946787,1738898,96240212
"36",140825554,1565009,06616191
"37",140075373,1408508,15954572
"38",141067902,1267657,34359115
"39",139069419,1140891,60923203
"40",139661061,1026802,44830883
"41",140003974,924122,203477947
"42",139068992,831709,983130152
"43",138941247,748538,984817137
"44",139061906,673685,086335423
"45",139013187,606316,577701881
"46",138994561,545684,919931693
"47",138969865,491116,427938524
"48",138991853,442004,785144671
"49",138950643,397804,306630204
"50",139126144,358023,875967184
"51",138999825,322221,488370465
"52",138956754,289999,339533419
"53",138984509,260999,405580077
"54",139204346,234899,465022069
"55",138665225,211409,518519862
"56",138665225,190268,566667876
"57",138665225,171241,710001088
"58",138665225,154117,53900098
"59",138665225,138705,785100882
"60",138936870,124835,206590793
"61",139120737,112351,685931714
"62",138959844,101116,517338543
"63",138970439,91004,8656046884
"64",138944378,81904,3790442196
"65",138942679,73713,9411397977
"66",138947462,66342,5470258179
"67",139035167,59708,2923232361
"68",138990235,53737,4630909125
"69",139150425,48363,7167818212
"70",139008003,43527,3451036391
"71",138945888,39174,6105932752
"72",138997293,35257,1495339477
"73",138379013,31731,4345805529
"74",138379013,28558,2911224976
"75",138379013,25702,4620102479
"76",138379013,23132,2158092231
"77",137980588,20818,9942283008
"78",137980588,18737,0948054707
"79",137980588,16863,3853249236
"80",137980588,15177,0467924313
"81",137980588,13659,3421131881
"82",137980588,12293,4079018693
"83",137980588,11064,0671116824
"84",137980588,9957,66040051415
"85",137980588,8961,89436046274
"86",137980588,8065,70492441646
"87",137980588,7259,13443197482
"88",137980588,6533,22098877734
"89",137980588,5879,8988898996
"90",137980588,5291,90900090964
"91",137980588,4762,71810081868
"92",137980588,4286,44629073681
"93",137980588,3857,80166166313
"94",137980588,3472,02149549682
"95",137980588,3124,81934594714
"96",137980588,2812,33741135242
"97",137980588,2531,10367021718
"98",137980588,2277,99330319546
"99",137980588,2050,19397287592
"100",137980588,1845,17457558832
"101",137980588,1660,65711802949
"102",137980588,1494,59140622654
"103",137980588,1345,13226560389
"104",137980588,1210,6190390435
"105",137980588,1089,55713513915
"106",137980588,980,601421625234
"107",137980588,882,541279462711
"108",137980588,794,28715151644
"109",137980588,714,858436364796
"110",137980588,643,372592728316
"111",137980588,579,035333455485
"112",137980588,521,131800109936
"113",137980588,469,018620098943
"114",137980588,422,116758089048
"115",137980588,379,905082280144
"116",137980588,341,914574052129
"117",137980588,307,723116646916
"118",137980588,276,950804982225
"119",137980588,249,255724484002
"120",137980588,224,330152035602
"121",137980588,201,897136832042
"122",137980588,181,707423148838
"123",137980588,163,536680833954
"124",137980588,147,183012750558
"125",137980588,132,464711475503
"126",137980588,119,218240327952
"127",137980588,107,296416295157
"128",137980588,96,5667746656414
"129",137980588,86,9100971990773
"130",137980588,78,2190874791696
"131",137980588,70,3971787312526
"132",137980588,63,3574608581273
"133",137980588,57,0217147723146
"134",137980588,51,3195432950832
"135",137980588,46,1875889655748
"136",137980588,41,5688300690174
"137",137980588,37,4119470621156
"138",137980588,33,6707523559041
"139",137980588,30,3036771203137
"140",137980588,27,2733094082823
"141",137980588,24,5459784674541
"142",137980588,22,0913806207087
"143",137980588,19,8822425586378
"144",137980588,17,894018302774
"145",137980588,16,1046164724966
"146",137980588,14,494154825247
"147",137980588,13,0447393427223
"148",137980588,11,74026540845
"149",137980588,10,566238867605
"150",137980588,9,50961498084453
