"","bestCostByT","temperatures"
"1",149163307,9e+05
"2",149288964,810000
"3",149087625,729000
"4",148745796,656100
"5",148878040,590490
"6",149910890,531441
"7",148712498,478296,9
"8",148747738,430467,21
"9",148352813,387420,489
"10",149081856,348678,4401
"11",148921480,313810,59609
"12",148705533,282429,536481
"13",148712406,254186,5828329
"14",148741702,228767,92454961
"15",148713780,205891,132094649
"16",147888118,185302,018885184
"17",147888118,166771,816996666
"18",147888118,150094,635296999
"19",147888118,135085,171767299
"20",147888118,121576,654590569
"21",147888118,109418,989131512
"22",147888118,98477,0902183612
