"","bestCostByT","temperatures"
"1",138954996,62521447,95
"2",138483658,56269303,155
"3",139233244,50642372,8395
"4",139176724,45578135,55555
"5",139520043,41020321,999995
"6",141098661,36918289,7999955
"7",139419391,33226460,819996
"8",138959936,29903814,7379964
"9",139344723,26913433,2641967
"10",139890809,24222089,9377771
"11",139894895,21799880,9439994
"12",138855705,19619892,8495994
"13",141350819,17657903,5646395
"14",139337957,15892113,2081755
"15",139298025,14302901,887358
"16",143189482,12872611,6986222
"17",138958005,11585350,52876
"18",139257260,10426815,475884
"19",139548196,9384133,92829557
"20",142325103,8445720,53546601
"21",139940041,7601148,48191941
"22",139463653,6841033,63372747
"23",138990689,6156930,27035472
"24",140007315,5541237,24331925
"25",139255972,4987113,51898733
"26",139039877,4488402,16708859
"27",139076652,4039561,95037973
"28",139040727,3635605,75534176
"29",139365546,3272045,17980758
"30",138959447,2944840,66182683
"31",139060313,2650356,59564414
"32",139172906,2385320,93607973
"33",139550055,2146788,84247176
"34",138992870,1932109,95822458
"35",138934570,1738898,96240212
"36",139121753,1565009,06616191
"37",138652493,1408508,15954572
"38",139021428,1267657,34359115
"39",139210985,1140891,60923203
"40",138957773,1026802,44830883
"41",139554303,924122,203477947
"42",139359206,831709,983130152
"43",139924133,748538,984817137
"44",139267254,673685,086335423
"45",138981376,606316,577701881
"46",139056166,545684,919931693
"47",138998284,491116,427938524
"48",138936654,442004,785144671
"49",140071850,397804,306630204
"50",139090358,358023,875967184
"51",138740671,322221,488370465
"52",139068773,289999,339533419
"53",138981371,260999,405580077
"54",138981371,234899,465022069
"55",138953780,211409,518519862
"56",138943503,190268,566667876
"57",138999026,171241,710001088
"58",138915407,154117,53900098
"59",138997676,138705,785100882
"60",138944138,124835,206590793
"61",138944138,112351,685931714
"62",138944138,101116,517338543
"63",138947299,91004,8656046884
"64",138888398,81904,3790442196
"65",138888398,73713,9411397977
"66",138945368,66342,5470258179
"67",138945368,59708,2923232361
"68",138945368,53737,4630909125
"69",138953836,48363,7167818212
"70",138707472,43527,3451036391
"71",138707472,39174,6105932752
"72",138707472,35257,1495339477
"73",138707472,31731,4345805529
"74",138707472,28558,2911224976
"75",138707472,25702,4620102479
"76",138707472,23132,2158092231
"77",138707472,20818,9942283008
"78",138707472,18737,0948054707
"79",138707472,16863,3853249236
"80",138707472,15177,0467924313
"81",138707472,13659,3421131881
"82",138707472,12293,4079018693
"83",138707472,11064,0671116824
"84",138707472,9957,66040051415
"85",138707472,8961,89436046274
"86",138707472,8065,70492441646
"87",138707472,7259,13443197482
"88",138707472,6533,22098877734
"89",138707472,5879,8988898996
"90",138489255,5291,90900090964
"91",138489255,4762,71810081868
"92",138489255,4286,44629073681
"93",138489255,3857,80166166313
"94",138489255,3472,02149549682
"95",138489255,3124,81934594714
"96",138489255,2812,33741135242
"97",138489255,2531,10367021718
"98",138489255,2277,99330319546
"99",138489255,2050,19397287592
"100",138489255,1845,17457558832
"101",138489255,1660,65711802949
"102",138489255,1494,59140622654
"103",138489255,1345,13226560389
"104",138489255,1210,6190390435
"105",138489255,1089,55713513915
"106",138489255,980,601421625234
"107",138489255,882,541279462711
"108",138489255,794,28715151644
"109",138489255,714,858436364796
"110",138489255,643,372592728316
"111",138310100,579,035333455485
"112",138310100,521,131800109936
"113",138310100,469,018620098943
"114",138310100,422,116758089048
"115",138310100,379,905082280144
"116",138310100,341,914574052129
"117",138310100,307,723116646916
"118",138310100,276,950804982225
"119",138310100,249,255724484002
"120",138310100,224,330152035602
"121",138310100,201,897136832042
"122",138310100,181,707423148838
"123",138310100,163,536680833954
"124",138310100,147,183012750558
"125",138310100,132,464711475503
"126",138310100,119,218240327952
"127",138310100,107,296416295157
"128",138310100,96,5667746656414
"129",138310100,86,9100971990773
"130",138310100,78,2190874791696
"131",138310100,70,3971787312526
"132",138310100,63,3574608581273
"133",138310100,57,0217147723146
"134",138310100,51,3195432950832
"135",138310100,46,1875889655748
"136",138310100,41,5688300690174
"137",138310100,37,4119470621156
"138",138310100,33,6707523559041
"139",138310100,30,3036771203137
"140",138310100,27,2733094082823
"141",138310100,24,5459784674541
"142",138310100,22,0913806207087
"143",138310100,19,8822425586378
"144",138310100,17,894018302774
"145",138310100,16,1046164724966
"146",138310100,14,494154825247
"147",138310100,13,0447393427223
"148",138310100,11,74026540845
"149",138310100,10,566238867605
"150",138310100,9,50961498084453
