"","bestCostByT","temperatures"
"1",149041492,950000
"2",149066747,902500
"3",148836041,857375
"4",148705057,814506,25
"5",148774457,773780,9375
"6",148832118,735091,890625
"7",149005519,698337,29609375
"8",147633628,663420,431289062
"9",149528076,630249,409724609
"10",148670244,598736,939238379
"11",148823864,568800,09227646
"12",148812333,540360,087662637
"13",148686330,513342,083279505
"14",147736919,487674,97911553
"15",148632866,463291,230159753
"16",147048032,440126,668651765
"17",148786152,418120,335219177
"18",148470050,397214,318458218
"19",148818035,377353,602535307
"20",148682792,358485,922408542
"21",148722401,340561,626288115
"22",146987998,323533,544973709
"23",146987998,307356,867725024
"24",146987998,291989,024338772
"25",146987998,277389,573121834
"26",146987998,263520,094465742
"27",146987998,250344,089742455
"28",146987998,237826,885255332
"29",146987998,225935,540992566
"30",146987998,214638,763942937
"31",146987998,203906,82574579
"32",146987998,193711,484458501
"33",146987998,184025,910235576
"34",146987998,174824,614723797
"35",146987998,166083,383987607
"36",146987998,157779,214788227
"37",146987998,149890,254048815
"38",146987998,142395,741346375
"39",146987998,135275,954279056
"40",146987998,128512,156565103
"41",146987998,122086,548736848
"42",146987998,115982,221300006
"43",146987998,110183,110235005
"44",146987998,104673,954723255
"45",146987998,99440,2569870922
