"","costs","x"
"1",2572055650,1
"2",2572055650,2
"3",2672681767,3
"4",2648995765,4
"5",2572055650,5
"6",2572055650,6
"7",2647121506,7
"8",2609488935,8
"9",2572055650,9
"10",2572055650,10
"11",2645221728,11
"12",2834565499,12
"13",2572055650,13
"14",2572055650,14
"15",2594350525,15
"16",2686879540,16
"17",2572055650,17
"18",2553994993,18
"19",2572055650,19
"20",2847064703,20
"21",2572055650,21
"22",2599658420,22
"23",2572055650,23
"24",3126430844,24
"25",2531610892,25
"26",2698070750,26
"27",2572055650,27
"28",2572055650,28
"29",2572055650,29
"30",2644724456,30
"31",2572055650,31
"32",2572440181,32
"33",2572055650,33
"34",2566449535,34
"35",2572055650,35
"36",2770188911,36
"37",2692756075,37
"38",2689275930,38
"39",2508270866,39
"40",2572055650,40
"41",2637631056,41
"42",2734052055,42
"43",2605595063,43
"44",2631846137,44
"45",2572275008,45
"46",2613792466,46
"47",2028258119,47
"48",2572055650,48
"49",2572055650,49
"50",2572055650,50
"51",2601058450,51
"52",2572055650,52
"53",2572055650,53
"54",2595442057,54
"55",2573614907,55
"56",2566023080,56
"57",2585507531,57
"58",2587923289,58
"59",2572055650,59
"60",2572055650,60
"61",2597066305,61
"62",2309787084,62
"63",2572055650,63
"64",2573194046,64
"65",2579510668,65
"66",2572055650,66
"67",2572055650,67
"68",2408495370,68
"69",2572055650,69
"70",2525389811,70
"71",2785262583,71
"72",2572055650,72
"73",2572055650,73
"74",2573127266,74
"75",2644698018,75
"76",2572055650,76
"77",2587275724,77
"78",2657695761,78
"79",2572055650,79
"80",2572055650,80
"81",2572055650,81
"82",2723157513,82
"83",2604697583,83
"84",2572055650,84
"85",2781530523,85
"86",2572055650,86
"87",2572055650,87
"88",2572055650,88
"89",2956504287,89
"90",2572055650,90
"91",2572055650,91
"92",2649086985,92
"93",2572055650,93
"94",2572055650,94
"95",2572055650,95
"96",2595893163,96
"97",2649603665,97
"98",2649603665,98
"99",2573120438,99
"100",2572055650,100
"101",2820536201,101
"102",2572055650,102
"103",2572055650,103
"104",2579788251,104
"105",2572083407,105
"106",2572055650,106
"107",2707040004,107
"108",2572055650,108
"109",2747055126,109
"110",2572055650,110
"111",2572055650,111
