"","bestCostByT","temperatures"
"1",149035659,990000
"2",148743157,980100
"3",149126955,970299
"4",146881959,960596,01
"5",148738817,950990,0499
"6",148836816,941480,149401
"7",149033072,932065,34790699
"8",148934572,922744,69442792
"9",148676722,913517,247483641
"10",148867593,904382,075008804
"11",148695944,895338,254258716
"12",148718655,886384,871716129
"13",148752761,877521,022998968
"14",148677315,868745,812768978
"15",149632375,860058,354641288
"16",148665600,851457,771094875
"17",148719758,842943,193383927
"18",148834881,834513,761450087
"19",148732991,826168,623835587
"20",148683542,817906,937597231
"21",149367680,809727,868221259
"22",148680890,801630,589539046
"23",149929797,793614,283643655
"24",149557783,785678,140807219
"25",149322235,777821,359399147
"26",149300378,770043,145805155
"27",148954449,762342,714347104
"28",148852269,754719,287203633
"29",149153292,747172,094331596
"30",148855610,739700,37338828
"31",150138445,732303,369654397
"32",148200803,724980,335957853
"33",149547566,717730,532598275
"34",148572213,710553,227272292
"35",148852009,703447,694999569
"36",148777089,696413,218049573
"37",148434667,689449,085869078
"38",148681369,682554,595010387
"39",148858058,675729,049060283
"40",148815177,668971,75856968
"41",148677228,662282,040983983
"42",148825500,655659,220574143
"43",148714570,649102,628368402
"44",148733030,642611,602084718
"45",148727431,636185,486063871
"46",148733561,629823,631203232
"47",148755369,623525,3948912
"48",147521376,617290,140942288
"49",149105998,611117,239532865
"50",148688130,605006,067137536
"51",149313850,598956,006466161
"52",148703192,592966,446401499
"53",148971665,587036,781937484
"54",148676722,581166,414118109
"55",148815841,575354,749976928
"56",149507959,569601,202477159
"57",148759413,563905,190452387
"58",148781824,558266,138547863
"59",149260234,552683,477162385
"60",149167658,547156,642390761
"61",148691284,541685,075966853
"62",148745906,536268,225207185
"63",151376248,530905,542955113
"64",147575609,525596,487525562
"65",148746364,520340,522650306
"66",148318153,515137,117423803
"67",148711761,509985,746249565
"68",148731120,504885,888787069
"69",148780924,499837,029899199
"70",148946424,494838,659600207
"71",148835289,489890,273004205
"72",148717072,484991,370274163
"73",149134232,480141,456571421
"74",149060730,475340,042005707
"75",148678554,470586,64158565
"76",148706623,465880,775169793
"77",147765711,461221,967418095
"78",147765711,456609,747743914
"79",148688336,452043,650266475
"80",148733711,447523,21376381
"81",148697883,443047,981626172
"82",148695729,438617,501809911
"83",148705835,434231,326791811
"84",148758631,429889,013523893
"85",148780309,425590,123388654
"86",148729729,421334,222154768
"87",148981293,417120,87993322
"88",148676795,412949,671133888
"89",148866533,408820,174422549
"90",148925945,404731,972678324
"91",149522189,400684,65295154
"92",148726719,396677,806422025
"93",148751634,392711,028357805
"94",148884577,388783,918074227
"95",149232017,384896,078893484
"96",148789983,381047,118104549
"97",148617073,377236,646923504
"98",148634967,373464,280454269
"99",147445335,369729,637649726
"100",147445335,366032,341273229
"101",147445335,362372,017860497
"102",147445335,358748,297681892
"103",147445335,355160,814705073
"104",146794393,351609,206558022
"105",146794393,348093,114492442
"106",146794393,344612,183347517
"107",146794393,341166,061514042
"108",146794393,337754,400898902
"109",146794393,334376,856889913
"110",146794393,331033,088321014
"111",146794393,327722,757437804
"112",146794393,324445,529863426
"113",146794393,321201,074564791
"114",146466412,317989,063819143
"115",146466412,314809,173180952
"116",146466412,311661,081449142
"117",146466412,308544,470634651
"118",146466412,305459,025928305
"119",146466412,302404,435669022
"120",146466412,299380,391312331
"121",146466412,296386,587399208
"122",146466412,293422,721525216
"123",146466412,290488,494309964
"124",146466412,287583,609366864
"125",146466412,284707,773273195
"126",146466412,281860,695540463
"127",146466412,279042,088585059
"128",146466412,276251,667699208
"129",146466412,273489,151022216
"130",146466412,270754,259511994
"131",146466412,268046,716916874
"132",146466412,265366,249747705
"133",146466412,262712,587250228
"134",146466412,260085,461377726
"135",146466412,257484,606763949
"136",146466412,254909,760696309
"137",146466412,252360,663089346
"138",146466412,249837,056458453
"139",146466412,247338,685893868
"140",146466412,244865,299034929
"141",146466412,242416,64604458
"142",146466412,239992,479584134
"143",146466412,237592,554788293
"144",146466412,235216,62924041
"145",146466412,232864,462948006
"146",146466412,230535,818318526
"147",146466412,228230,460135341
"148",146466412,225948,155533987
"149",146466412,223688,673978647
"150",146466412,221451,787238861
