"","bestCostByT","temperatures"
"1",139094438,68773592,745
"2",139119030,68085856,81755
"3",138968007,67404998,2493745
"4",139291700,66730948,2668808
"5",143384859,66063638,784212
"6",138950626,65403002,3963698
"7",139083248,64748972,3724061
"8",141894917,64101482,6486821
"9",139007217,63460467,8221953
"10",138970427,62825863,1439733
"11",139039177,62197604,5125336
"12",139137657,61575628,4674082
"13",138870876,60959872,1827342
"14",139622642,60350273,4609068
"15",140845948,59746770,7262977
"16",139197459,59149303,0190348
"17",139487110,58557809,9888444
"18",139183920,57972231,888956
"19",139596536,57392509,5700664
"20",139725927,56818584,4743657
"21",139934092,56250398,6296221
"22",138980745,55687894,6433259
"23",141720248,55131015,6968926
"24",143396205,54579705,5399237
"25",139269837,54033908,4845244
"26",139953447,53493569,3996792
"27",143279597,52958633,7056824
"28",139115896,52429047,3686256
"29",139062910,51904756,8949393
"30",139115357,51385709,3259899
"31",138946087,50871852,23273
"32",139115969,50363133,7104027
"33",139422867,49859502,3732987
"34",138955671,49360907,3495657
"35",139062290,48867298,27607
"36",139571482,48378625,2933093
"37",139218496,47894839,0403763
"38",139013063,47415890,6499725
"39",139174910,46941731,7434728
"40",138988658,46472314,426038
"41",139266433,46007591,2817777
"42",139220772,45547515,3689599
"43",140256740,45092040,2152703
"44",140129422,44641119,8131176
"45",138860904,44194708,6149864
"46",139863751,43752761,5288365
"47",139200377,43315233,9135482
"48",138976725,42882081,5744127
"49",139207821,42453260,7586686
"50",139006160,42028728,1510819
"51",139584612,41608440,869571
"52",139425359,41192356,4608753
"53",138952409,40780432,8962666
"54",139175182,40372628,5673039
"55",138956967,39968902,2816309
"56",139122837,39569213,2588146
"57",142479330,39173521,1262264
"58",139586680,38781785,9149642
"59",139621266,38393968,0558145
"60",140046206,38010028,3752564
"61",138962507,37629928,0915038
"62",139169500,37253628,8105888
"63",139127231,36881092,5224829
"64",139252270,36512281,5972581
"65",139946001,36147158,7812855
"66",139111111,35785687,1934726
"67",139492748,35427830,3215379
"68",142008533,35073552,0183225
"69",139167867,34722816,4981393
"70",138956684,34375588,3331579
"71",139023019,34031832,4498263
"72",139355169,33691514,125328
"73",139260282,33354598,9840748
"74",143344007,33021052,994234
"75",141870739,32690842,4642917
"76",139105910,32363934,0396488
"77",139662136,32040294,6992523
"78",138631833,31719891,7522597
"79",142081411,31402692,8347371
"80",139731142,31088665,9063898
"81",139397271,30777779,2473259
"82",139213690,30470001,4548526
"83",139005743,30165301,4403041
"84",139112191,29863648,425901
"85",139340284,29565011,941642
"86",139411439,29269361,8222256
"87",141169181,28976668,2040034
"88",139413985,28686901,5219633
"89",138991169,28400032,5067437
"90",139035085,28116032,1816763
"91",138942500,27834871,8598595
"92",140271533,27556523,1412609
"93",139128511,27280957,9098483
"94",139079129,27008148,3307498
"95",139722938,26738066,8474423
"96",141764423,26470686,1789679
"97",139069272,26205979,3171782
"98",139243910,25943919,5240064
"99",138943076,25684480,3287664
"100",139450466,25427635,5254787
"101",140201495,25173359,1702239
"102",139586424,24921625,5785217
"103",139573457,24672409,3227365
"104",139777570,24425685,2295091
"105",139297823,24181428,377214
"106",138782254,23939614,0934419
"107",138997726,23700217,9525074
"108",139026853,23463215,7729824
"109",139195505,23228583,6152525
"110",144106764,22996297,7791
"111",138964309,22766334,801309
"112",139351839,22538671,4532959
"113",139060053,22313284,738763
"114",139560674,22090151,8913753
"115",139568420,21869250,3724616
"116",142950011,21650557,868737
"117",141463712,21434052,2900496
"118",139638079,21219711,7671491
"119",139536056,21007514,6494776
"120",139822302,20797439,5029828
"121",139341816,20589465,107953
"122",145296653,20383570,4568735
"123",139271101,20179734,7523047
"124",139211774,19977937,4047817
"125",139723496,19778158,0307339
"126",139685960,19580376,4504265
"127",139034438,19384572,6859223
"128",140810614,19190726,959063
"129",139964602,18998819,6894724
"130",140062684,18808831,4925777
"131",138945032,18620743,1776519
"132",139335376,18434535,7458754
"133",139475674,18250190,3884166
"134",139482760,18067688,4845325
"135",139052599,17887011,5996872
"136",138971215,17708141,4836903
"137",139532818,17531060,0688534
"138",139356294,17355749,4681648
"139",139037358,17182191,9734832
"140",139629744,17010370,0537484
"141",139279183,16840266,3532109
"142",140843795,16671863,6896788
"143",140487190,16505145,052782
"144",138923679,16340093,6022542
"145",139183595,16176692,6662316
"146",140638326,16014925,7395693
"147",140163970,15854776,4821736
"148",139344714,15696228,7173519
"149",142653244,15539266,4301784
"150",138941983,15383873,7658766
"151",140407149,15230035,0282178
"152",139223357,15077734,6779356
"153",138964125,14926957,3311563
"154",138991541,14777687,7578447
"155",139582335,14629910,8802663
"156",138947638,14483611,7714636
"157",139269539,14338775,653749
"158",138968786,14195387,8972115
"159",139026435,14053434,0182394
"160",138973841,13912899,678057
"161",138947297,13773770,6812764
"162",139108421,13636032,9744636
"163",139355249,13499672,644719
"164",139111012,13364675,9182718
"165",139204369,13231029,1590891
"166",139465277,13098718,8674982
"167",140879899,12967731,6788232
"168",140195693,12838054,362035
"169",141071837,12709673,8184146
"170",139062915,12582577,0802305
"171",139287477,12456751,3094282
"172",139001815,12332183,7963339
"173",139680623,12208861,9583706
"174",139191253,12086773,3387869
"175",139042357,11965905,605399
"176",140994682,11846246,549345
"177",139857266,11727784,0838515
"178",139235054,11610506,243013
"179",139681477,11494401,1805829
"180",142379973,11379457,1687771
"181",141143910,11265662,5970893
"182",141175304,11153005,9711184
"183",139287718,11041475,9114072
"184",141188078,10931061,1522931
"185",146040959,10821750,5407702
"186",140221378,10713533,0353625
"187",139128738,10606397,7050089
"188",140458037,10500333,7279588
"189",139217840,10395330,3906792
"190",138971121,10291377,0867724
"191",139008143,10188463,3159047
"192",140235222,10086578,6827457
"193",138941983,9985712,89591819
"194",138963524,9885855,76695901
"195",138990370,9786997,20928942
"196",139630702,9689127,23719653
"197",140540164,9592235,96482456
"198",139055092,9496313,60517632
"199",139012379,9401350,46912455
"200",139153631,9307336,96443331
"201",138348241,9214263,59478898
"202",139306058,9122120,95884109
"203",139817705,9030899,74925268
"204",139093003,8940590,75176015
"205",139065573,8851184,84424255
"206",139005599,8762672,99580012
"207",138711157,8675046,26584212
"208",139619852,8588295,8031837
"209",139444193,8502412,84515186
"210",138938342,8417388,71670034
"211",138978465,8333214,82953334
"212",139043920,8249882,681238
"213",139566471,8167383,85442562
