"","bestCostByT","temperatures"
"1",139189226,65994861,725
"2",144197871,62695118,63875
"3",141215730,59560362,7068125
"4",141652486,56582344,5714719
"5",139839064,53753227,3428983
"6",139063331,51065565,9757534
"7",140325831,48512287,6769657
"8",140539861,46086673,2931174
"9",140610380,43782339,6284615
"10",138991087,41593222,6470384
"11",142152309,39513561,5146865
"12",138966245,37537883,4389522
"13",139038564,35660989,2670046
"14",139299028,33877939,8036544
"15",139674794,32184042,8134716
"16",140244508,30574840,672798
"17",141051984,29046098,6391581
"18",139241327,27593793,7072002
"19",139039342,26214104,0218402
"20",139077669,24903398,8207482
"21",139436631,23658228,8797108
"22",139694896,22475317,4357253
"23",138971336,21351551,563939
"24",139308419,20283973,985742
"25",139647027,19269775,2864549
"26",139159848,18306286,5221322
"27",140564571,17390972,1960256
"28",141458958,16521423,5862243
"29",139133888,15695352,4069131
"30",139893056,14910584,7865674
"31",142302264,14165055,5472391
"32",139631521,13456802,7698771
"33",139244910,12783962,6313832
"34",138974508,12144764,4998141
"35",139858251,11537526,2748234
"36",147039203,10960649,9610822
"37",138948911,10412617,4630281
"38",141210442,9891986,58987669
"39",139775564,9397387,26038286
"40",138897700,8927517,89736371
"41",138989501,8481142,00249553
"42",139208569,8057084,90237075
"43",140057191,7654230,65725221
"44",140968595,7271519,1243896
"45",138996060,6907943,16817012
"46",140268531,6562546,00976162
"47",139013169,6234418,70927353
"48",139220814,5922697,77380986
"49",138935975,5626562,88511936
"50",139224564,5345234,7408634
"51",138915407,5077973,00382023
"52",154748226,4824074,35362921
"53",138960297,4582870,63594775
"54",139716993,4353727,10415037
"55",139157735,4136040,74894285
"56",139011419,3929238,7114957
"57",139476314,3732776,77592092
"58",139170145,3546137,93712487
"59",140067651,3368831,04026863
"60",139036711,3200389,4882552
"61",139283466,3040370,01384244
"62",139584841,2888351,51315031
"63",139585207,2743933,9374928
"64",139149493,2606737,24061816
"65",139046991,2476400,37858725
"66",139081072,2352580,35965789
"67",140052174,2234951,34167499
"68",138816889,2123203,77459124
"69",139063665,2017043,58586168
"70",138966555,1916191,4065686
"71",139060712,1820381,83624017
"72",138970219,1729362,74442816
"73",140917917,1642894,60720675
"74",139229043,1560749,87684641
"75",138998067,1482712,38300409
"76",139757908,1408576,76385389
"77",139191651,1338147,92566119
"78",139773337,1271240,52937813
"79",139000386,1207678,50290923
"80",139257568,1147294,57776377
"81",140280106,1089929,84887558
"82",139080539,1035433,3564318
"83",139420457,983661,688610208
"84",139416299,934478,604179698
"85",138961127,887754,673970713
"86",139601985,843366,940272177
"87",140207477,801198,593258568
"88",138991765,761138,66359564
"89",138836178,723081,730415858
"90",139132581,686927,643895065
"91",139102187,652581,261700312
"92",138977148,619952,198615296
"93",139361956,588954,588684531
"94",138574447,559506,859250305
"95",138574447,531531,516287789
"96",138925979,504954,9404734
"97",139111192,479707,19344973
"98",139173231,455721,833777243
"99",138982779,432935,742088381
"100",139005924,411288,954983962
"101",138965589,390724,507234764
"102",139196441,371188,281873026
"103",138913719,352628,867779374
"104",139248795,334997,424390406
"105",139090386,318247,553170885
"106",139009309,302335,175512341
"107",138319521,287218,416736724
"108",138319521,272857,495899888
"109",138948992,259214,621104893
"110",138948992,246253,890049649
"111",139054639,233941,195547166
"112",138835964,222244,135769808
"113",138970101,211131,928981318
"114",138936551,200575,332532252
"115",138952471,190546,565905639
"116",139306272,181019,237610357
"117",138931265,171968,275729839
"118",138796347,163369,861943347
"119",138796347,155201,36884618
"120",138811079,147441,300403871
"121",138959075,140069,235383677
"122",138946128,133065,773614493
"123",139000196,126412,484933769
"124",139005386,120091,86068708
"125",139017895,114087,267652726
"126",138936551,108382,90427009
"127",138936551,102963,759056585
"128",138602011,97815,5711037562
"129",138602011,92924,7925485684
"130",138602011,88278,55292114
"131",138602011,83864,625275083
"132",138602011,79671,3940113288
"133",138602011,75687,8243107624
"134",138602011,71903,4330952242
"135",138602011,68308,261440463
"136",138602011,64892,8483684399
"137",138602011,61648,2059500179
"138",138602011,58565,795652517
"139",138602011,55637,5058698911
"140",138602011,52855,6305763966
"141",138602011,50212,8490475767
"142",138602011,47702,2065951979
"143",138602011,45317,096265438
"144",138602011,43051,2414521661
"145",138602011,40898,6793795578
"146",138602011,38853,7454105799
"147",138602011,36911,0581400509
"148",138602011,35065,5052330484
"149",138602011,33312,2299713959
