"","bestCostByT","temperatures"
"1",194069113,9e+05
"2",193996108,810000
"3",194187448,729000
"4",194934735,656100
"5",194114148,590490
"6",193271839,531441
"7",193271839,478296,9
"8",193201016,430467,21
"9",192431563,387420,489
"10",192298360,348678,4401
"11",192298360,313810,59609
"12",192298360,282429,536481
"13",192298360,254186,5828329
"14",192298360,228767,92454961
"15",192298360,205891,132094649
"16",192298360,185302,018885184
"17",192298360,166771,816996666
"18",192298360,150094,635296999
"19",189617134,135085,171767299
"20",189617134,121576,654590569
"21",189617134,109418,989131512
"22",189617134,98477,0902183612
