"","bestCostByT","temperatures"
"1",196612894,950000
"2",196978288,902500
"3",196863110,857375
"4",196617579,814506,25
"5",197211186,773780,9375
"6",196628390,735091,890625
"7",196994806,698337,29609375
"8",196620960,663420,431289062
"9",196603426,630249,409724609
"10",196967828,598736,939238379
"11",196633412,568800,09227646
"12",197088960,540360,087662637
"13",196719890,513342,083279505
"14",196887617,487674,97911553
"15",196545913,463291,230159753
"16",196765440,440126,668651765
"17",196609696,418120,335219177
"18",196705720,397214,318458218
"19",196705904,377353,602535307
"20",196624858,358485,922408542
"21",197094044,340561,626288115
"22",196740584,323533,544973709
"23",196733364,307356,867725024
"24",196596385,291989,024338772
"25",196540923,277389,573121834
"26",196872304,263520,094465742
"27",196898001,250344,089742455
"28",196588020,237826,885255332
"29",197119729,225935,540992566
"30",196629967,214638,763942937
"31",196668426,203906,82574579
"32",196786345,193711,484458501
"33",196612250,184025,910235576
"34",196647245,174824,614723797
"35",196803432,166083,383987607
"36",196611899,157779,214788227
"37",196299723,149890,254048815
"38",196308509,142395,741346375
"39",196920395,135275,954279056
"40",196366817,128512,156565103
"41",196366817,122086,548736848
"42",196366817,115982,221300006
"43",196634063,110183,110235005
"44",196474169,104673,954723255
"45",196474169,99440,2569870922
