"","bestCostByT","temperatures"
"1",139618065,62521447,95
"2",140264437,56269303,155
"3",140882828,50642372,8395
"4",139317721,45578135,55555
"5",138505745,41020321,999995
"6",139108162,36918289,7999955
"7",139319502,33226460,819996
"8",138948911,29903814,7379964
"9",138996472,26913433,2641967
"10",138947123,24222089,9377771
"11",139141587,21799880,9439994
"12",138950786,19619892,8495994
"13",139044037,17657903,5646395
"14",139003156,15892113,2081755
"15",139591059,14302901,887358
"16",139199429,12872611,6986222
"17",139451933,11585350,52876
"18",140942540,10426815,475884
"19",139138543,9384133,92829557
"20",139140825,8445720,53546601
"21",139246920,7601148,48191941
"22",140243561,6841033,63372747
"23",139128914,6156930,27035472
"24",139145807,5541237,24331925
"25",140198650,4987113,51898733
"26",139109387,4488402,16708859
"27",139240608,4039561,95037973
"28",139630923,3635605,75534176
"29",138946549,3272045,17980758
"30",139052163,2944840,66182683
"31",139153837,2650356,59564414
"32",139088607,2385320,93607973
"33",138557983,2146788,84247176
"34",138319338,1932109,95822458
"35",139065015,1738898,96240212
"36",138920771,1565009,06616191
"37",140082728,1408508,15954572
"38",139165872,1267657,34359115
"39",139201823,1140891,60923203
"40",139128328,1026802,44830883
"41",139325514,924122,203477947
"42",138952491,831709,983130152
"43",140162818,748538,984817137
"44",139181759,673685,086335423
"45",139084694,606316,577701881
"46",138938541,545684,919931693
"47",139114570,491116,427938524
"48",139041174,442004,785144671
"49",138953849,397804,306630204
"50",139035782,358023,875967184
"51",138478356,322221,488370465
"52",139232557,289999,339533419
"53",139240295,260999,405580077
"54",139041135,234899,465022069
"55",138932813,211409,518519862
"56",139032359,190268,566667876
"57",138047183,171241,710001088
"58",138047183,154117,53900098
"59",138047183,138705,785100882
"60",138047183,124835,206590793
"61",138047183,112351,685931714
"62",138047183,101116,517338543
"63",138047183,91004,8656046884
"64",138047183,81904,3790442196
"65",138047183,73713,9411397977
"66",138047183,66342,5470258179
"67",138047183,59708,2923232361
"68",138047183,53737,4630909125
"69",138047183,48363,7167818212
"70",138047183,43527,3451036391
"71",138041791,39174,6105932752
"72",138041791,35257,1495339477
"73",138041791,31731,4345805529
"74",138041791,28558,2911224976
"75",138041791,25702,4620102479
"76",138041791,23132,2158092231
"77",138041791,20818,9942283008
"78",138041791,18737,0948054707
"79",138041791,16863,3853249236
"80",138041791,15177,0467924313
"81",138041791,13659,3421131881
"82",138041791,12293,4079018693
"83",138041791,11064,0671116824
"84",138041791,9957,66040051415
"85",138041791,8961,89436046274
"86",138041791,8065,70492441646
"87",138041791,7259,13443197482
"88",138041791,6533,22098877734
"89",138041791,5879,8988898996
"90",138041791,5291,90900090964
"91",138041791,4762,71810081868
"92",138041791,4286,44629073681
"93",138041791,3857,80166166313
"94",138041791,3472,02149549682
"95",138041791,3124,81934594714
"96",138041791,2812,33741135242
"97",138041791,2531,10367021718
"98",138041791,2277,99330319546
"99",138041791,2050,19397287592
"100",138041791,1845,17457558832
"101",138041791,1660,65711802949
"102",138041791,1494,59140622654
"103",138041791,1345,13226560389
"104",138041791,1210,6190390435
"105",138041791,1089,55713513915
"106",138041791,980,601421625234
"107",138041791,882,541279462711
"108",138041791,794,28715151644
"109",138041791,714,858436364796
"110",138041791,643,372592728316
"111",138041791,579,035333455485
"112",138041791,521,131800109936
"113",138041791,469,018620098943
"114",138041791,422,116758089048
"115",138041791,379,905082280144
"116",138041791,341,914574052129
"117",138041791,307,723116646916
"118",138041791,276,950804982225
"119",138041791,249,255724484002
"120",138041791,224,330152035602
"121",138041791,201,897136832042
"122",138041791,181,707423148838
"123",138041791,163,536680833954
"124",138041791,147,183012750558
"125",138041791,132,464711475503
"126",138041791,119,218240327952
"127",138041791,107,296416295157
"128",138041791,96,5667746656414
"129",138041791,86,9100971990773
"130",138041791,78,2190874791696
"131",138041791,70,3971787312526
"132",138041791,63,3574608581273
"133",138041791,57,0217147723146
"134",138041791,51,3195432950832
"135",138041791,46,1875889655748
"136",138041791,41,5688300690174
"137",138041791,37,4119470621156
"138",138041791,33,6707523559041
"139",138041791,30,3036771203137
"140",138041791,27,2733094082823
"141",138041791,24,5459784674541
"142",138041791,22,0913806207087
"143",138041791,19,8822425586378
"144",138041791,17,894018302774
"145",138041791,16,1046164724966
"146",138041791,14,494154825247
"147",138041791,13,0447393427223
"148",138041791,11,74026540845
"149",138041791,10,566238867605
"150",138041791,9,50961498084453
