"","bestCostByT","temperatures"
"1",140192401,62521447,95
"2",139826220,56269303,155
"3",140014720,50642372,8395
"4",139511662,45578135,55555
"5",139877578,41020321,999995
"6",139224553,36918289,7999955
"7",140157416,33226460,819996
"8",138936551,29903814,7379964
"9",138940565,26913433,2641967
"10",138966724,24222089,9377771
"11",139367779,21799880,9439994
"12",138831669,19619892,8495994
"13",140042765,17657903,5646395
"14",139083242,15892113,2081755
"15",139463172,14302901,887358
"16",138968277,12872611,6986222
"17",139400910,11585350,52876
"18",142005499,10426815,475884
"19",139000983,9384133,92829557
"20",138975739,8445720,53546601
"21",141163437,7601148,48191941
"22",138974230,6841033,63372747
"23",139073276,6156930,27035472
"24",139504958,5541237,24331925
"25",139945369,4987113,51898733
"26",139262962,4488402,16708859
"27",139467315,4039561,95037973
"28",139681942,3635605,75534176
"29",139007772,3272045,17980758
"30",138941453,2944840,66182683
"31",138940891,2650356,59564414
"32",139401724,2385320,93607973
"33",138978929,2146788,84247176
"34",138936183,1932109,95822458
"35",139372724,1738898,96240212
"36",139403564,1565009,06616191
"37",139323872,1408508,15954572
"38",140023042,1267657,34359115
"39",139452182,1140891,60923203
"40",138707120,1026802,44830883
"41",139762869,924122,203477947
"42",139320889,831709,983130152
"43",139130007,748538,984817137
"44",139032988,673685,086335423
"45",139125318,606316,577701881
"46",139050825,545684,919931693
"47",138995389,491116,427938524
"48",139448500,442004,785144671
"49",139022135,397804,306630204
"50",138939602,358023,875967184
"51",138449867,322221,488370465
"52",138449867,289999,339533419
"53",139167651,260999,405580077
"54",139297425,234899,465022069
"55",139053162,211409,518519862
"56",138813353,190268,566667876
"57",139143246,171241,710001088
"58",138991226,154117,53900098
"59",138930933,138705,785100882
"60",138966887,124835,206590793
"61",138962507,112351,685931714
"62",138967320,101116,517338543
"63",138433183,91004,8656046884
"64",138433183,81904,3790442196
"65",138433183,73713,9411397977
"66",138433183,66342,5470258179
"67",138433183,59708,2923232361
"68",138433183,53737,4630909125
"69",138433183,48363,7167818212
"70",138433183,43527,3451036391
"71",138433183,39174,6105932752
"72",138433183,35257,1495339477
"73",138433183,31731,4345805529
"74",138433183,28558,2911224976
"75",138433183,25702,4620102479
"76",138433183,23132,2158092231
"77",138433183,20818,9942283008
"78",138433183,18737,0948054707
"79",138433183,16863,3853249236
"80",138433183,15177,0467924313
"81",138433183,13659,3421131881
"82",138433183,12293,4079018693
"83",138433183,11064,0671116824
"84",138433183,9957,66040051415
"85",138433183,8961,89436046274
"86",138433183,8065,70492441646
"87",138433183,7259,13443197482
"88",138433183,6533,22098877734
"89",138433183,5879,8988898996
"90",138433183,5291,90900090964
"91",138433183,4762,71810081868
"92",138433183,4286,44629073681
"93",138262934,3857,80166166313
"94",138262934,3472,02149549682
"95",138262934,3124,81934594714
"96",138262934,2812,33741135242
"97",138262934,2531,10367021718
"98",138262934,2277,99330319546
"99",138262934,2050,19397287592
"100",138262934,1845,17457558832
"101",138262934,1660,65711802949
"102",138262934,1494,59140622654
"103",138262934,1345,13226560389
"104",138262934,1210,6190390435
"105",138262934,1089,55713513915
"106",138262934,980,601421625234
"107",138262934,882,541279462711
"108",138262934,794,28715151644
"109",138262934,714,858436364796
"110",138262934,643,372592728316
"111",138262934,579,035333455485
"112",138262934,521,131800109936
"113",138262934,469,018620098943
"114",138262934,422,116758089048
"115",138262934,379,905082280144
"116",138262934,341,914574052129
"117",138262934,307,723116646916
"118",138262934,276,950804982225
"119",138262934,249,255724484002
"120",138262934,224,330152035602
"121",138262934,201,897136832042
"122",138262934,181,707423148838
"123",138262934,163,536680833954
"124",138262934,147,183012750558
"125",138262934,132,464711475503
"126",138262934,119,218240327952
"127",138262934,107,296416295157
"128",138262934,96,5667746656414
"129",138262934,86,9100971990773
"130",138262934,78,2190874791696
"131",138262934,70,3971787312526
"132",138262934,63,3574608581273
"133",138262934,57,0217147723146
"134",138260767,51,3195432950832
"135",138260767,46,1875889655748
"136",138260767,41,5688300690174
"137",138260767,37,4119470621156
"138",138260767,33,6707523559041
"139",138260767,30,3036771203137
"140",138260767,27,2733094082823
"141",138260767,24,5459784674541
"142",138260767,22,0913806207087
"143",138260767,19,8822425586378
"144",138260767,17,894018302774
"145",138260767,16,1046164724966
"146",138260767,14,494154825247
"147",138260767,13,0447393427223
"148",138260767,11,74026540845
"149",138260767,10,566238867605
"150",138260767,9,50961498084453
