"","bestCostByT","temperatures"
"1",196626896,9e+05
"2",198334244,810000
"3",196673515,729000
"4",196455124,656100
"5",196513601,590490
"6",196590701,531441
"7",196622644,478296,9
"8",196733505,430467,21
"9",196495351,387420,489
"10",196213606,348678,4401
"11",196213606,313810,59609
"12",196420723,282429,536481
"13",196805938,254186,5828329
"14",196609950,228767,92454961
"15",196494998,205891,132094649
"16",196609517,185302,018885184
"17",196593580,166771,816996666
"18",196254222,150094,635296999
"19",196592874,135085,171767299
"20",196469512,121576,654590569
"21",196770925,109418,989131512
"22",196634930,98477,0902183612
