"","bestCostByT","temperatures"
"1",6708097873,990000
"2",6708097873,980100
"3",6708097873,970299
"4",6708097873,960596,01
"5",6708097873,950990,0499
"6",6704532328,941480,149401
"7",6704532328,932065,34790699
"8",6708097873,922744,69442792
"9",6708097873,913517,247483641
"10",6708097873,904382,075008804
"11",6708097873,895338,254258716
"12",6708097873,886384,871716129
"13",6708097873,877521,022998968
"14",6704171900,868745,812768978
"15",6702287374,860058,354641288
"16",6702287374,851457,771094875
"17",6702287374,842943,193383927
"18",6702287374,834513,761450087
"19",6702287374,826168,623835587
"20",6702287374,817906,937597231
"21",6702287374,809727,868221259
"22",6702287374,801630,589539046
"23",6666213783,793614,283643655
"24",6666213783,785678,140807219
"25",6666213783,777821,359399147
"26",6666213783,770043,145805155
"27",6666213783,762342,714347104
"28",6666213783,754719,287203633
"29",6666213783,747172,094331596
"30",6666213783,739700,37338828
"31",6666213783,732303,369654397
"32",6666213783,724980,335957853
"33",6666213783,717730,532598275
"34",6666213783,710553,227272292
"35",6666213783,703447,694999569
"36",6666213783,696413,218049573
"37",6666213783,689449,085869078
"38",6666213783,682554,595010387
"39",6666213783,675729,049060283
"40",6666213783,668971,75856968
"41",6666213783,662282,040983983
"42",6666213783,655659,220574143
"43",6666213783,649102,628368402
"44",6666213783,642611,602084718
"45",6666213783,636185,486063871
"46",6666213783,629823,631203232
"47",6666213783,623525,3948912
"48",6666213783,617290,140942288
"49",6666213783,611117,239532865
"50",6666213783,605006,067137536
"51",6666213783,598956,006466161
"52",6666213783,592966,446401499
"53",6666213783,587036,781937484
"54",6666213783,581166,414118109
"55",6666213783,575354,749976928
"56",6666213783,569601,202477159
"57",6666213783,563905,190452387
"58",6666213783,558266,138547863
"59",6666213783,552683,477162385
"60",6666213783,547156,642390761
"61",6666213783,541685,075966853
"62",6666213783,536268,225207185
"63",6666213783,530905,542955113
"64",6666213783,525596,487525562
"65",6666213783,520340,522650306
"66",6666213783,515137,117423803
"67",6666213783,509985,746249565
"68",6666213783,504885,888787069
"69",6666213783,499837,029899199
"70",6666213783,494838,659600207
"71",6666213783,489890,273004205
"72",6666213783,484991,370274163
"73",6666213783,480141,456571421
"74",6666213783,475340,042005707
"75",6666213783,470586,64158565
"76",6666213783,465880,775169793
"77",6666213783,461221,967418095
"78",6666213783,456609,747743914
"79",6666213783,452043,650266475
"80",6666213783,447523,21376381
"81",6666213783,443047,981626172
"82",6648111714,438617,501809911
"83",6648111714,434231,326791811
"84",6648111714,429889,013523893
