"","bestCostByT","temperatures"
"1",149234000,990000
"2",148682922,980100
"3",148910387,970299
"4",149313954,960596,01
"5",148704383,950990,0499
"6",149607312,941480,149401
"7",149456762,932065,34790699
"8",148677129,922744,69442792
"9",149085850,913517,247483641
"10",148687686,904382,075008804
"11",150112734,895338,254258716
"12",149610576,886384,871716129
"13",146592295,877521,022998968
"14",148717073,868745,812768978
"15",148669731,860058,354641288
"16",148707699,851457,771094875
"17",149124852,842943,193383927
"18",149239079,834513,761450087
"19",149576454,826168,623835587
"20",148718645,817906,937597231
"21",148719916,809727,868221259
"22",148857287,801630,589539046
"23",147446564,793614,283643655
"24",147593184,785678,140807219
"25",150065644,777821,359399147
"26",149762764,770043,145805155
"27",148701869,762342,714347104
"28",148751694,754719,287203633
"29",145957113,747172,094331596
"30",145957113,739700,37338828
"31",145957113,732303,369654397
"32",145957113,724980,335957853
"33",145957113,717730,532598275
"34",145957113,710553,227272292
"35",148701501,703447,694999569
"36",148463301,696413,218049573
"37",148759980,689449,085869078
"38",146865306,682554,595010387
"39",148694865,675729,049060283
"40",148748232,668971,75856968
"41",149084615,662282,040983983
"42",148798262,655659,220574143
"43",148389731,649102,628368402
"44",149271064,642611,602084718
"45",148761469,636185,486063871
"46",148757818,629823,631203232
"47",148857609,623525,3948912
"48",149185519,617290,140942288
"49",148873740,611117,239532865
"50",150098061,605006,067137536
"51",148690083,598956,006466161
"52",148754221,592966,446401499
"53",149299114,587036,781937484
"54",148703688,581166,414118109
"55",149141437,575354,749976928
"56",148431578,569601,202477159
"57",148797482,563905,190452387
"58",148549953,558266,138547863
"59",148786119,552683,477162385
"60",148652271,547156,642390761
"61",148907266,541685,075966853
"62",148737945,536268,225207185
"63",148870047,530905,542955113
"64",148774644,525596,487525562
"65",147728738,520340,522650306
"66",147169606,515137,117423803
"67",147169606,509985,746249565
"68",147169606,504885,888787069
"69",147169606,499837,029899199
"70",148726916,494838,659600207
"71",148898710,489890,273004205
"72",149263809,484991,370274163
"73",148742669,480141,456571421
"74",148780165,475340,042005707
"75",148923090,470586,64158565
"76",148851451,465880,775169793
"77",148692131,461221,967418095
"78",149210303,456609,747743914
"79",148760155,452043,650266475
"80",148817768,447523,21376381
"81",148899764,443047,981626172
"82",148690981,438617,501809911
"83",148770708,434231,326791811
"84",148520200,429889,013523893
"85",148799945,425590,123388654
"86",148720477,421334,222154768
"87",148855939,417120,87993322
"88",148788456,412949,671133888
"89",148358575,408820,174422549
"90",149080396,404731,972678324
"91",148899814,400684,65295154
"92",148678199,396677,806422025
"93",148698099,392711,028357805
"94",148796388,388783,918074227
"95",149428975,384896,078893484
"96",149473724,381047,118104549
"97",149074139,377236,646923504
"98",147838185,373464,280454269
"99",149768274,369729,637649726
"100",149622086,366032,341273229
"101",148718232,362372,017860497
"102",150137599,358748,297681892
"103",148957302,355160,814705073
"104",148726963,351609,206558022
"105",148702169,348093,114492442
"106",148680185,344612,183347517
"107",148729797,341166,061514042
"108",148715483,337754,400898902
"109",148842448,334376,856889913
"110",148697359,331033,088321014
"111",149204777,327722,757437804
"112",147247807,324445,529863426
"113",147247807,321201,074564791
"114",147247807,317989,063819143
"115",147247807,314809,173180952
"116",147247807,311661,081449142
"117",147247807,308544,470634651
"118",147247807,305459,025928305
"119",147247807,302404,435669022
"120",148691098,299380,391312331
"121",148765606,296386,587399208
"122",149248177,293422,721525216
"123",148697489,290488,494309964
"124",148945421,287583,609366864
"125",148914669,284707,773273195
"126",148537030,281860,695540463
"127",148723586,279042,088585059
"128",148795084,276251,667699208
