"","bestCostByT","temperatures"
"1",193561968,9e+05
"2",193487530,810000
"3",194874063,729000
"4",193316112,656100
"5",193899815,590490
"6",192789476,531441
"7",194793890,478296,9
"8",193319715,430467,21
"9",191687110,387420,489
"10",191687110,348678,4401
"11",191687110,313810,59609
"12",191687110,282429,536481
"13",191687110,254186,5828329
"14",191687110,228767,92454961
"15",191687110,205891,132094649
"16",191687110,185302,018885184
"17",191687110,166771,816996666
"18",191407400,150094,635296999
"19",191407400,135085,171767299
"20",191407400,121576,654590569
"21",191407400,109418,989131512
"22",191407400,98477,0902183612
