"","bestCostByT","temperatures"
"1",197039598,9e+05
"2",196824761,810000
"3",196999268,729000
"4",196593109,656100
"5",196502556,590490
"6",196672523,531441
"7",196735659,478296,9
"8",196679696,430467,21
"9",196698561,387420,489
"10",196743548,348678,4401
"11",196717926,313810,59609
"12",196838935,282429,536481
"13",196741834,254186,5828329
"14",196666778,228767,92454961
"15",196728065,205891,132094649
"16",194956765,185302,018885184
"17",194956765,166771,816996666
"18",194956765,150094,635296999
"19",194956765,135085,171767299
"20",194956765,121576,654590569
"21",194956765,109418,989131512
"22",194956765,98477,0902183612
