"","bestCostByT","temperatures"
"1",139734274,65994861,725
"2",139002545,62695118,63875
"3",139319308,59560362,7068125
"4",139272556,56582344,5714719
"5",139296306,53753227,3428983
"6",138971959,51065565,9757534
"7",139412960,48512287,6769657
"8",139920540,46086673,2931174
"9",142118149,43782339,6284615
"10",142453949,41593222,6470384
"11",139251141,39513561,5146865
"12",138785831,37537883,4389522
"13",139874388,35660989,2670046
"14",140209843,33877939,8036544
"15",142496610,32184042,8134716
"16",138932273,30574840,672798
"17",140325747,29046098,6391581
"18",139278092,27593793,7072002
"19",140150802,26214104,0218402
"20",138958564,24903398,8207482
"21",141572074,23658228,8797108
"22",139096883,22475317,4357253
"23",139351855,21351551,563939
"24",139019381,20283973,985742
"25",139677785,19269775,2864549
"26",138953127,18306286,5221322
"27",140678163,17390972,1960256
"28",139054021,16521423,5862243
"29",139698141,15695352,4069131
"30",140458444,14910584,7865674
"31",139263758,14165055,5472391
"32",142017436,13456802,7698771
"33",140480156,12783962,6313832
"34",139240784,12144764,4998141
"35",138694827,11537526,2748234
"36",139403356,10960649,9610822
"37",139198417,10412617,4630281
"38",139461126,9891986,58987669
"39",139464341,9397387,26038286
"40",138991236,8927517,89736371
"41",138949716,8481142,00249553
"42",138947123,8057084,90237075
"43",140174881,7654230,65725221
"44",139082482,7271519,1243896
"45",139350047,6907943,16817012
"46",141319822,6562546,00976162
"47",139302288,6234418,70927353
"48",139152816,5922697,77380986
"49",139263090,5626562,88511936
"50",139491275,5345234,7408634
"51",138973211,5077973,00382023
"52",139105140,4824074,35362921
"53",139237136,4582870,63594775
"54",138981353,4353727,10415037
"55",139247444,4136040,74894285
"56",138957918,3929238,7114957
"57",139292658,3732776,77592092
"58",140567204,3546137,93712487
"59",139103315,3368831,04026863
"60",138647917,3200389,4882552
"61",140442440,3040370,01384244
"62",139565570,2888351,51315031
"63",138941061,2743933,9374928
"64",138944832,2606737,24061816
"65",139366333,2476400,37858725
"66",139102158,2352580,35965789
"67",140126890,2234951,34167499
"68",140173205,2123203,77459124
"69",139186109,2017043,58586168
"70",139977620,1916191,4065686
"71",140488899,1820381,83624017
"72",139055101,1729362,74442816
"73",139068263,1642894,60720675
"74",140117578,1560749,87684641
"75",139002223,1482712,38300409
"76",138950630,1408576,76385389
"77",139228810,1338147,92566119
"78",139609848,1271240,52937813
"79",139021206,1207678,50290923
"80",139006253,1147294,57776377
"81",140012193,1089929,84887558
"82",139051428,1035433,3564318
"83",139451793,983661,688610208
"84",138955361,934478,604179698
"85",138415142,887754,673970713
"86",139175453,843366,940272177
"87",138948325,801198,593258568
"88",139223229,761138,66359564
"89",138804917,723081,730415858
"90",138968250,686927,643895065
"91",139046705,652581,261700312
"92",139447882,619952,198615296
"93",139212254,588954,588684531
"94",139099063,559506,859250305
"95",139042791,531531,516287789
"96",138983901,504954,9404734
"97",138998497,479707,19344973
"98",139027087,455721,833777243
"99",139028430,432935,742088381
"100",138930953,411288,954983962
"101",139201141,390724,507234764
"102",139133095,371188,281873026
"103",138928177,352628,867779374
"104",138941837,334997,424390406
"105",139423064,318247,553170885
"106",138929735,302335,175512341
"107",139064763,287218,416736724
"108",139026965,272857,495899888
"109",138977943,259214,621104893
"110",139026017,246253,890049649
"111",138940695,233941,195547166
"112",139045604,222244,135769808
"113",138970285,211131,928981318
"114",139067767,200575,332532252
"115",139142264,190546,565905639
"116",138890663,181019,237610357
"117",138897457,171968,275729839
"118",138840170,163369,861943347
"119",139027763,155201,36884618
"120",138400903,147441,300403871
"121",138400903,140069,235383677
"122",138400903,133065,773614493
"123",138400903,126412,484933769
"124",138400903,120091,86068708
"125",138400903,114087,267652726
"126",138400903,108382,90427009
"127",138400903,102963,759056585
"128",138400903,97815,5711037562
"129",138400903,92924,7925485684
"130",139036173,88278,55292114
"131",138931265,83864,625275083
"132",138739605,79671,3940113288
"133",138739605,75687,8243107624
"134",138968920,71903,4330952242
"135",138949809,68308,261440463
"136",139001225,64892,8483684399
"137",138726985,61648,2059500179
"138",138139985,58565,795652517
"139",138139985,55637,5058698911
"140",138139985,52855,6305763966
"141",138139985,50212,8490475767
"142",138139985,47702,2065951979
"143",138139985,45317,096265438
"144",138139985,43051,2414521661
"145",138139985,40898,6793795578
"146",138139985,38853,7454105799
"147",138139985,36911,0581400509
"148",138139985,35065,5052330484
"149",138139985,33312,2299713959
"150",138139985,31646,6184728261
"151",138139985,30064,2875491848
"152",138139985,28561,0731717256
"153",138139985,27133,0195131393
"154",138139985,25776,3685374823
"155",138139985,24487,5501106082
"156",138139985,23263,1726050778
"157",138139985,22100,0139748239
"158",138139985,20995,0132760827
"159",138139985,19945,2626122786
"160",138139985,18947,9994816647
"161",138139985,18000,5995075814
"162",138139985,17100,5695322023
"163",138139985,16245,5410555922
"164",138139985,15433,2640028126
"165",138139985,14661,600802672
"166",138139985,13928,5207625384
"167",138139985,13232,0947244115
"168",138139985,12570,4899881909
"169",138139985,11941,9654887813
"170",138139985,11344,8672143423
"171",138139985,10777,6238536252
"172",138139985,10238,7426609439
"173",138139985,9726,80552789671
"174",138139985,9240,46525150188
"175",138139985,8778,44198892678
"176",138139985,8339,51988948044
"177",138139985,7922,54389500642
"178",138139985,7526,4167002561
"179",138139985,7150,09586524329
"180",138139985,6792,59107198113
"181",138139985,6452,96151838207
"182",138139985,6130,31344246297
"183",138139985,5823,79777033982
"184",138139985,5532,60788182283
"185",138139985,5255,97748773169
"186",138139985,4993,1786133451
"187",138139985,4743,51968267785
"188",138139985,4506,34369854395
"189",138139985,4281,02651361676
"190",138139985,4066,97518793592
"191",138139985,3863,62642853912
"192",138139985,3670,44510711217
"193",138139985,3486,92285175656
"194",138139985,3312,57670916873
"195",138139985,3146,94787371029
"196",138139985,2989,60048002478
"197",138139985,2840,12045602354
"198",138139985,2698,11443322236
"199",138139985,2563,20871156124
"200",138139985,2435,04827598318
"201",138139985,2313,29586218402
"202",138139985,2197,63106907482
"203",138139985,2087,74951562108
"204",138139985,1983,36203984003
"205",138139985,1884,19393784802
