"","bestCostByT","temperatures"
"1",2631027973,9e+05
"2",2631027973,810000
"3",2631027973,729000
"4",2631027973,656100
"5",2631027973,590490
"6",2489285641,531441
"7",2489285641,478296,9
"8",2489285641,430467,21
"9",2489285641,387420,489
"10",2489285641,348678,4401
"11",2489285641,313810,59609
"12",2489285641,282429,536481
"13",2489285641,254186,5828329
"14",2489285641,228767,92454961
"15",2489285641,205891,132094649
"16",2489285641,185302,018885184
"17",2489285641,166771,816996666
"18",2489285641,150094,635296999
"19",2489285641,135085,171767299
"20",2489285641,121576,654590569
"21",2489285641,109418,989131512
"22",2489285641,98477,0902183612
"23",2489285641,88629,381196525
"24",2489285641,79766,4430768725
"25",2489285641,71789,7987691853
"26",2489285641,64610,8188922668
"27",2489285641,58149,7370030401
"28",2256565010,52334,7633027361
"29",2256565010,47101,2869724625
"30",2256565010,42391,1582752162
"31",2256565010,38152,0424476946
"32",2256565010,34336,8382029251
"33",2256565010,30903,1543826326
"34",2256565010,27812,8389443694
"35",2256565010,25031,5550499324
"36",2256565010,22528,3995449392
"37",2256565010,20275,5595904453
"38",2256565010,18248,0036314007
"39",2256565010,16423,2032682607
"40",2256565010,14780,8829414346
"41",2256565010,13302,7946472911
"42",2256565010,11972,515182562
"43",2256565010,10775,2636643058
"44",2256565010,9697,73729787524
"45",2256565010,8727,96356808772
"46",2256565010,7855,16721127895
"47",2256565010,7069,65049015105
"48",2256565010,6362,68544113595
"49",2256565010,5726,41689702235
"50",2256565010,5153,77520732012
"51",2256565010,4638,3976865881
"52",2256565010,4174,55791792929
"53",2256565010,3757,10212613637
"54",2256565010,3381,39191352273
"55",2256565010,3043,25272217046
"56",2256565010,2738,92744995341
"57",2256565010,2465,03470495807
"58",2256565010,2218,53123446226
"59",2256565010,1996,67811101604
"60",2256565010,1797,01029991443
"61",2256565010,1617,30926992299
"62",2256565010,1455,57834293069
"63",2256565010,1310,02050863762
"64",2256565010,1179,01845777386
"65",2256565010,1061,11661199647
"66",2256565010,955,004950796826
