"","bestCostByT","temperatures"
"1",149554148,9e+05
"2",148918798,810000
"3",148659967,729000
"4",148686499,656100
"5",148678558,590490
"6",148713625,531441
"7",148684895,478296,9
"8",148662712,430467,21
"9",148653082,387420,489
"10",148397041,348678,4401
"11",148678173,313810,59609
"12",149091189,282429,536481
"13",148744559,254186,5828329
"14",148673206,228767,92454961
"15",148673901,205891,132094649
"16",148695139,185302,018885184
"17",148702583,166771,816996666
"18",148761096,150094,635296999
"19",149038128,135085,171767299
"20",148055785,121576,654590569
"21",148055785,109418,989131512
"22",148055785,98477,0902183612
