"","bestCostByT","temperatures"
"1",6797923108,9e+05
"2",6410784242,810000
"3",6410784242,729000
"4",6410784242,656100
"5",6410784242,590490
"6",6410784242,531441
"7",6410784242,478296,9
"8",6410784242,430467,21
"9",6410784242,387420,489
"10",6410784242,348678,4401
"11",6410784242,313810,59609
"12",6410784242,282429,536481
"13",6410784242,254186,5828329
"14",6410784242,228767,92454961
"15",6410784242,205891,132094649
"16",6410784242,185302,018885184
"17",6410784242,166771,816996666
"18",6410784242,150094,635296999
"19",6410784242,135085,171767299
"20",5924646288,121576,654590569
"21",5924646288,109418,989131512
"22",5924646288,98477,0902183612
