"","bestCostByT","temperatures"
"1",140682448,65994861,725
"2",139904611,62695118,63875
"3",139333135,59560362,7068125
"4",139700311,56582344,5714719
"5",138737743,53753227,3428983
"6",138972654,51065565,9757534
"7",139045948,48512287,6769657
"8",140580905,46086673,2931174
"9",140392153,43782339,6284615
"10",139257192,41593222,6470384
"11",139501130,39513561,5146865
"12",138884336,37537883,4389522
"13",139023008,35660989,2670046
"14",140674927,33877939,8036544
"15",139531101,32184042,8134716
"16",139006608,30574840,672798
"17",139169149,29046098,6391581
"18",139296243,27593793,7072002
"19",139403155,26214104,0218402
"20",139038877,24903398,8207482
"21",139046623,23658228,8797108
"22",139134073,22475317,4357253
"23",138958965,21351551,563939
"24",138937752,20283973,985742
"25",138988641,19269775,2864549
"26",149174944,18306286,5221322
"27",139351784,17390972,1960256
"28",139392756,16521423,5862243
"29",139017700,15695352,4069131
"30",140181405,14910584,7865674
"31",138943996,14165055,5472391
"32",140903329,13456802,7698771
"33",138941479,12783962,6313832
"34",139341367,12144764,4998141
"35",142515575,11537526,2748234
"36",139279353,10960649,9610822
"37",140044814,10412617,4630281
"38",140438529,9891986,58987669
"39",139170382,9397387,26038286
"40",141325316,8927517,89736371
"41",139931015,8481142,00249553
"42",138984199,8057084,90237075
"43",138452633,7654230,65725221
"44",144599797,7271519,1243896
"45",139088188,6907943,16817012
"46",139867581,6562546,00976162
"47",139126869,6234418,70927353
"48",139258381,5922697,77380986
"49",139028907,5626562,88511936
"50",148568854,5345234,7408634
"51",139055270,5077973,00382023
"52",139935112,4824074,35362921
"53",140236319,4582870,63594775
"54",139073705,4353727,10415037
"55",138965315,4136040,74894285
"56",139266630,3929238,7114957
"57",144094566,3732776,77592092
"58",139066085,3546137,93712487
"59",139447238,3368831,04026863
"60",140958962,3200389,4882552
"61",139274351,3040370,01384244
"62",138992336,2888351,51315031
"63",138947123,2743933,9374928
"64",140460415,2606737,24061816
"65",139158244,2476400,37858725
"66",140118261,2352580,35965789
"67",139414595,2234951,34167499
"68",139873667,2123203,77459124
"69",139746054,2017043,58586168
"70",139206403,1916191,4065686
"71",138998181,1820381,83624017
"72",139174035,1729362,74442816
"73",139046267,1642894,60720675
"74",140375596,1560749,87684641
"75",138405247,1482712,38300409
"76",138976645,1408576,76385389
"77",138993630,1338147,92566119
"78",139015402,1271240,52937813
"79",138939963,1207678,50290923
"80",139943889,1147294,57776377
"81",138860285,1089929,84887558
"82",139660084,1035433,3564318
"83",140185631,983661,688610208
"84",139548065,934478,604179698
"85",139290714,887754,673970713
"86",138957504,843366,940272177
"87",139032529,801198,593258568
"88",138941837,761138,66359564
"89",139040354,723081,730415858
"90",138995079,686927,643895065
"91",139002681,652581,261700312
"92",138991014,619952,198615296
"93",138954791,588954,588684531
"94",139266750,559506,859250305
"95",138950293,531531,516287789
"96",139436856,504954,9404734
"97",138936336,479707,19344973
"98",139034261,455721,833777243
"99",138941044,432935,742088381
"100",139033591,411288,954983962
"101",139047536,390724,507234764
"102",138576251,371188,281873026
"103",139272632,352628,867779374
"104",139173923,334997,424390406
"105",138968267,318247,553170885
"106",139234542,302335,175512341
"107",139168657,287218,416736724
"108",138589899,272857,495899888
"109",138589899,259214,621104893
"110",138936551,246253,890049649
"111",139167651,233941,195547166
"112",139176862,222244,135769808
"113",139276895,211131,928981318
"114",139015259,200575,332532252
"115",139075548,190546,565905639
"116",139055853,181019,237610357
"117",138698631,171968,275729839
"118",139010834,163369,861943347
"119",139038902,155201,36884618
"120",138937985,147441,300403871
"121",138959844,140069,235383677
"122",139002982,133065,773614493
"123",139089849,126412,484933769
"124",138905817,120091,86068708
"125",138222830,114087,267652726
"126",138222830,108382,90427009
"127",138222830,102963,759056585
"128",138222830,97815,5711037562
"129",138222830,92924,7925485684
"130",138222830,88278,55292114
"131",138222830,83864,625275083
"132",138222830,79671,3940113288
"133",138116213,75687,8243107624
"134",138116213,71903,4330952242
"135",138116213,68308,261440463
"136",137694196,64892,8483684399
"137",137694196,61648,2059500179
"138",137694196,58565,795652517
"139",137694196,55637,5058698911
"140",137694196,52855,6305763966
"141",137694196,50212,8490475767
"142",137694196,47702,2065951979
"143",137694196,45317,096265438
"144",137694196,43051,2414521661
"145",137694196,40898,6793795578
"146",137694196,38853,7454105799
"147",137694196,36911,0581400509
"148",137694196,35065,5052330484
"149",137694196,33312,2299713959
"150",137694196,31646,6184728261
"151",137694196,30064,2875491848
"152",137694196,28561,0731717256
"153",137694196,27133,0195131393
"154",137694196,25776,3685374823
"155",137694196,24487,5501106082
"156",137694196,23263,1726050778
"157",137694196,22100,0139748239
"158",137694196,20995,0132760827
"159",137694196,19945,2626122786
"160",137694196,18947,9994816647
"161",137694196,18000,5995075814
"162",137694196,17100,5695322023
"163",137694196,16245,5410555922
"164",137694196,15433,2640028126
"165",137694196,14661,600802672
"166",137694196,13928,5207625384
"167",137694196,13232,0947244115
"168",137694196,12570,4899881909
"169",137694196,11941,9654887813
"170",137694196,11344,8672143423
"171",137694196,10777,6238536252
"172",137694196,10238,7426609439
"173",137694196,9726,80552789671
"174",137694196,9240,46525150188
"175",137694196,8778,44198892678
"176",137694196,8339,51988948044
"177",137694196,7922,54389500642
"178",137694196,7526,4167002561
"179",137694196,7150,09586524329
"180",137694196,6792,59107198113
"181",137694196,6452,96151838207
"182",137694196,6130,31344246297
"183",137694196,5823,79777033982
"184",137694196,5532,60788182283
"185",137694196,5255,97748773169
"186",137694196,4993,1786133451
"187",137694196,4743,51968267785
"188",137694196,4506,34369854395
"189",137694196,4281,02651361676
"190",137694196,4066,97518793592
"191",137694196,3863,62642853912
"192",137694196,3670,44510711217
"193",137694196,3486,92285175656
"194",137694196,3312,57670916873
"195",137694196,3146,94787371029
"196",137694196,2989,60048002478
"197",137694196,2840,12045602354
"198",137694196,2698,11443322236
"199",137694196,2563,20871156124
"200",137694196,2435,04827598318
"201",137694196,2313,29586218402
"202",137694196,2197,63106907482
"203",137694196,2087,74951562108
"204",137694196,1983,36203984003
"205",137694196,1884,19393784802
"206",137694196,1789,98424095562
"207",137694196,1700,48502890784
"208",137694196,1615,46077746245
"209",137694196,1534,68773858933
"210",137694196,1457,95335165986
"211",137694196,1385,05568407687
"212",137694196,1315,80289987302
"213",137694196,1250,01275487937
"214",137694196,1187,5121171354
"215",137694196,1128,13651127863
"216",137694196,1071,7296857147
"217",137694196,1018,14320142897
"218",137694196,967,236041357519
"219",137694196,918,874239289643
"220",137694196,872,93052732516
"221",137694196,829,284000958902
"222",137694196,787,819800910957
"223",137694196,748,428810865409
"224",137694196,711,007370322139
"225",137694196,675,457001806032
"226",137694196,641,68415171573
"227",137694196,609,599944129944
"228",137694196,579,119946923446
"229",137694196,550,163949577274
"230",137694196,522,65575209841
"231",137694196,496,52296449349
"232",137694196,471,696816268815
"233",137694196,448,111975455375
"234",137694196,425,706376682606
"235",137694196,404,421057848475
"236",137694196,384,200004956052
"237",137694196,364,990004708249
"238",137694196,346,740504472837
"239",137694196,329,403479249195
"240",137694196,312,933305286735
"241",137694196,297,286640022398
"242",137694196,282,422308021278
"243",137694196,268,301192620214
"244",137694196,254,886132989204
"245",137694196,242,141826339743
"246",137694196,230,034735022756
"247",137694196,218,532998271618
"248",137694196,207,606348358038
"249",137694196,197,226030940136
"250",137694196,187,364729393129
"251",137694196,177,996492923472
"252",137694196,169,096668277299
"253",137694196,160,641834863434
"254",137694196,152,609743120262
"255",137694196,144,979255964249
"256",137694196,137,730293166037
"257",137694196,130,843778507735
"258",137694196,124,301589582348
"259",137694196,118,086510103231
"260",137694196,112,182184598069
"261",137694196,106,573075368166
"262",137694196,101,244421599757
"263",137694196,96,1822005197694
