"","bestCostByT","temperatures"
"1",148832570,9e+05
"2",148778022,810000
"3",148784759,729000
"4",148695051,656100
"5",149246305,590490
"6",148828053,531441
"7",149265622,478296,9
"8",148943767,430467,21
"9",148770519,387420,489
"10",148677738,348678,4401
"11",148865427,313810,59609
"12",148821984,282429,536481
"13",148853715,254186,5828329
"14",148869833,228767,92454961
"15",148734445,205891,132094649
"16",148448680,185302,018885184
"17",148451353,166771,816996666
"18",148451353,150094,635296999
"19",148781179,135085,171767299
"20",147703864,121576,654590569
"21",147703864,109418,989131512
"22",147703864,98477,0902183612
