"","bestCostByT","temperatures"
"1",148727037,950000
"2",148685376,902500
"3",148733233,857375
"4",148873558,814506,25
"5",148935270,773780,9375
"6",148650041,735091,890625
"7",148768409,698337,29609375
"8",148757212,663420,431289062
"9",148683330,630249,409724609
"10",145741320,598736,939238379
"11",148835499,568800,09227646
"12",148689484,540360,087662637
"13",148586647,513342,083279505
"14",148209135,487674,97911553
"15",148746756,463291,230159753
"16",148703030,440126,668651765
"17",148675665,418120,335219177
"18",148699291,397214,318458218
"19",148896196,377353,602535307
"20",148719432,358485,922408542
"21",149186688,340561,626288115
"22",148685453,323533,544973709
"23",148788119,307356,867725024
"24",148533784,291989,024338772
"25",148102274,277389,573121834
"26",148602405,263520,094465742
"27",148947955,250344,089742455
"28",148696907,237826,885255332
"29",148696332,225935,540992566
"30",148708719,214638,763942937
"31",148228528,203906,82574579
"32",148757156,193711,484458501
"33",148725637,184025,910235576
"34",148420159,174824,614723797
"35",148787982,166083,383987607
"36",148685246,157779,214788227
"37",147662155,149890,254048815
"38",147662155,142395,741346375
"39",147662155,135275,954279056
"40",147662155,128512,156565103
"41",147662155,122086,548736848
"42",147662155,115982,221300006
"43",147662155,110183,110235005
"44",147662155,104673,954723255
"45",147662155,99440,2569870922
