"","bestCostByT","temperatures"
"1",149697119,950000
"2",149143924,902500
"3",149106015,857375
"4",148687305,814506,25
"5",148941860,773780,9375
"6",148748738,735091,890625
"7",148681920,698337,29609375
"8",148716196,663420,431289062
"9",149389692,630249,409724609
"10",148748644,598736,939238379
"11",148759679,568800,09227646
"12",147173080,540360,087662637
"13",148921566,513342,083279505
"14",148882913,487674,97911553
"15",149175578,463291,230159753
"16",150060624,440126,668651765
"17",148686981,418120,335219177
"18",148687026,397214,318458218
"19",148758417,377353,602535307
"20",148419278,358485,922408542
"21",148626283,340561,626288115
"22",148418000,323533,544973709
"23",149655184,307356,867725024
"24",148844880,291989,024338772
"25",148732946,277389,573121834
"26",148788267,263520,094465742
"27",148763699,250344,089742455
"28",148705094,237826,885255332
"29",148715550,225935,540992566
"30",149155711,214638,763942937
"31",148688321,203906,82574579
"32",148675665,193711,484458501
"33",148596784,184025,910235576
"34",148701118,174824,614723797
"35",148701118,166083,383987607
"36",148531953,157779,214788227
"37",148844914,149890,254048815
"38",148783967,142395,741346375
"39",148709476,135275,954279056
"40",148676752,128512,156565103
"41",148628225,122086,548736848
"42",148628225,115982,221300006
"43",148765385,110183,110235005
"44",148881408,104673,954723255
"45",148653315,99440,2569870922
