"","bestCostByT","temperatures"
"1",139014913,65994861,725
"2",140009506,62695118,63875
"3",140250203,59560362,7068125
"4",139369118,56582344,5714719
"5",139179629,53753227,3428983
"6",139941962,51065565,9757534
"7",138986975,48512287,6769657
"8",139494309,46086673,2931174
"9",141378883,43782339,6284615
"10",139124425,41593222,6470384
"11",139265558,39513561,5146865
"12",141567255,37537883,4389522
"13",139011101,35660989,2670046
"14",138996582,33877939,8036544
"15",139337930,32184042,8134716
"16",145455020,30574840,672798
"17",139544645,29046098,6391581
"18",139814908,27593793,7072002
"19",139413754,26214104,0218402
"20",139331545,24903398,8207482
"21",139022617,23658228,8797108
"22",139372723,22475317,4357253
"23",139638634,21351551,563939
"24",139401692,20283973,985742
"25",140355024,19269775,2864549
"26",140241113,18306286,5221322
"27",139036959,17390972,1960256
"28",141281797,16521423,5862243
"29",138955957,15695352,4069131
"30",139450143,14910584,7865674
"31",139212119,14165055,5472391
"32",142055746,13456802,7698771
"33",138932180,12783962,6313832
"34",138997522,12144764,4998141
"35",140416602,11537526,2748234
"36",139006247,10960649,9610822
"37",138936551,10412617,4630281
"38",139430629,9891986,58987669
"39",139000666,9397387,26038286
"40",138941983,8927517,89736371
"41",139038519,8481142,00249553
"42",139197001,8057084,90237075
"43",139412363,7654230,65725221
"44",143044538,7271519,1243896
"45",139214120,6907943,16817012
"46",139569713,6562546,00976162
"47",139078330,6234418,70927353
"48",139097135,5922697,77380986
"49",139509617,5626562,88511936
"50",139409192,5345234,7408634
"51",139097768,5077973,00382023
"52",141921239,4824074,35362921
"53",140932921,4582870,63594775
"54",139198422,4353727,10415037
"55",139005112,4136040,74894285
"56",139245157,3929238,7114957
"57",139351084,3732776,77592092
"58",139103612,3546137,93712487
"59",138938760,3368831,04026863
"60",141634650,3200389,4882552
"61",139529428,3040370,01384244
"62",139693650,2888351,51315031
"63",138854841,2743933,9374928
"64",139056768,2606737,24061816
"65",141502373,2476400,37858725
"66",140750221,2352580,35965789
"67",139354695,2234951,34167499
"68",141450643,2123203,77459124
"69",139368022,2017043,58586168
"70",139281638,1916191,4065686
"71",139255733,1820381,83624017
"72",139000653,1729362,74442816
"73",139140885,1642894,60720675
"74",140224686,1560749,87684641
"75",139308120,1482712,38300409
"76",138952641,1408576,76385389
"77",139080022,1338147,92566119
"78",138939963,1271240,52937813
"79",138941115,1207678,50290923
"80",139125504,1147294,57776377
"81",139240667,1089929,84887558
"82",140338435,1035433,3564318
"83",138691660,983661,688610208
"84",138913697,934478,604179698
"85",138951903,887754,673970713
"86",139531549,843366,940272177
"87",139313882,801198,593258568
"88",139011143,761138,66359564
"89",139055558,723081,730415858
"90",137537168,686927,643895065
"91",139137296,652581,261700312
"92",139514650,619952,198615296
"93",139495914,588954,588684531
"94",138902920,559506,859250305
"95",138954612,531531,516287789
"96",139286286,504954,9404734
"97",139114678,479707,19344973
"98",139010105,455721,833777243
"99",138931265,432935,742088381
"100",138985800,411288,954983962
"101",139008515,390724,507234764
"102",138971405,371188,281873026
"103",139057269,352628,867779374
"104",138220560,334997,424390406
"105",138223328,318247,553170885
"106",138849473,302335,175512341
"107",139185907,287218,416736724
"108",139466143,272857,495899888
"109",138968462,259214,621104893
"110",139020301,246253,890049649
"111",139016411,233941,195547166
"112",139137059,222244,135769808
"113",139003097,211131,928981318
"114",138937528,200575,332532252
"115",139048296,190546,565905639
"116",138974461,181019,237610357
"117",139107506,171968,275729839
"118",138994124,163369,861943347
"119",138931265,155201,36884618
"120",139144229,147441,300403871
"121",138972957,140069,235383677
"122",138319362,133065,773614493
"123",138319362,126412,484933769
"124",138319362,120091,86068708
"125",138319362,114087,267652726
"126",138319362,108382,90427009
"127",138319362,102963,759056585
"128",138319362,97815,5711037562
"129",138319362,92924,7925485684
"130",138319362,88278,55292114
"131",138319362,83864,625275083
"132",138319362,79671,3940113288
"133",138319362,75687,8243107624
"134",138319362,71903,4330952242
"135",138319362,68308,261440463
"136",138319362,64892,8483684399
"137",138319362,61648,2059500179
"138",138319362,58565,795652517
"139",138319362,55637,5058698911
"140",138319362,52855,6305763966
"141",138319362,50212,8490475767
"142",138319362,47702,2065951979
"143",138319362,45317,096265438
"144",138319362,43051,2414521661
"145",138319362,40898,6793795578
"146",138319362,38853,7454105799
"147",138319362,36911,0581400509
"148",138319362,35065,5052330484
"149",138319362,33312,2299713959
"150",138319362,31646,6184728261
"151",138319362,30064,2875491848
"152",138319362,28561,0731717256
"153",138319362,27133,0195131393
"154",138319362,25776,3685374823
"155",138246271,24487,5501106082
"156",138246271,23263,1726050778
"157",138246271,22100,0139748239
"158",138246271,20995,0132760827
"159",138246271,19945,2626122786
"160",138246271,18947,9994816647
"161",138246271,18000,5995075814
"162",138246271,17100,5695322023
"163",138246271,16245,5410555922
"164",138246271,15433,2640028126
"165",138246271,14661,600802672
"166",138246271,13928,5207625384
"167",138246271,13232,0947244115
"168",138246271,12570,4899881909
"169",138246271,11941,9654887813
"170",138246271,11344,8672143423
"171",138246271,10777,6238536252
"172",138246271,10238,7426609439
"173",138246271,9726,80552789671
