"","bestCostByT","temperatures"
"1",138936551,65994861,725
"2",139044107,62695118,63875
"3",138906984,59560362,7068125
"4",143576939,56582344,5714719
"5",143704178,53753227,3428983
"6",139381148,51065565,9757534
"7",139665917,48512287,6769657
"8",139019171,46086673,2931174
"9",147393606,43782339,6284615
"10",139892148,41593222,6470384
"11",143341734,39513561,5146865
"12",140564155,37537883,4389522
"13",138948174,35660989,2670046
"14",140875919,33877939,8036544
"15",144042232,32184042,8134716
"16",142160240,30574840,672798
"17",139105753,29046098,6391581
"18",139192807,27593793,7072002
"19",140981348,26214104,0218402
"20",139254401,24903398,8207482
"21",139650781,23658228,8797108
"22",138936551,22475317,4357253
"23",139471664,21351551,563939
"24",138942679,20283973,985742
"25",139122253,19269775,2864549
"26",139169635,18306286,5221322
"27",139000050,17390972,1960256
"28",139128490,16521423,5862243
"29",139411745,15695352,4069131
"30",141212385,14910584,7865674
"31",138603475,14165055,5472391
"32",139588363,13456802,7698771
"33",139235840,12783962,6313832
"34",139250825,12144764,4998141
"35",139170977,11537526,2748234
"36",138785939,10960649,9610822
"37",140004495,10412617,4630281
"38",139734993,9891986,58987669
"39",139147752,9397387,26038286
"40",143391525,8927517,89736371
"41",139889696,8481142,00249553
"42",140364877,8057084,90237075
"43",140948337,7654230,65725221
"44",140585320,7271519,1243896
"45",139138935,6907943,16817012
"46",139128914,6562546,00976162
"47",139271974,6234418,70927353
"48",139094712,5922697,77380986
"49",138918983,5626562,88511936
"50",139149429,5345234,7408634
"51",139445427,5077973,00382023
"52",138960859,4824074,35362921
"53",139994281,4582870,63594775
"54",140526662,4353727,10415037
"55",139061831,4136040,74894285
"56",143075544,3929238,7114957
"57",139119513,3732776,77592092
"58",138939887,3546137,93712487
"59",141633752,3368831,04026863
"60",139006332,3200389,4882552
"61",138964216,3040370,01384244
"62",139748478,2888351,51315031
"63",140014717,2743933,9374928
"64",139043880,2606737,24061816
"65",139030315,2476400,37858725
"66",140037647,2352580,35965789
"67",140396603,2234951,34167499
"68",139810745,2123203,77459124
"69",138974741,2017043,58586168
"70",139177539,1916191,4065686
"71",139246198,1820381,83624017
"72",138846751,1729362,74442816
"73",138973247,1642894,60720675
"74",139125768,1560749,87684641
"75",139477444,1482712,38300409
"76",139029172,1408576,76385389
"77",139136708,1338147,92566119
"78",139003667,1271240,52937813
"79",139078006,1207678,50290923
"80",139111314,1147294,57776377
"81",139037409,1089929,84887558
"82",140041252,1035433,3564318
"83",139160181,983661,688610208
"84",139169674,934478,604179698
"85",138989459,887754,673970713
"86",139339989,843366,940272177
"87",139028349,801198,593258568
"88",138925881,761138,66359564
"89",139139039,723081,730415858
"90",138970514,686927,643895065
"91",139400094,652581,261700312
"92",138333914,619952,198615296
"93",138646842,588954,588684531
"94",139346901,559506,859250305
"95",139029999,531531,516287789
"96",139390221,504954,9404734
"97",138975137,479707,19344973
"98",139061655,455721,833777243
"99",139226406,432935,742088381
"100",139436773,411288,954983962
"101",139669751,390724,507234764
"102",138898204,371188,281873026
"103",139055707,352628,867779374
"104",139166801,334997,424390406
"105",138944249,318247,553170885
"106",138944249,302335,175512341
"107",138933871,287218,416736724
"108",139015971,272857,495899888
"109",138994634,259214,621104893
"110",139051195,246253,890049649
"111",138919983,233941,195547166
"112",138950779,222244,135769808
"113",139327402,211131,928981318
"114",138949813,200575,332532252
"115",138884931,190546,565905639
"116",139057012,181019,237610357
"117",139124750,171968,275729839
"118",138949669,163369,861943347
"119",138940686,155201,36884618
"120",138947913,147441,300403871
"121",138943503,140069,235383677
"122",138942438,133065,773614493
"123",138841716,126412,484933769
"124",138963829,120091,86068708
"125",139058882,114087,267652726
"126",138397473,108382,90427009
"127",138397473,102963,759056585
"128",138397473,97815,5711037562
"129",138397473,92924,7925485684
"130",138397473,88278,55292114
"131",138397473,83864,625275083
"132",138397473,79671,3940113288
"133",138397473,75687,8243107624
"134",138397473,71903,4330952242
"135",138397473,68308,261440463
"136",138397473,64892,8483684399
"137",138397473,61648,2059500179
"138",138397473,58565,795652517
"139",138397473,55637,5058698911
"140",138397473,52855,6305763966
"141",138375316,50212,8490475767
"142",138375316,47702,2065951979
"143",138375316,45317,096265438
"144",138375316,43051,2414521661
"145",138375316,40898,6793795578
"146",138375316,38853,7454105799
"147",138375316,36911,0581400509
"148",138375316,35065,5052330484
"149",138375316,33312,2299713959
"150",138375316,31646,6184728261
"151",138375316,30064,2875491848
"152",138375316,28561,0731717256
"153",138375316,27133,0195131393
"154",138175719,25776,3685374823
"155",138175719,24487,5501106082
"156",138175719,23263,1726050778
"157",138175719,22100,0139748239
"158",138175719,20995,0132760827
"159",138175719,19945,2626122786
"160",138175719,18947,9994816647
"161",138175719,18000,5995075814
"162",138175719,17100,5695322023
"163",138175719,16245,5410555922
"164",138175719,15433,2640028126
"165",138175719,14661,600802672
"166",138175719,13928,5207625384
"167",138175719,13232,0947244115
"168",138175719,12570,4899881909
"169",138175719,11941,9654887813
"170",138175719,11344,8672143423
"171",138175719,10777,6238536252
"172",138175719,10238,7426609439
"173",138175719,9726,80552789671
