nodes
6
31
13
71
38
14
30
43
55
23
30
30
44
60
23
59
51
29
67
7
62
12
37
79
55
55
28
34
59
55
93
59
90
72
43
2
51
17
39
47
98
12
68
43
45
33
83
32
62
6
26
30
63
56
12
100
27
19
42
7
44
77
29
21
28
36
30
45
10
55
55
21
25
36
114
23
56
16
42
87
34
41
23
51
74
38
31
37
73
31
46
41
13
25
37
1
107
126
42
42
2
37
31
76
37
10
33
24
23
87
66
9
9
92
43
84
1
35
24
49
3
18
42
130
27
57
11
7
4
3
59
65
13
11
65
23
14
40
38
51
53
30
37
22
3
95
13
77
27
56
22
27
54
49
39
40
26
15
27
20
12
37
22
8
22
39
23
60
40
39
116
90
52
12
32
10
113
58
29
8
48
23
32
36
13
39
15
47
29
22
36
42
9
44
36
35
21
26
29
64
16
77
79
59
28
23
47
17
55
56
71
11
47
6
9
16
52
52
52
47
17
21
34
16
81
101
15
56
76
14
25
74
13
14
50
34
60
44
44
24
36
18
35
90
46
19
38
74
32
25
16
38
12
6
15
40
32
9
79
56
32
54
15
51
62
56
52
6
37
59
35
68
33
91
42
27
31
13
21
17
16
24
21
60
77
14
15
82
22
21
40
40
67
95
21
6
2
13
56
23
24
46
54
12
27
38
23
62
72
51
44
27
19
15
30
101
27
17
101
9
16
51
65
18
83
52
33
37
64
7
55
22
38
27
36
37
7
35
12
7
46
25
35
18
69
51
14
33
30
43
109
33
25
71
70
80
28
60
86
59
28
39
50
57
48
55
23
11
2
48
22
77
45
75
2
27
71
50
91
36
28
46
61
10
47
18
36
62
16
30
53
80
1
39
69
70
6
20
14
24
56
10
33
28
76
68
60
16
18
66
20
59
18
114
40
55
3
16
45
48
22
34
29
33
90
30
11
33
28
16
36
34
29
35
39
18
8
27
46
56
45
32
44
3
45
61
46
45
19
40
23
35
59
59
37
23
72
36
26
61
41
57
31
4
14
6
61
101
51
13
33
35
28
52
26
81
41
30
64
36
30
36
35
52
11
56
5
20
46
12
45
27
50
39
76
40
29
67
22
19
49
27
25
23
24
33
36
22
94
37
40
33
23
46
43
29
32
31
38
15
37
89
44
5
75
29
24
33
10
15
32
58
18
101
54
56
41
55
55
1
12
2
39
52
73
87
9
73
64
64
99
105
72
42
25
50
55
92
13
34
105
52
14
18
34
25
15
16
17
42
24
30
102
38
64
68
98
1
36
53
41
39
40
39
125
77
15
68
52
52
30
36
56
86
48
29
56
11
34
47
31
37
50
15
3
22
20
34
44
9
20
14
42
32
72
42
45
13
3
67
32
47
39
7
39
18
34
44
69
14
38
27
43
24
31
37
18
33
37
37
2
58
23
35
68
23
29
69
20
96
55
55
10
31
1
8
25
40
50
76
38
47
61
14
78
40
76
29
36
7
45
58
26
9
34
5
58
92
6
111
19
71
66
22
104
54
9
23
70
135
40
2
15
94
39
23
32
21
68
39
52
27
78
37
106
51
62
25
21
73
43
16
51
42
9
62
13
55
48
86
17
19
1
1
68
40
68
4
21
63
30
25
40
42
15
75
35
33
8
58
28
58
38
14
74
85
54
19
103
36
34
8
63
31
26
29
69
31
41
35
44
36
57
49
55
32
17
24
72
18
55
4
41
34
58
37
25
74
10
53
6
78
90
28
25
12
71
81
18
23
23
52
11
28
25
32
11
13
21
59
5
95
46
56
70
55
61
47
1
21
53
23
33
70
16
39
26
37
26
46
11
20
47
33
27
27
25
25
29
19
16
32
21
37
24
37
7
75
36
47
16
86
57
48
14
48
25
35
7
18
82
40
44
22
41
33
74
7
20
7
37
41
27
47
50
2
60
73
6
22
29
65
78
30
45
29
25
11
66
53
38
24
23
69
44
4
36
5
63
69
5
34
16
50
78
20
25
54
2
73
17
20
12
73
39
1
33
12
27
16
63
16
65
73
98
14
11
38
12
56
48
30
35
41
122
62
32
56
80
83
44
57
11
22
23
34
14
39
14
24
8
40
34
27
25
54
61
39
64
32
27
69
28
40
28
10
30
70
74
57
53
18
61
43
79
7
8
23
57
26
33
19
60
87
65
81
21
11
42
39
39
80
15
3
99
86
19
64
30
50
39
53
74
50
67
73
25
90
61
27
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
