,setting,time_mean,time_min,time_max,time_sd,time_median,cost_mean,cost_min,cost_max,cost_sd,cost_median,Vecindad
85,1.0 49558555.0 10000.0 20.0 0.79,69.72247415542601,64.7840614318848,76.4090893268585,2.4665921844286083,70.18768095970155,147590890.82,145904599.0,148684595.0,762212.2064643499,147607633.0,Algoritmo 1
86,1.0 49558555.0 10000.0 20.0 0.84,87.00619465827941,69.7567162513733,100.589648485184,9.307439996949558,92.46349561214446,147309411.04,145827511.0,148414167.0,677406.1899071252,147430542.0,Algoritmo 1
87,1.0 49558555.0 10000.0 20.0 0.89,132.07501847743987,102.818414449692,152.569481611252,13.254954517986807,139.555609822273,147052123.26,145518564.0,148483174.0,800992.8130660485,147091222.0,Algoritmo 1
88,1.0 49558555.0 10000.0 20.0 0.94,240.81870670795445,192.04387569427502,279.52574133873,27.415938997286162,256.688348650932,146698509.4,145575836.0,148040840.0,694494.7706668732,146595806.5,Algoritmo 1
89,1.0 49558555.0 10000.0 20.0 0.99,1480.4715212440483,1103.90962052345,1893.8520641326897,162.44129355993994,1514.8881295919448,146044076.86,145430069.0,146775353.0,329045.5204808146,146061077.5,Algoritmo 1
90,1.0 49558555.0 10000.0 25.0 0.79,85.52014384269714,66.6696009635925,95.4009056091309,6.312073000978599,87.66573834419249,147194307.64,145561905.0,148311468.0,706014.2999655657,147304659.5,Algoritmo 1
91,1.0 49558555.0 10000.0 25.0 0.84,108.09742767333982,85.3743586540222,125.929670572281,12.941272881256372,115.4609718322755,147483447.46,146054622.0,148601710.0,596942.2406187614,147511264.5,Algoritmo 1
92,1.0 49558555.0 10000.0 25.0 0.89,167.3298346662521,128.775083780289,190.80285072326697,14.966032315551347,174.44746959209448,146821690.68,145484452.0,148122293.0,641701.7462929375,146824895.0,Algoritmo 1
93,1.0 49558555.0 10000.0 25.0 0.94,308.7800220489502,253.243609905243,348.24921226501505,25.85411484589488,321.12239408493053,146609838.1,145462556.0,148157935.0,655077.554035515,146467141.5,Algoritmo 1
94,1.0 49558555.0 10000.0 25.0 0.99,1757.501746549606,1378.96854066849,2008.49242734909,142.6706186072319,1823.56106543541,145839523.66,145514442.0,146568395.0,211041.34329708276,145827310.0,Algoritmo 1
95,1.0 49558555.0 10000.0 30.0 0.79,102.9739581871033,79.6283524036407,114.52552366256701,7.624259498204328,105.1897209882735,147334896.26,145592185.0,148491045.0,685194.4667854375,147460637.0,Algoritmo 1
96,1.0 49558555.0 10000.0 30.0 0.84,131.3306825637817,102.55108928680401,151.868631124496,13.194441937431245,138.615433573723,147142721.96,145649290.0,148297321.0,736454.1879051396,147203073.5,Algoritmo 1
97,1.0 49558555.0 10000.0 30.0 0.89,200.26516212463378,154.704073429108,229.64994764328,18.261716281695893,209.2620280981065,147074882.08,145735532.0,148106560.0,598003.0541401033,147242108.5,Algoritmo 1
98,1.0 49558555.0 10000.0 30.0 0.94,385.0126758003235,348.042522907257,456.018591403961,26.70771751684601,386.51541900634754,146512596.3,145700613.0,147627765.0,555859.6935124227,146405693.5,Algoritmo 1
99,1.0 49558555.0 10000.0 30.0 0.99,2063.416843991279,1682.67226076126,2402.12745642662,177.58540611740025,2161.3732770681354,145902457.7,145562296.0,146316370.0,217319.25832232475,145853417.0,Algoritmo 1
100,1.0 49558555.0 100000.0 15.0 0.79,37.883817601203916,34.7336220741272,41.9275550842285,1.5500384085807557,38.30002737045285,148230217.68,146129796.0,148872895.0,702386.6840189383,148672714.0,Algoritmo 1
101,1.0 49558555.0 100000.0 15.0 0.84,47.95733370780945,38.451740980148294,56.204852104187005,5.202154909483566,50.9587490558624,148123112.16,145604594.0,148855642.0,834748.6744311401,148525715.5,Algoritmo 1
102,1.0 49558555.0 100000.0 15.0 0.89,72.32630454540252,56.51801443099979,83.8625116348267,7.245211543120656,76.39730274677275,147820899.4,145736626.0,148818185.0,804778.0519575644,148023496.5,Algoritmo 1
103,1.0 49558555.0 100000.0 15.0 0.94,132.58204066276556,105.109862804413,153.010736227036,15.33518477885842,141.405612111092,147724272.28,145574172.0,148811191.0,907721.8983525836,147891671.0,Algoritmo 1
104,1.0 49558555.0 100000.0 15.0 0.99,855.2864560842514,744.367401361465,1038.0944442749,70.71024558452785,865.9927618503569,146451879.1,145502957.0,147645459.0,527110.5989461775,146374722.5,Algoritmo 1
105,1.0 49558555.0 100000.0 20.0 0.79,48.93672154903412,39.007457494735704,55.295905828476,4.417183449868657,50.9428007602692,147929578.74,145718041.0,148987353.0,878454.8887525515,148214103.5,Algoritmo 1
106,1.0 49558555.0 100000.0 20.0 0.84,63.964397683143616,51.1811013221741,74.1684002876282,6.884762608742376,67.9056885242462,147703755.28,145868287.0,148767151.0,823653.8114843984,147825897.5,Algoritmo 1
107,1.0 49558555.0 100000.0 20.0 0.89,96.44839401245119,75.1379117965698,111.16321516036999,9.643387885139523,101.932454943657,147389172.64,145514845.0,148749614.0,996946.0560852166,147634810.5,Algoritmo 1
108,1.0 49558555.0 100000.0 20.0 0.94,175.89493865489956,140.979101657867,204.10699057578998,19.977116929556658,187.98725450038899,146997393.02,145532431.0,148735134.0,924431.24017138,146871230.0,Algoritmo 1
109,1.0 49558555.0 100000.0 20.0 0.99,1053.52851090908,805.314605474472,1373.44600772858,117.88049274966865,1063.81283545494,146343650.06,145478073.0,147662083.0,490627.3477789726,146333622.5,Algoritmo 1
110,1.0 49558555.0 100000.0 25.0 0.79,62.817828402519226,48.523396730423,69.2473654747009,4.6066400304080055,64.14042854309079,147627471.76,145527224.0,148911727.0,1036224.2757787554,147850565.0,Algoritmo 1
111,1.0 49558555.0 100000.0 25.0 0.84,80.26435351371765,62.9408440589905,92.92571091651921,8.054132878579619,84.48162829875946,147796072.76,145634202.0,149063722.0,855730.7173183548,147910953.0,Algoritmo 1
112,1.0 49558555.0 100000.0 25.0 0.89,122.07506873130797,94.0064907073975,139.181274652481,10.862963914295706,127.2080537080765,147817099.44,145890674.0,148764081.0,816878.9031023387,148006554.0,Algoritmo 1
113,1.0 49558555.0 100000.0 25.0 0.94,225.35827538490295,188.238063335419,255.547508478165,19.172856442277446,234.76369988918302,147352074.86,145436157.0,148737741.0,834590.5462772922,147427928.0,Algoritmo 1
114,1.0 49558555.0 100000.0 25.0 0.99,1275.0004688549043,1008.1814794540401,1471.4169459343,112.78327699197241,1332.7743519544601,146226312.56,145660461.0,147696224.0,442007.06302483816,146099767.0,Algoritmo 1
115,1.0 49558555.0 100000.0 30.0 0.79,72.06793701171875,57.50586915016171,83.52074766159059,8.013509408819349,76.46309173107144,147790638.1,146075693.0,148793090.0,900747.1603882861,148060702.5,Algoritmo 1
116,1.0 49558555.0 100000.0 30.0 0.84,96.39626115798954,75.2307066917419,111.45037841796899,9.654882267624922,101.51209831237799,147864489.72,145855007.0,148774003.0,904436.871275567,148188325.5,Algoritmo 1
117,1.0 49558555.0 100000.0 30.0 0.89,145.93563075542446,113.01216340065001,167.411743879318,13.06729428576038,152.2030740976335,147604293.54,145732161.0,148945595.0,937409.8516885686,147728727.0,Algoritmo 1
118,1.0 49558555.0 100000.0 30.0 0.94,282.2184188365937,254.72893500328098,341.051039457321,21.066618685555806,282.9065997600555,146896064.28,145759484.0,148678509.0,813797.8752079797,146646616.0,Algoritmo 1
119,1.0 49558555.0 100000.0 30.0 0.99,1482.6743130016328,1206.1666405201,1757.3644337654098,126.2979117831854,1527.0583782196052,146136304.82,145444934.0,147822572.0,502566.11523004214,146055307.0,Algoritmo 1
120,2.0 14867566.5 1000.0 15.0 0.79,53.96917992115021,41.0257761478424,65.8528287410736,5.817217030090874,56.2624307870865,146406511.58,145406217.0,148155666.0,773576.0037861824,146273279.0,Algoritmo 2
121,2.0 14867566.5 1000.0 15.0 0.84,71.68833364486694,56.2096343040466,83.58951950073241,7.256562336875163,74.1318302154541,146168003.66,145424572.0,148025574.0,705956.061308195,145964960.5,Algoritmo 2
122,2.0 14867566.5 1000.0 15.0 0.89,105.66220183372505,81.9611966609955,122.304183483124,11.04002451445085,109.587182402611,145962555.82,145412180.0,147548797.0,554994.577868998,145825312.5,Algoritmo 2
123,2.0 14867566.5 1000.0 15.0 0.94,198.2461191797257,152.580454111099,226.37199473381,20.507523552801153,205.70119357109053,145736874.98,145400229.0,147074871.0,364178.02234758704,145619364.0,Algoritmo 2
124,2.0 14867566.5 1000.0 15.0 0.99,1223.0655859327314,985.607469797135,1415.14905142784,118.48328979614504,1281.7043595314049,145456607.26,145009605.0,145696108.0,92533.99632761785,145448020.5,Algoritmo 2
125,2.0 14867566.5 1000.0 20.0 0.79,70.94441957950592,54.03601431846621,82.11142826080321,7.341159002931179,73.3492982387543,146249276.62,145406167.0,147999089.0,738353.3206077463,146056318.5,Algoritmo 2
126,2.0 14867566.5 1000.0 20.0 0.84,95.45812457084659,74.39607167243959,111.574221134186,9.729065816823391,98.2983227968216,146222356.58,145447783.0,148011475.0,636439.8012702392,146073114.5,Algoritmo 2
127,2.0 14867566.5 1000.0 20.0 0.89,140.98689671993256,109.532485246658,162.951409578323,14.679318228213472,146.164630770683,145825109.5,145418068.0,147243065.0,365523.2136803827,145716526.5,Algoritmo 2
128,2.0 14867566.5 1000.0 20.0 0.94,264.8602653121948,204.711986780167,306.90917420387296,27.956039454843506,274.8570821285245,145682713.4,145400229.0,146813001.0,288598.23410861724,145588115.0,Algoritmo 2
129,2.0 14867566.5 1000.0 20.0 0.99,1622.7828352832794,1373.45319271088,1877.9018268585198,155.0772772344651,1683.44640648365,145450363.18,145400229.0,145570459.0,42606.2135986271,145440792.0,Algoritmo 2
130,2.0 14867566.5 1000.0 25.0 0.79,87.73575969219208,67.9086067676544,102.283249855042,8.870696314998398,90.49089813232425,146180535.06,145412155.0,148289394.0,761966.5475298957,145912635.0,Algoritmo 2
131,2.0 14867566.5 1000.0 25.0 0.84,119.35078072071079,92.28954243659972,139.650187969208,12.17003413449742,123.1488428115845,145934118.48,145412180.0,147754506.0,553791.0797950256,145717865.5,Algoritmo 2
132,2.0 14867566.5 1000.0 25.0 0.89,176.0977733516693,136.892642021179,203.474613189697,18.33095453821788,182.711662054062,145792896.58,145308545.0,146922068.0,450490.55417699664,145636518.0,Algoritmo 2
133,2.0 14867566.5 1000.0 25.0 0.94,330.69503167629244,254.495201826096,383.941876411438,34.61573672604444,343.329723119736,145620529.44,145400229.0,146252303.0,202854.54976794962,145553983.0,Algoritmo 2
134,2.0 14867566.5 1000.0 25.0 0.99,1986.8865951347345,1561.37318015099,2354.70214319229,189.37075945888128,2023.9240181446048,145444145.08,145400229.0,145561277.0,39741.29380094541,145430131.5,Algoritmo 2
135,2.0 14867566.5 1000.0 30.0 0.79,105.25261386394497,81.2017323970795,122.425147294998,10.649140252434979,108.95670700073251,145922013.38,145412180.0,147249031.0,468402.8328278325,145755751.5,Algoritmo 2
136,2.0 14867566.5 1000.0 30.0 0.84,143.00254369735717,111.43871092796302,167.51325845718398,14.661313946506818,147.844428062439,145932237.68,145406217.0,147066922.0,437423.1048565969,145823106.0,Algoritmo 2
137,2.0 14867566.5 1000.0 30.0 0.89,211.1715325021744,162.559518098831,241.90114569664,21.94461262210507,218.8772732019425,145752781.38,145412155.0,146815815.0,337176.7249277078,145673156.5,Algoritmo 2
138,2.0 14867566.5 1000.0 30.0 0.94,395.99287060260775,306.727510929108,461.095747709274,40.70761648516648,411.669542193413,145612617.34,145406192.0,146001916.0,170285.8794611627,145587387.0,Algoritmo 2
139,2.0 14867566.5 1000.0 30.0 0.99,2400.7289269018174,1944.6754243373898,2841.59625172615,226.88490027845216,2428.6324025392546,145430994.82,145400229.0,145538394.0,31195.967396830027,145424181.0,Algoritmo 2
140,2.0 14867566.5 10000.0 15.0 0.79,40.45443919181824,30.6033384799957,49.4911890029907,4.378022242639458,41.717183351516695,146966023.26,145400229.0,148549470.0,963015.2953184163,147275670.0,Algoritmo 2
141,2.0 14867566.5 10000.0 15.0 0.84,53.73569719791412,41.6925168037415,63.01972079277039,5.506776984031394,55.51213991641995,146222495.42,145400229.0,148360372.0,837887.3239886988,145840417.0,Algoritmo 2
142,2.0 14867566.5 10000.0 15.0 0.89,80.17893092632293,62.46017599105829,92.72736716270451,8.365004569165675,82.75381517410275,146179069.04,145425479.0,148201426.0,706781.774564634,145988352.0,Algoritmo 2
143,2.0 14867566.5 10000.0 15.0 0.94,151.30016943931582,117.492219209671,172.908585786819,15.559401383534448,157.3836624622345,145875396.22,145400229.0,147378377.0,472857.6601232946,145698871.5,Algoritmo 2
144,2.0 14867566.5 10000.0 15.0 0.99,931.5709046554567,785.522113084793,1072.14452147484,86.95154188534902,973.8516668081279,145493866.7,145400229.0,145954550.0,107642.55011848336,145461080.0,Algoritmo 2
145,2.0 14867566.5 10000.0 20.0 0.79,53.12881957054138,40.928059339523294,61.9445176124573,5.394241232525485,54.9510964155197,146639984.34,145483079.0,148040707.0,879238.7484724339,146577023.0,Algoritmo 2
146,2.0 14867566.5 10000.0 20.0 0.84,71.56918448925018,55.360327959060704,83.478785276413,7.307064210798534,74.0435787439346,146455233.76,145476134.0,148506694.0,808652.9450348986,146375602.5,Algoritmo 2
147,2.0 14867566.5 10000.0 20.0 0.89,106.9292625570297,83.4302225112915,123.393294095993,11.102673391639419,110.80424523353551,146152470.04,145400229.0,147932743.0,683140.3377366448,145982847.0,Algoritmo 2
148,2.0 14867566.5 10000.0 20.0 0.94,201.95944477558135,155.912714242935,233.90501403808602,21.27257383670064,209.46694958210003,145754559.32,145406192.0,147533791.0,386131.2518902666,145681518.0,Algoritmo 2
149,2.0 14867566.5 10000.0 20.0 0.99,1229.799832358361,977.917972803116,1430.1933605670902,124.00964023461555,1277.890334248545,145477840.18,145400229.0,145742564.0,78833.39696219865,145456645.0,Algoritmo 2
150,2.0 14867566.5 10000.0 25.0 0.79,66.32317768096924,51.1643486022949,77.3155360221863,6.700858347830087,68.5946751832962,146592591.22,145400229.0,148286574.0,887068.5602244884,146443330.5,Algoritmo 2
151,2.0 14867566.5 10000.0 25.0 0.84,89.48911509513854,69.891482591629,104.510139226913,8.989649805321413,92.33446085453036,146186971.9,145400229.0,148084215.0,721017.6532786412,145993134.0,Algoritmo 2
152,2.0 14867566.5 10000.0 25.0 0.89,133.6218894147873,102.637614965439,154.453707456589,13.97702301580771,138.0692439079285,145865621.32,145400229.0,147343278.0,463127.24928836315,145682267.5,Algoritmo 2
153,2.0 14867566.5 10000.0 25.0 0.94,251.73198363780978,194.21863865852401,293.593796491623,25.998758655321488,261.9399836063385,145668949.58,145400229.0,146840952.0,298221.5817674523,145557808.0,Algoritmo 2
154,2.0 14867566.5 10000.0 25.0 0.99,1510.6573522233969,1209.77016353607,1789.7577316760999,142.0183803397165,1538.2573302984251,145468869.3,145400229.0,145655507.0,60920.3164976469,145457016.5,Algoritmo 2
155,2.0 14867566.5 10000.0 30.0 0.79,79.48809689998626,61.71376729011539,92.7149403095245,8.056992739791603,82.08054089546205,146484438.36,145431313.0,148530715.0,811215.0228006251,146239493.5,Algoritmo 2
156,2.0 14867566.5 10000.0 30.0 0.84,107.11722559452056,82.9703695774078,125.354593276978,11.11214535131272,111.05127084255201,146251951.66,145467054.0,147998745.0,652980.2760981754,146239788.5,Algoritmo 2
157,2.0 14867566.5 10000.0 30.0 0.89,160.2079026174546,123.44623923301701,183.02942967414901,16.514831167460535,166.2275235652925,145860401.02,145400229.0,147242879.0,475095.89235697355,145659861.0,Algoritmo 2
158,2.0 14867566.5 10000.0 30.0 0.94,303.8701534175873,233.160686016083,350.69135189056396,30.740987191386,319.336536884308,145702353.06,145418609.0,147199887.0,324534.7665696618,145577668.5,Algoritmo 2
159,2.0 14867566.5 10000.0 30.0 0.99,1830.7870275402079,1567.70634555817,2150.3566069603,161.9448383502803,1846.1709228754048,145446676.06,145266801.0,145640229.0,54060.882418375935,145437493.5,Algoritmo 2
160,2.0 14867566.5 100000.0 15.0 0.79,28.64243983745575,21.8884928226471,33.660918951034496,3.0129008185983195,29.65078711509705,147223244.24,145400229.0,148886309.0,1078419.1721561244,147352888.0,Algoritmo 2
161,2.0 14867566.5 100000.0 15.0 0.84,37.08434739112854,28.9768817424774,43.384964466095,3.7932442718317816,38.224494099617004,147135698.0,145474265.0,148882443.0,1156391.1589480191,147268979.0,Algoritmo 2
162,2.0 14867566.5 100000.0 15.0 0.89,54.799682145118716,42.4112505912781,63.4330351352692,5.738010238249937,56.88038086891174,146824510.42,145436107.0,148748642.0,1005134.4848333214,146688495.0,Algoritmo 2
163,2.0 14867566.5 100000.0 15.0 0.94,102.84725352764133,79.56750226020809,117.42606377601601,10.537735079851437,106.7737008333205,146492086.9,145406217.0,148548086.0,960972.5310855613,146144464.0,Algoritmo 2
164,2.0 14867566.5 100000.0 15.0 0.99,634.2577796220779,538.407821893692,736.784817457199,60.643319142659884,657.4042068719864,145667695.72,145400229.0,146458593.0,244691.75631669443,145586233.0,Algoritmo 2
165,2.0 14867566.5 100000.0 20.0 0.79,37.69630929946899,29.1006662845612,43.8529539108276,3.812140553838661,39.058972239494345,147094823.12,145400229.0,148738491.0,1117338.0001024965,147296099.5,Algoritmo 2
166,2.0 14867566.5 100000.0 20.0 0.84,49.441801505088804,38.3404948711395,57.758092641830395,5.047558305516743,51.05137145519255,147218876.32,145448133.0,148742764.0,913682.3852974703,147301624.5,Algoritmo 2
167,2.0 14867566.5 100000.0 20.0 0.89,72.99990618228912,57.0380971431732,84.5153238773346,7.576179477869327,75.55270159244535,146927859.42,145448374.0,148864354.0,936052.3996573967,146939305.0,Algoritmo 2
168,2.0 14867566.5 100000.0 20.0 0.94,137.47100090503693,105.890699386597,159.560974597931,14.498664405562353,142.403440356255,146201101.7,145406192.0,148556627.0,784417.6251450849,146044497.0,Algoritmo 2
169,2.0 14867566.5 100000.0 20.0 0.99,827.6595517539978,650.809293031693,981.009938001633,79.47894111595693,843.8588082790375,145635397.72,145405717.0,146038194.0,184679.6898270459,145630430.5,Algoritmo 2
170,2.0 14867566.5 100000.0 25.0 0.79,47.08897777080536,36.3505229949951,54.7346749305725,4.729980559919225,48.61807000637056,146985533.14,145406192.0,148891672.0,1144818.2254763134,146981646.5,Algoritmo 2
171,2.0 14867566.5 100000.0 25.0 0.84,61.685160341262815,48.3229494094849,72.0245521068573,6.2258351200202,63.6420742273331,146834284.56,145406017.0,148731957.0,1002034.2440936503,146780388.0,Algoritmo 2
172,2.0 14867566.5 100000.0 25.0 0.89,91.2351033639908,70.1475825309753,105.34576368331899,9.595571606137389,94.4326788187027,146502547.62,145424647.0,148795366.0,1025152.5130558528,146069930.5,Algoritmo 2
173,2.0 14867566.5 100000.0 25.0 0.94,171.2969110822677,132.068826913834,199.667742729187,17.674236954218543,177.977585077286,146137937.12,145406092.0,148097518.0,684206.5021542164,145889341.0,Algoritmo 2
174,2.0 14867566.5 100000.0 25.0 0.99,1044.86443444252,895.953533887863,1231.5013525486,92.1329398797851,1054.56845843792,145590321.38,145404121.0,146163024.0,182960.29552860337,145523406.0,Algoritmo 2
175,2.0 14867566.5 100000.0 30.0 0.79,56.36663997650147,43.98801445960999,65.9083549976349,5.706548013953669,58.3053642511368,146878171.26,145400229.0,148758801.0,1023156.9125686303,146660545.0,Algoritmo 2
176,2.0 14867566.5 100000.0 30.0 0.84,73.92207537174224,57.2912404537201,86.76237010955809,7.764417839375091,76.55184340476991,146928233.96,145459934.0,148736522.0,996864.0518749635,146888605.5,Algoritmo 2
177,2.0 14867566.5 100000.0 30.0 0.89,109.357598695755,83.87010097503659,124.919974088669,11.352473511701321,113.39933943748451,146755471.88,145442611.0,148808988.0,1046459.9982965825,146664855.0,Algoritmo 2
178,2.0 14867566.5 100000.0 30.0 0.94,206.9504519844055,159.2333548069,240.150367259979,20.897470454025097,216.954440355301,145961996.18,145400229.0,148047635.0,630753.9641975191,145701218.0,Algoritmo 2
179,2.0 14867566.5 100000.0 30.0 0.99,1247.2656679105755,1075.5319955349,1481.30240392685,113.1168907858915,1265.069801449775,145589395.02,145405217.0,146046111.0,153495.57692191468,145550129.0,Algoritmo 2
180,2.0 49558555.0 1000.0 15.0 0.79,60.02919826030731,45.592135429382296,72.70353269577029,6.41815011208296,62.323076963424704,146468750.34,145439396.0,148035011.0,850778.964466037,146371297.5,Algoritmo 2
181,2.0 49558555.0 1000.0 15.0 0.84,80.54922107219696,62.903160095214794,94.367035150528,8.174201940033395,83.0333675146103,146354345.7,145406217.0,147592765.0,684528.7060992314,146180442.0,Algoritmo 2
182,2.0 49558555.0 1000.0 15.0 0.89,118.39060180664066,92.1458756923676,136.867651224136,12.343572176664404,122.56223988533048,146045721.54,145424647.0,147317464.0,588512.3144644421,145888307.0,Algoritmo 2
183,2.0 49558555.0 1000.0 15.0 0.94,222.43608683586123,171.904199361801,253.46275949478198,22.90125358330237,230.88257265090948,145781666.24,145394459.0,147481298.0,444852.15895655553,145588121.0,Algoritmo 2
184,2.0 49558555.0 1000.0 15.0 0.99,1378.814814724922,1162.6549477577198,1590.45523238182,128.69951367700693,1442.285105228425,145456595.3,145400229.0,145630228.0,60756.43084539635,145436144.5,Algoritmo 2
185,2.0 49558555.0 1000.0 20.0 0.79,78.77622953891753,60.9689836502075,91.51959347724909,7.947611679085396,81.5964424610138,146131904.78,145418634.0,147787319.0,640136.9970796044,145908612.5,Algoritmo 2
186,2.0 49558555.0 1000.0 20.0 0.84,107.36964744091033,83.7874677181244,125.61267066001899,10.899167328100416,110.5435526371005,146021168.06,145400229.0,147450841.0,621530.9382177636,145799938.0,Algoritmo 2
187,2.0 49558555.0 1000.0 20.0 0.89,157.91405152320866,123.006252765656,182.360369205475,16.438212922137186,163.7741664648055,145908236.38,145406217.0,147481438.0,530754.340897545,145721810.5,Algoritmo 2
188,2.0 49558555.0 1000.0 20.0 0.94,297.1953298711777,229.365048885345,344.221635103226,31.40388908113725,308.07748568058,145612550.06,145400229.0,146208609.0,206359.62983354361,145544289.0,Algoritmo 2
189,2.0 49558555.0 1000.0 20.0 0.99,1825.0857066822052,1544.94055008888,2110.8387906551397,173.7995414561784,1892.77528202534,145435890.86,144861969.0,145564237.0,92237.12463105348,145433990.5,Algoritmo 2
190,2.0 49558555.0 1000.0 25.0 0.79,98.51778778076172,75.99049925804141,115.09941649437,10.004127608296978,101.9194608926775,146177125.42,145400229.0,147470814.0,682706.8909265045,145936832.0,Algoritmo 2
191,2.0 49558555.0 1000.0 25.0 0.84,134.16493695735934,104.153157949448,157.175337553024,13.637619992071299,138.137310028076,145846045.54,145412205.0,147841612.0,455906.333895247,145701645.0,Algoritmo 2
192,2.0 49558555.0 1000.0 25.0 0.89,197.28633566379554,153.223296165466,228.069713830948,20.48554965497415,204.135227560997,145872168.52,145400229.0,147287991.0,482600.135965467,145679250.0,Algoritmo 2
193,2.0 49558555.0 1000.0 25.0 0.94,370.4561193275451,285.862717151642,431.55590271949796,38.45988074086576,385.12370634078997,145562035.76,145400229.0,146051621.0,173791.4337303875,145491584.5,Algoritmo 2
194,2.0 49558555.0 1000.0 25.0 0.99,2234.053131327629,1754.4291977882401,2649.3949823379503,214.93664295408058,2278.3052828311947,145432406.94,144956661.0,145503019.0,75700.03094313928,145434558.5,Algoritmo 2
195,2.0 49558555.0 1000.0 30.0 0.79,117.97198161125176,91.4085326194763,137.528305530548,11.918704366194289,121.6104769706725,146047100.34,145400229.0,148114991.0,620017.7664941153,145804070.5,Algoritmo 2
196,2.0 49558555.0 1000.0 30.0 0.84,160.67646831989288,125.16183519363399,188.616632461548,16.563150200871444,166.194868326187,145827757.46,145412080.0,147038375.0,368471.362300796,145750141.0,Algoritmo 2
197,2.0 49558555.0 1000.0 30.0 0.89,236.45750842571252,181.697736024857,270.074084997177,24.47162924923063,245.6241686344145,145712517.68,145400229.0,146838067.0,336072.69741679035,145617989.5,Algoritmo 2
198,2.0 49558555.0 1000.0 30.0 0.94,445.2117347288131,343.24140357971197,517.5826258659359,44.95611238490931,461.79444396495796,145575591.7,145400229.0,146022079.0,168033.70771162648,145522913.0,Algoritmo 2
199,2.0 49558555.0 1000.0 30.0 0.99,2709.1561401605604,2320.5823404789003,3192.25497698784,241.3281221997826,2733.931285738945,145444299.02,145352601.0,145612318.0,47623.94308066703,145433255.0,Algoritmo 2
200,2.0 49558555.0 10000.0 15.0 0.79,48.24350456237793,36.6364707946777,58.078481912612894,5.190726864914596,49.931117773056,146974744.98,145537778.0,148259796.0,896300.0015186354,147201564.5,Algoritmo 2
