"nodes";"arcs";"algorithm";"t0";"tf";"it";"lambda";"cost";"total_time"
"300";"6320";"1";"14867566.5";"1000";"15";"0.79";"148023562";"58.2359716892242"
"300";"6320";"1";"49558555";"1000";"15";"0.79";"147068937";"65.4864828586578"
"300";"6320";"1";"14867566.5";"10000";"15";"0.79";"148183665";"44.1308624744415"
"300";"6320";"1";"49558555";"10000";"15";"0.79";"148453334";"52.7226812839508"
"300";"6320";"1";"14867566.5";"1e+05";"15";"0.79";"147046170";"31.3561036586761"
"300";"6320";"1";"49558555";"1e+05";"15";"0.79";"148345717";"38.4849951267242"
"300";"6320";"1";"14867566.5";"1000";"20";"0.79";"148159931";"77.8248083591461"
"300";"6320";"1";"49558555";"1000";"20";"0.79";"147086095";"87.3629517555237"
"300";"6320";"1";"14867566.5";"10000";"20";"0.79";"148601457";"58.6991558074951"
"300";"6320";"1";"49558555";"10000";"20";"0.79";"148636224";"70.4473822116852"
"300";"6320";"1";"14867566.5";"1e+05";"20";"0.79";"148675665";"42.0527913570404"
"300";"6320";"1";"49558555";"1e+05";"20";"0.79";"148425160";"51.3926420211792"
"300";"6320";"1";"14867566.5";"1000";"25";"0.79";"146180876";"97.4608578681946"
"300";"6320";"1";"49558555";"1000";"25";"0.79";"148308229";"109.526049613953"
"300";"6320";"1";"14867566.5";"10000";"25";"0.79";"147369572";"73.5991673469543"
"300";"6320";"1";"49558555";"10000";"25";"0.79";"147865555";"87.9057588577271"
"300";"6320";"1";"14867566.5";"1e+05";"25";"0.79";"148586724";"52.3906064033508"
"300";"6320";"1";"49558555";"1e+05";"25";"0.79";"147647126";"64.0832953453064"
"300";"6320";"1";"14867566.5";"1000";"30";"0.79";"146918316";"116.90984416008"
"300";"6320";"1";"49558555";"1000";"30";"0.79";"146981289";"131.201224327087"
"300";"6320";"1";"14867566.5";"10000";"30";"0.79";"148192923";"88.6190114021301"
"300";"6320";"1";"49558555";"10000";"30";"0.79";"147854833";"105.265271663666"
"300";"6320";"1";"14867566.5";"1e+05";"30";"0.79";"147383578";"62.5180444717407"
"300";"6320";"1";"49558555";"1e+05";"30";"0.79";"148035390";"76.833927154541"
"300";"6320";"1";"14867566.5";"1000";"15";"0.84";"146579865";"79.7040674686432"
"300";"6320";"1";"49558555";"1000";"15";"0.84";"146608137";"89.519816160202"
"300";"6320";"1";"14867566.5";"10000";"15";"0.84";"147362473";"59.4216849803925"
"300";"6320";"1";"49558555";"10000";"15";"0.84";"147700267";"69.6155068874359"
"300";"6320";"1";"14867566.5";"1e+05";"15";"0.84";"148552475";"41.2394022941589"
"300";"6320";"1";"49558555";"1e+05";"15";"0.84";"148446405";"51.0217497348785"
"300";"6320";"1";"14867566.5";"1000";"20";"0.84";"145836396";"106.02059173584"
"300";"6320";"1";"49558555";"1000";"20";"0.84";"147942335";"119.247690439224"
"300";"6320";"1";"14867566.5";"10000";"20";"0.84";"147861020";"79.5600955486298"
"300";"6320";"1";"49558555";"10000";"20";"0.84";"147601581";"92.832989692688"
"300";"6320";"1";"14867566.5";"1e+05";"20";"0.84";"147765964";"54.7333557605743"
"300";"6320";"1";"49558555";"1e+05";"20";"0.84";"147980083";"68.4461481571198"
"300";"6320";"1";"14867566.5";"1000";"25";"0.84";"147828154";"132.878900766373"
"300";"6320";"1";"49558555";"1000";"25";"0.84";"146826120";"149.344385147095"
"300";"6320";"1";"14867566.5";"10000";"25";"0.84";"146471731";"99.4733316898346"
"300";"6320";"1";"49558555";"10000";"25";"0.84";"147751074";"116.272242546082"
