"nodes";"arcs";"algorithm";"t0";"tf";"it";"lambda";"cost";"total_time"
"300";"6320";"1";"14867566.5";"1000";"15";"0.79";"147607949";"58.2018041610718"
"300";"6320";"1";"49558555";"1000";"15";"0.79";"147164297";"64.9814748764038"
"300";"6320";"1";"14867566.5";"10000";"15";"0.79";"146319667";"44.0650596618652"
"300";"6320";"1";"49558555";"10000";"15";"0.79";"148541985";"52.6238420009613"
"300";"6320";"1";"14867566.5";"1e+05";"15";"0.79";"148197687";"31.3205609321594"
"300";"6320";"1";"49558555";"1e+05";"15";"0.79";"148736337";"38.2987022399902"
"300";"6320";"1";"14867566.5";"1000";"20";"0.79";"147032522";"77.3553800582886"
"300";"6320";"1";"49558555";"1000";"20";"0.79";"147481838";"87.2534956932068"
"300";"6320";"1";"14867566.5";"10000";"20";"0.79";"145681665";"58.8839185237885"
"300";"6320";"1";"49558555";"10000";"20";"0.79";"146150080";"70.3065757751465"
"300";"6320";"1";"14867566.5";"1e+05";"20";"0.79";"148344138";"41.783509016037"
"300";"6320";"1";"49558555";"1e+05";"20";"0.79";"147001106";"51.1456398963928"
"300";"6320";"1";"14867566.5";"1000";"25";"0.79";"146024645";"97.2001278400421"
"300";"6320";"1";"49558555";"1000";"25";"0.79";"145788400";"109.449679374695"
"300";"6320";"1";"14867566.5";"10000";"25";"0.79";"145757265";"73.3983747959137"
"300";"6320";"1";"49558555";"10000";"25";"0.79";"146571442";"87.810980796814"
"300";"6320";"1";"14867566.5";"1e+05";"25";"0.79";"146972438";"52.2394394874573"
"300";"6320";"1";"49558555";"1e+05";"25";"0.79";"147972189";"64.0042736530304"
"300";"6320";"1";"14867566.5";"1000";"30";"0.79";"146532427";"117.16540145874"
"300";"6320";"1";"49558555";"1000";"30";"0.79";"146519910";"130.534504652023"
"300";"6320";"1";"14867566.5";"10000";"30";"0.79";"146846681";"88.2047367095947"
"300";"6320";"1";"49558555";"10000";"30";"0.79";"146529438";"105.40841460228"
"300";"6320";"1";"14867566.5";"1e+05";"30";"0.79";"147621100";"62.7889692783356"
"300";"6320";"1";"49558555";"1e+05";"30";"0.79";"147069511";"76.7356264591217"
"300";"6320";"1";"14867566.5";"1000";"15";"0.84";"146393663";"79.5940246582031"
"300";"6320";"1";"49558555";"1000";"15";"0.84";"147810670";"89.6273362636566"
"300";"6320";"1";"14867566.5";"10000";"15";"0.84";"148194779";"59.6909084320068"
"300";"6320";"1";"49558555";"10000";"15";"0.84";"147083037";"70.0430727005005"
"300";"6320";"1";"14867566.5";"1e+05";"15";"0.84";"147823754";"41.0988729000092"
"300";"6320";"1";"49558555";"1e+05";"15";"0.84";"147654853";"51.3200342655182"
"300";"6320";"1";"14867566.5";"1000";"20";"0.84";"148097557";"106.568596363068"
"300";"6320";"1";"49558555";"1000";"20";"0.84";"147264274";"119.670945882797"
"300";"6320";"1";"14867566.5";"10000";"20";"0.84";"148262648";"79.8479163646698"
"300";"6320";"1";"49558555";"10000";"20";"0.84";"146783430";"92.9016125202179"
"300";"6320";"1";"14867566.5";"1e+05";"20";"0.84";"148921673";"54.9683566093445"
"300";"6320";"1";"49558555";"1e+05";"20";"0.84";"146087691";"68.3824956417084"
"300";"6320";"1";"14867566.5";"1000";"25";"0.84";"147049055";"133.0199239254"
"300";"6320";"1";"49558555";"1000";"25";"0.84";"145925417";"149.489305973053"
"300";"6320";"1";"14867566.5";"10000";"25";"0.84";"148231634";"99.6826977729797"
"300";"6320";"1";"49558555";"10000";"25";"0.84";"146913817";"116.236331224442"
"300";"6320";"1";"14867566.5";"1e+05";"25";"0.84";"148846155";"68.4663760662079"
"300";"6320";"1";"49558555";"1e+05";"25";"0.84";"145634202";"85.5073730945587"
"300";"6320";"1";"14867566.5";"1000";"30";"0.84";"146775692";"159.242934703827"
"300";"6320";"1";"49558555";"1000";"30";"0.84";"146787091";"179.516478776932"
"300";"6320";"1";"14867566.5";"10000";"30";"0.84";"146765268";"119.465588092804"
"300";"6320";"1";"49558555";"10000";"30";"0.84";"147193557";"139.461990833282"
"300";"6320";"1";"14867566.5";"1e+05";"30";"0.84";"148684913";"82.4827499389648"
"300";"6320";"1";"49558555";"1e+05";"30";"0.84";"148665913";"102.406582355499"
