"nodes";"arcs";"algorithm";"t0";"tf";"it";"lambda";"cost";"total_time"
"300";"6320";"2";"14867566.5";"1000";"15";"0.79";"146302104";"56.7442998886108"
"300";"6320";"2";"49558555";"1000";"15";"0.79";"146716035";"63.2875678539276"
"300";"6320";"2";"14867566.5";"10000";"15";"0.79";"146389821";"42.5342574119568"
"300";"6320";"2";"49558555";"10000";"15";"0.79";"145736164";"50.8701627254486"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.79";"148690011";"30.3303728103638"
"300";"6320";"2";"49558555";"1e+05";"15";"0.79";"148631943";"36.9282703399658"
"300";"6320";"2";"14867566.5";"1000";"20";"0.79";"146322345";"74.899952173233"
"300";"6320";"2";"49558555";"1000";"20";"0.79";"147334511";"84.2285380363464"
"300";"6320";"2";"14867566.5";"10000";"20";"0.79";"146388230";"56.7243869304657"
"300";"6320";"2";"49558555";"10000";"20";"0.79";"145946045";"67.8560726642609"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.79";"147547034";"40.2820641994476"
"300";"6320";"2";"49558555";"1e+05";"20";"0.79";"146574276";"49.6002180576324"
"300";"6320";"2";"14867566.5";"1000";"25";"0.79";"145761355";"94.0289328098297"
"300";"6320";"2";"49558555";"1000";"25";"0.79";"147206400";"105.041178703308"
"300";"6320";"2";"14867566.5";"10000";"25";"0.79";"147548247";"70.9396893978119"
"300";"6320";"2";"49558555";"10000";"25";"0.79";"147154495";"84.7992870807648"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.79";"147864961";"50.527884721756"
"300";"6320";"2";"49558555";"1e+05";"25";"0.79";"146592232";"61.6414861679077"
"300";"6320";"2";"14867566.5";"1000";"30";"0.79";"145554814";"112.633003950119"
"300";"6320";"2";"49558555";"1000";"30";"0.79";"145941225";"126.323975086212"
"300";"6320";"2";"14867566.5";"10000";"30";"0.79";"145960337";"85.1152527332306"
"300";"6320";"2";"49558555";"10000";"30";"0.79";"145475708";"101.668946743011"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.79";"145400229";"60.4991631507874"
"300";"6320";"2";"49558555";"1e+05";"30";"0.79";"147860981";"74.4104640483856"
"300";"6320";"2";"14867566.5";"1000";"15";"0.84";"148025574";"76.9838359355927"
"300";"6320";"2";"49558555";"1000";"15";"0.84";"146807102";"86.4999022483826"
"300";"6320";"2";"14867566.5";"10000";"15";"0.84";"145699605";"57.8268914222717"
"300";"6320";"2";"49558555";"10000";"15";"0.84";"146655647";"67.304477930069"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.84";"145474265";"39.9399814605713"
"300";"6320";"2";"49558555";"1e+05";"15";"0.84";"147663105";"49.3734667301178"
"300";"6320";"2";"14867566.5";"1000";"20";"0.84";"145636577";"102.578025341034"
"300";"6320";"2";"49558555";"1000";"20";"0.84";"145600404";"115.386928796768"
"300";"6320";"2";"14867566.5";"10000";"20";"0.84";"145795495";"77.1474442481995"
"300";"6320";"2";"49558555";"10000";"20";"0.84";"147575819";"89.8132500648499"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.84";"146291821";"53.0791747570038"
"300";"6320";"2";"49558555";"1e+05";"20";"0.84";"145877577";"65.9139301776886"
"300";"6320";"2";"14867566.5";"1000";"25";"0.84";"145568531";"128.246685266495"
"300";"6320";"2";"49558555";"1000";"25";"0.84";"145549879";"144.395304918289"
"300";"6320";"2";"14867566.5";"10000";"25";"0.84";"145646059";"96.4527223110199"
