"nodes";"arcs";"algorithm";"t0";"tf";"it";"lambda";"cost";"total_time"
"300";"6320";"2";"14867566.5";"1000";"15";"0.79";"145549829";"41.7226946353912"
"300";"6320";"2";"49558555";"1000";"15";"0.79";"145780617";"46.6537172794342"
"300";"6320";"2";"14867566.5";"10000";"15";"0.79";"147570831";"31.3050930500031"
"300";"6320";"2";"49558555";"10000";"15";"0.79";"145666273";"37.453022480011"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.79";"147365494";"22.1839482784271"
"300";"6320";"2";"49558555";"1e+05";"15";"0.79";"148037802";"27.307412147522"
"300";"6320";"2";"14867566.5";"1000";"20";"0.79";"147385894";"55.2349061965942"
"300";"6320";"2";"49558555";"1000";"20";"0.79";"145913147";"61.9408855438232"
"300";"6320";"2";"14867566.5";"10000";"20";"0.79";"147765537";"42.051860332489"
"300";"6320";"2";"49558555";"10000";"20";"0.79";"146960517";"49.7300488948822"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.79";"148575791";"30.0188212394714"
"300";"6320";"2";"49558555";"1e+05";"20";"0.79";"147247785";"36.3587057590485"
"300";"6320";"2";"14867566.5";"1000";"25";"0.79";"145960070";"69.2433750629425"
"300";"6320";"2";"49558555";"1000";"25";"0.79";"145820100";"77.7550058364868"
"300";"6320";"2";"14867566.5";"10000";"25";"0.79";"147623185";"52.2181358337402"
"300";"6320";"2";"49558555";"10000";"25";"0.79";"145448033";"62.6907272338867"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.79";"148161060";"37.0599002838135"
"300";"6320";"2";"49558555";"1e+05";"25";"0.79";"147606507";"45.7840721607208"
"300";"6320";"2";"14867566.5";"1000";"30";"0.79";"147012325";"82.9926745891571"
"300";"6320";"2";"49558555";"1000";"30";"0.79";"145621542";"93.2536551952362"
"300";"6320";"2";"14867566.5";"10000";"30";"0.79";"148184755";"62.6895141601563"
"300";"6320";"2";"49558555";"10000";"30";"0.79";"147840202";"74.9305679798126"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.79";"145638396";"44.8404204845428"
"300";"6320";"2";"49558555";"1e+05";"30";"0.79";"146022039";"55.2375144958496"
"300";"6320";"2";"14867566.5";"1000";"15";"0.84";"145764250";"56.9445478916168"
"300";"6320";"2";"49558555";"1000";"15";"0.84";"145666609";"64.1950378417969"
"300";"6320";"2";"14867566.5";"10000";"15";"0.84";"145648850";"42.6708009243011"
"300";"6320";"2";"49558555";"10000";"15";"0.84";"145710313";"50.0390083789825"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.84";"145648980";"29.5382077693939"
"300";"6320";"2";"49558555";"1e+05";"15";"0.84";"145473017";"36.9694354534149"
"300";"6320";"2";"14867566.5";"1000";"20";"0.84";"146494607";"75.8609528541565"
