"nodes";"arcs";"algorithm";"t0";"tf";"it";"lambda";"cost";"total_time"
"300";"6320";"2";"14867566.5";"1000";"15";"0.79";"146853399";"54.6700210571289"
"300";"6320";"2";"49558555";"1000";"15";"0.79";"145528210";"60.8640172481537"
"300";"6320";"2";"14867566.5";"10000";"15";"0.79";"145616870";"40.843382358551"
"300";"6320";"2";"49558555";"10000";"15";"0.79";"145817781";"48.5859000682831"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.79";"148731205";"29.0090775489807"
"300";"6320";"2";"49558555";"1e+05";"15";"0.79";"145718552";"35.4507441520691"
"300";"6320";"2";"14867566.5";"1000";"20";"0.79";"145412155";"71.8948299884796"
"300";"6320";"2";"49558555";"1000";"20";"0.79";"147787319";"80.7821607589722"
"300";"6320";"2";"14867566.5";"10000";"20";"0.79";"145783886";"54.3581457138062"
"300";"6320";"2";"49558555";"10000";"20";"0.79";"146106588";"65.1725051403046"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.79";"145702767";"38.9025347232819"
"300";"6320";"2";"49558555";"1e+05";"20";"0.79";"146308195";"47.4404349327087"
"300";"6320";"2";"14867566.5";"1000";"25";"0.79";"146737068";"90.0399804115295"
"300";"6320";"2";"49558555";"1000";"25";"0.79";"145485366";"101.257043838501"
"300";"6320";"2";"14867566.5";"10000";"25";"0.79";"147489577";"68.2864861488342"
"300";"6320";"2";"49558555";"10000";"25";"0.79";"148394373";"81.3412270545959"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.79";"145736729";"48.3188691139221"
"300";"6320";"2";"49558555";"1e+05";"25";"0.79";"146115230";"59.191810131073"
"300";"6320";"2";"14867566.5";"1000";"30";"0.79";"146412439";"107.890387535095"
"300";"6320";"2";"49558555";"1000";"30";"0.79";"145741212";"120.928004980087"
"300";"6320";"2";"14867566.5";"10000";"30";"0.79";"145999061";"81.5126872062683"
"300";"6320";"2";"49558555";"10000";"30";"0.79";"146155741";"97.3792510032654"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.79";"147173665";"58.0334968566895"
"300";"6320";"2";"49558555";"1e+05";"30";"0.79";"145752036";"70.9820771217346"
"300";"6320";"2";"14867566.5";"1000";"15";"0.84";"145424572";"72.7930493354797"
"300";"6320";"2";"49558555";"1000";"15";"0.84";"147077516";"81.6828534603119"
"300";"6320";"2";"14867566.5";"10000";"15";"0.84";"145536994";"54.3684904575348"
"300";"6320";"2";"49558555";"10000";"15";"0.84";"145644340";"63.4911043643951"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.84";"148404946";"37.481271982193"
"300";"6320";"2";"49558555";"1e+05";"15";"0.84";"146406702";"46.5571618080139"
"300";"6320";"2";"14867566.5";"1000";"20";"0.84";"145588611";"96.9244639873505"
"300";"6320";"2";"49558555";"1000";"20";"0.84";"147450841";"109.128887891769"
"300";"6320";"2";"14867566.5";"10000";"20";"0.84";"147758218";"72.6014018058777"
"300";"6320";"2";"49558555";"10000";"20";"0.84";"146532653";"84.7364647388458"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.84";"148690109";"50.2141513824463"
"300";"6320";"2";"49558555";"1e+05";"20";"0.84";"148067657";"62.2362213134766"
"300";"6320";"2";"14867566.5";"1000";"25";"0.84";"146188858";"121.102635622025"
"300";"6320";"2";"49558555";"1000";"25";"0.84";"145686240";"136.437187194824"
"300";"6320";"2";"14867566.5";"10000";"25";"0.84";"146513383";"90.9204697608948"
"300";"6320";"2";"49558555";"10000";"25";"0.84";"145722283";"105.61337685585"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.84";"148731957";"62.7804601192474"
"300";"6320";"2";"49558555";"1e+05";"25";"0.84";"147653634";"77.8054852485657"
"300";"6320";"2";"14867566.5";"1000";"30";"0.84";"145626261";"145.347095012665"
"300";"6320";"2";"49558555";"1000";"30";"0.84";"145615747";"163.169886350632"
"300";"6320";"2";"14867566.5";"10000";"30";"0.84";"145939941";"109.062845468521"
"300";"6320";"2";"49558555";"10000";"30";"0.84";"147447952";"127.32991194725"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.84";"147199261";"75.6393876075745"
"300";"6320";"2";"49558555";"1e+05";"30";"0.84";"147545419";"93.5733859539032"
"300";"6320";"2";"14867566.5";"1000";"15";"0.89";"145674452";"108.082978010178"
"300";"6320";"2";"49558555";"1000";"15";"0.89";"147248674";"121.261306762695"
"300";"6320";"2";"14867566.5";"10000";"15";"0.89";"145955305";"81.7905194759369"
"300";"6320";"2";"49558555";"10000";"15";"0.89";"145527025";"96.3949184417725"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.89";"147501630";"55.9370801448822"
"300";"6320";"2";"49558555";"1e+05";"15";"0.89";"147324973";"70.1739060878754"
"300";"6320";"2";"14867566.5";"1000";"20";"0.89";"145578284";"143.616313934326"
"300";"6320";"2";"49558555";"1000";"20";"0.89";"145632032";"160.946618556976"
"300";"6320";"2";"14867566.5";"10000";"20";"0.89";"145729985";"108.682443141937"
"300";"6320";"2";"49558555";"10000";"20";"0.89";"145471560";"128.079820394516"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.89";"145727951";"74.4483697414398"
"300";"6320";"2";"49558555";"1e+05";"20";"0.89";"148544788";"93.2809882164001"
"300";"6320";"2";"14867566.5";"1000";"25";"0.89";"145760134";"179.692155122757"
"300";"6320";"2";"49558555";"1000";"25";"0.89";"145454121";"201.110575199127"
"300";"6320";"2";"14867566.5";"10000";"25";"0.89";"146389694";"136.253891944885"
"300";"6320";"2";"49558555";"10000";"25";"0.89";"146494347";"159.83801317215"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.89";"146637582";"92.9751622676849"
"300";"6320";"2";"49558555";"1e+05";"25";"0.89";"146131473";"116.763677835464"
"300";"6320";"2";"14867566.5";"1000";"30";"0.89";"145491193";"215.058630466461"
"300";"6320";"2";"49558555";"1000";"30";"0.89";"145685253";"241.275860309601"
"300";"6320";"2";"14867566.5";"10000";"30";"0.89";"145594139";"163.411043643951"
"300";"6320";"2";"49558555";"10000";"30";"0.89";"146663398";"191.638423204422"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.89";"147577397";"111.366061687469"
"300";"6320";"2";"49558555";"1e+05";"30";"0.89";"145847159";"139.760710000992"
"300";"6320";"2";"14867566.5";"1000";"15";"0.94";"145687922";"201.980065584183"
"300";"6320";"2";"49558555";"1000";"15";"0.94";"145430144";"226.521228790283"
"300";"6320";"2";"14867566.5";"10000";"15";"0.94";"145935172";"154.230808258057"
"300";"6320";"2";"49558555";"10000";"15";"0.94";"145733545";"179.028146982193"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.94";"148045389";"104.84276509285"
"300";"6320";"2";"49558555";"1e+05";"15";"0.94";"145781796";"131.058450937271"
"300";"6320";"2";"14867566.5";"1000";"20";"0.94";"145652276";"269.322639226913"
"300";"6320";"2";"49558555";"1000";"20";"0.94";"146161146";"302.598263502121"
"300";"6320";"2";"14867566.5";"10000";"20";"0.94";"145610873";"205.93398475647"
"300";"6320";"2";"49558555";"10000";"20";"0.94";"145451894";"238.447395086288"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.94";"145652498";"139.702776432037"
"300";"6320";"2";"49558555";"1e+05";"20";"0.94";"145891033";"174.218963861465"
"300";"6320";"2";"14867566.5";"1000";"25";"0.94";"145802839";"336.941517353058"
"300";"6320";"2";"49558555";"1000";"25";"0.94";"145531965";"378.18213558197"
"300";"6320";"2";"14867566.5";"10000";"25";"0.94";"145430044";"257.983820438385"
"300";"6320";"2";"49558555";"10000";"25";"0.94";"145406192";"299.025748729706"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.94";"145590688";"175.361626625061"
"300";"6320";"2";"49558555";"1e+05";"25";"0.94";"146673584";"219.0211186409"
"300";"6320";"2";"14867566.5";"1000";"30";"0.94";"145610953";"405.185347557068"
"300";"6320";"2";"49558555";"1000";"30";"0.94";"145503144";"455.324093341827"
"300";"6320";"2";"14867566.5";"10000";"30";"0.94";"145491988";"308.154444217682"
"300";"6320";"2";"49558555";"10000";"30";"0.94";"145667736";"358.628133058548"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.94";"145745715";"211.137270927429"
"300";"6320";"2";"49558555";"1e+05";"30";"0.94";"145957385";"262.1413667202"
"300";"6320";"2";"14867566.5";"1000";"15";"0.99";"145442977";"1238.82834362984"
"300";"6320";"2";"49558555";"1000";"15";"0.99";"145419150";"1394.6368021965"
"300";"6320";"2";"14867566.5";"10000";"15";"0.99";"145413038";"942.546726703644"
"300";"6320";"2";"49558555";"10000";"15";"0.99";"145582193";"1097.98834991455"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.99";"145545795";"645.202365636826"
"300";"6320";"2";"49558555";"1e+05";"15";"0.99";"145993400";"802.810644388199"
"300";"6320";"2";"14867566.5";"1000";"20";"0.99";"145442561";"1654.10745310783"
"300";"6320";"2";"49558555";"1000";"20";"0.99";"145497410";"1864.1563835144"
"300";"6320";"2";"14867566.5";"10000";"20";"0.99";"145676256";"1259.41294765472"
"300";"6320";"2";"49558555";"10000";"20";"0.99";"145448133";"1466.97605514526"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.99";"145469021";"860.817185163498"
"300";"6320";"2";"49558555";"1e+05";"20";"0.99";"145479869";"1067.77556872368"
"300";"6320";"2";"14867566.5";"1000";"25";"0.99";"145413656";"2065.99092912674"
"300";"6320";"2";"49558555";"1000";"25";"0.99";"145400229";"2326.34748935699"
"300";"6320";"2";"14867566.5";"10000";"25";"0.99";"145448745";"1570.38279032707"
"300";"6320";"2";"49558555";"10000";"25";"0.99";"145542464";"1830.86252331734"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.99";"145530613";"1077.25212359428"
"300";"6320";"2";"49558555";"1e+05";"25";"0.99";"145768308";"1335.64655447006"
"300";"6320";"2";"14867566.5";"1000";"30";"0.99";"145429329";"2484.03253483772"
"300";"6320";"2";"49558555";"1000";"30";"0.99";"145419287";"2791.31800985336"
"300";"6320";"2";"14867566.5";"10000";"30";"0.99";"145432942";"1888.62109088898"
"300";"6320";"2";"49558555";"10000";"30";"0.99";"145451166";"2197.88537955284"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.99";"145442511";"1293.15616226196"
"300";"6320";"2";"49558555";"1e+05";"30";"0.99";"145646776";"1610.6253015995"
