"nodes";"arcs";"algorithm";"t0";"tf";"it";"lambda";"cost";"total_time"
"300";"6320";"1";"14867566.5";"1000";"15";"0.79";"147172918";"59.6449506282806"
"300";"6320";"1";"49558555";"1000";"15";"0.79";"148156537";"66.5917069911957"
"300";"6320";"1";"14867566.5";"10000";"15";"0.79";"147703032";"44.6475293636322"
"300";"6320";"1";"49558555";"10000";"15";"0.79";"148294843";"53.2449967861176"
"300";"6320";"1";"14867566.5";"1e+05";"15";"0.79";"148498784";"31.7100365161896"
"300";"6320";"1";"49558555";"1e+05";"15";"0.79";"146870976";"38.5759789943695"
"300";"6320";"1";"14867566.5";"1000";"20";"0.79";"147132966";"78.3758842945099"
"300";"6320";"1";"49558555";"1000";"20";"0.79";"146873351";"88.1566293239594"
"300";"6320";"1";"14867566.5";"10000";"20";"0.79";"147999806";"59.5463497638702"
"300";"6320";"1";"49558555";"10000";"20";"0.79";"146751441";"70.8523826599121"
"300";"6320";"1";"14867566.5";"1e+05";"20";"0.79";"145971751";"39.9801259040833"
"300";"6320";"1";"49558555";"1e+05";"20";"0.79";"148425489";"48.3410284519196"
"300";"6320";"1";"14867566.5";"1000";"25";"0.79";"148287455";"94.8563797473907"
"300";"6320";"1";"49558555";"1000";"25";"0.79";"145973683";"102.710077285767"
"300";"6320";"1";"14867566.5";"10000";"25";"0.79";"148118476";"72.9700391292572"
"300";"6320";"1";"49558555";"10000";"25";"0.79";"148159090";"88.6755845546722"
"300";"6320";"1";"14867566.5";"1e+05";"25";"0.79";"148136199";"52.9372148513794"
"300";"6320";"1";"49558555";"1e+05";"25";"0.79";"147944811";"64.7499887943268"
"300";"6320";"1";"14867566.5";"1000";"30";"0.79";"146927196";"118.299684047699"
"300";"6320";"1";"49558555";"1000";"30";"0.79";"146369001";"132.678472280502"
"300";"6320";"1";"14867566.5";"10000";"30";"0.79";"146778691";"89.288773059845"
"300";"6320";"1";"49558555";"10000";"30";"0.79";"148051224";"101.112413167953"
"300";"6320";"1";"14867566.5";"1e+05";"30";"0.79";"147099233";"57.8458902835846"
"300";"6320";"1";"49558555";"1e+05";"30";"0.79";"148194515";"70.9088020324707"
"300";"6320";"1";"14867566.5";"1000";"15";"0.84";"146124880";"71.4125552177429"
"300";"6320";"1";"49558555";"1000";"15";"0.84";"145760882";"72.8291084766388"
"300";"6320";"1";"14867566.5";"10000";"15";"0.84";"146518903";"48.3256576061249"
"300";"6320";"1";"49558555";"10000";"15";"0.84";"148541009";"56.3300454616547"
"300";"6320";"1";"14867566.5";"1e+05";"15";"0.84";"148358301";"33.3313479423523"
"300";"6320";"1";"49558555";"1e+05";"15";"0.84";"148551212";"41.5191473960876"
"300";"6320";"1";"14867566.5";"1000";"20";"0.84";"147653933";"86.4643368721008"
"300";"6320";"1";"49558555";"1000";"20";"0.84";"146816889";"97.4728333950043"
"300";"6320";"1";"14867566.5";"10000";"20";"0.84";"146400027";"64.6186678409576"
"300";"6320";"1";"49558555";"10000";"20";"0.84";"145827511";"75.4094123840332"
"300";"6320";"1";"14867566.5";"1e+05";"20";"0.84";"148685312";"44.7352085113525"
"300";"6320";"1";"49558555";"1e+05";"20";"0.84";"147931411";"55.3751313686371"
"300";"6320";"1";"14867566.5";"1000";"25";"0.84";"147296953";"107.689284324646"
"300";"6320";"1";"49558555";"1000";"25";"0.84";"147345267";"121.46084523201"
"300";"6320";"1";"14867566.5";"10000";"25";"0.84";"148395520";"74.7928738594055"
"300";"6320";"1";"49558555";"10000";"25";"0.84";"147785416";"85.4779760837555"
"300";"6320";"1";"14867566.5";"1e+05";"25";"0.84";"147766439";"50.505774974823"
"300";"6320";"1";"49558555";"1e+05";"25";"0.84";"146862598";"63.0022013187408"
"300";"6320";"1";"14867566.5";"1000";"30";"0.84";"146197272";"117.250918149948"
"300";"6320";"1";"49558555";"1000";"30";"0.84";"146765068";"131.753629922867"
"300";"6320";"1";"14867566.5";"10000";"30";"0.84";"148434031";"88.0218751430511"
"300";"6320";"1";"49558555";"10000";"30";"0.84";"146022956";"102.765062093735"
"300";"6320";"1";"14867566.5";"1e+05";"30";"0.84";"148385721";"60.6775465011597"
"300";"6320";"1";"49558555";"1e+05";"30";"0.84";"148774003";"75.2307066917419"
"300";"6320";"1";"14867566.5";"1000";"15";"0.89";"146565991";"86.7954969406128"
"300";"6320";"1";"49558555";"1000";"15";"0.89";"147541727";"97.5307288169861"
"300";"6320";"1";"14867566.5";"10000";"15";"0.89";"147368012";"66.0240397453308"
"300";"6320";"1";"49558555";"10000";"15";"0.89";"147778773";"77.2322726249695"
"300";"6320";"1";"14867566.5";"1e+05";"15";"0.89";"147509251";"44.990195274353"
"300";"6320";"1";"49558555";"1e+05";"15";"0.89";"147706926";"56.6209177970886"
"300";"6320";"1";"14867566.5";"1000";"20";"0.89";"147151031";"115.827646255493"
"300";"6320";"1";"49558555";"1000";"20";"0.89";"147352758";"130.09453701973"
"300";"6320";"1";"14867566.5";"10000";"20";"0.89";"147463233";"87.8805673122406"
"300";"6320";"1";"49558555";"10000";"20";"0.89";"146161283";"103.22559762001"
"300";"6320";"1";"14867566.5";"1e+05";"20";"0.89";"148655725";"59.8770759105682"
"300";"6320";"1";"49558555";"1e+05";"20";"0.89";"146607626";"75.3726079463959"
"300";"6320";"1";"14867566.5";"1000";"25";"0.89";"146661634";"144.821089029312"
"300";"6320";"1";"49558555";"1000";"25";"0.89";"147166689";"162.047439336777"
"300";"6320";"1";"14867566.5";"10000";"25";"0.89";"146435594";"109.928971767426"
"300";"6320";"1";"49558555";"10000";"25";"0.89";"147136465";"129.165321350098"
"300";"6320";"1";"14867566.5";"1e+05";"25";"0.89";"147421076";"75.130229473114"
"300";"6320";"1";"49558555";"1e+05";"25";"0.89";"148576257";"94.4225630760193"
"300";"6320";"1";"14867566.5";"1000";"30";"0.89";"146741982";"174.347342729568"
"300";"6320";"1";"49558555";"1000";"30";"0.89";"146556973";"195.628823280334"
"300";"6320";"1";"14867566.5";"10000";"30";"0.89";"146147275";"132.583805799484"
