"nodes";"arcs";"algorithm";"t0";"tf";"it";"lambda";"cost";"total_time"
"300";"6320";"1";"14867566.5";"1000";"15";"0.79";"148046501";"58.4332194328308"
"300";"6320";"1";"49558555";"1000";"15";"0.79";"146255389";"65.2505366802216"
"300";"6320";"1";"14867566.5";"10000";"15";"0.79";"147190432";"44.0362303256989"
"300";"6320";"1";"49558555";"10000";"15";"0.79";"148342724";"52.6479160785675"
"300";"6320";"1";"14867566.5";"1e+05";"15";"0.79";"148709842";"31.2921886444092"
"300";"6320";"1";"49558555";"1e+05";"15";"0.79";"147235174";"38.3013525009155"
"300";"6320";"1";"14867566.5";"1000";"20";"0.79";"147796055";"77.9725663661957"
"300";"6320";"1";"49558555";"1000";"20";"0.79";"147676631";"86.915869474411"
"300";"6320";"1";"14867566.5";"10000";"20";"0.79";"147507082";"58.8661353588104"
"300";"6320";"1";"49558555";"10000";"20";"0.79";"147022527";"70.4803054332733"
"300";"6320";"1";"14867566.5";"1e+05";"20";"0.79";"148836978";"41.8678321838379"
"300";"6320";"1";"49558555";"1e+05";"20";"0.79";"148987353";"51.1044268608093"
"300";"6320";"1";"14867566.5";"1000";"25";"0.79";"146641326";"97.2887859344482"
"300";"6320";"1";"49558555";"1000";"25";"0.79";"146202596";"109.38254904747"
"300";"6320";"1";"14867566.5";"10000";"25";"0.79";"148286584";"73.535521030426"
"300";"6320";"1";"49558555";"10000";"25";"0.79";"147482650";"87.8978962898254"
"300";"6320";"1";"14867566.5";"1e+05";"25";"0.79";"148661859";"52.3794627189636"
"300";"6320";"1";"49558555";"1e+05";"25";"0.79";"147132622";"63.8273911476135"
"300";"6320";"1";"14867566.5";"1000";"30";"0.79";"147072901";"116.883042812347"
"300";"6320";"1";"49558555";"1000";"30";"0.79";"146987365";"131.081565856934"
"300";"6320";"1";"14867566.5";"10000";"30";"0.79";"147626461";"88.125786781311"
"300";"6320";"1";"49558555";"10000";"30";"0.79";"147287210";"105.38024353981"
"300";"6320";"1";"14867566.5";"1e+05";"30";"0.79";"148699535";"62.6890637874603"
"300";"6320";"1";"49558555";"1e+05";"30";"0.79";"146404437";"76.560022354126"
"300";"6320";"1";"14867566.5";"1000";"15";"0.84";"146965156";"79.4896976947784"
"300";"6320";"1";"49558555";"1000";"15";"0.84";"147365728";"89.7536630630493"
"300";"6320";"1";"14867566.5";"10000";"15";"0.84";"147065850";"59.8735935688019"
"300";"6320";"1";"49558555";"10000";"15";"0.84";"147196180";"69.960958480835"
"300";"6320";"1";"14867566.5";"1e+05";"15";"0.84";"147417269";"41.1790487766266"
"300";"6320";"1";"49558555";"1e+05";"15";"0.84";"148802945";"51.339252948761"
"300";"6320";"1";"14867566.5";"1000";"20";"0.84";"146258505";"106.259036302567"
"300";"6320";"1";"49558555";"1000";"20";"0.84";"146696722";"119.757048368454"
"300";"6320";"1";"14867566.5";"10000";"20";"0.84";"146625832";"79.7015907764435"
"300";"6320";"1";"49558555";"10000";"20";"0.84";"147376446";"92.7099990844727"
"300";"6320";"1";"14867566.5";"1e+05";"20";"0.84";"147945511";"54.7740707397461"
"300";"6320";"1";"49558555";"1e+05";"20";"0.84";"146782312";"68.1821546554565"
"300";"6320";"1";"14867566.5";"1000";"25";"0.84";"147251083";"132.446223974228"
"300";"6320";"1";"49558555";"1000";"25";"0.84";"147591468";"149.072662830353"
"300";"6320";"1";"14867566.5";"10000";"25";"0.84";"147281106";"99.3784217834473"
"300";"6320";"1";"49558555";"10000";"25";"0.84";"147623687";"115.820325374603"
"300";"6320";"1";"14867566.5";"1e+05";"25";"0.84";"146685867";"68.627185344696"
"300";"6320";"1";"49558555";"1e+05";"25";"0.84";"146224739";"85.3019607067108"
"300";"6320";"1";"14867566.5";"1000";"30";"0.84";"146825792";"158.861435651779"
"300";"6320";"1";"49558555";"1000";"30";"0.84";"146818802";"178.786662578583"
"300";"6320";"1";"14867566.5";"10000";"30";"0.84";"148088083";"119.296237707138"
"300";"6320";"1";"49558555";"10000";"30";"0.84";"148010649";"138.983066797256"
"300";"6320";"1";"14867566.5";"1e+05";"30";"0.84";"147130761";"82.3901596069336"
"300";"6320";"1";"49558555";"1e+05";"30";"0.84";"146984983";"102.217871427536"
"300";"6320";"1";"14867566.5";"1000";"15";"0.89";"146679406";"117.835508584976"
"300";"6320";"1";"49558555";"1000";"15";"0.89";"147201029";"132.471304893494"
"300";"6320";"1";"14867566.5";"10000";"15";"0.89";"148441008";"89.2208201885223"
"300";"6320";"1";"49558555";"10000";"15";"0.89";"148031553";"105.337672948837"
"300";"6320";"1";"14867566.5";"1e+05";"15";"0.89";"148734035";"61.2151684761047"
"300";"6320";"1";"49558555";"1e+05";"15";"0.89";"148485968";"76.7419722080231"
"300";"6320";"1";"14867566.5";"1000";"20";"0.89";"147047774";"157.474673032761"
"300";"6320";"1";"49558555";"1000";"20";"0.89";"146470567";"176.082496166229"
"300";"6320";"1";"14867566.5";"10000";"20";"0.89";"146546441";"119.51891875267"
"300";"6320";"1";"49558555";"10000";"20";"0.89";"148174198";"140.203336238861"
"300";"6320";"1";"14867566.5";"1e+05";"20";"0.89";"148295222";"81.3258719444275"
"300";"6320";"1";"49558555";"1e+05";"20";"0.89";"146804508";"102.206172227859"
"300";"6320";"1";"14867566.5";"1000";"25";"0.89";"145777448";"196.318840742111"
"300";"6320";"1";"49558555";"1000";"25";"0.89";"145812776";"220.587893724442"
"300";"6320";"1";"14867566.5";"10000";"25";"0.89";"146552581";"149.650236606598"
"300";"6320";"1";"49558555";"10000";"25";"0.89";"146969060";"175.708908319473"
"300";"6320";"1";"14867566.5";"1e+05";"25";"0.89";"148095995";"101.908945322037"
"300";"6320";"1";"49558555";"1e+05";"25";"0.89";"147355066";"128.191792488098"
"300";"6320";"1";"14867566.5";"1000";"30";"0.89";"147275108";"235.922484874725"
"300";"6320";"1";"49558555";"1000";"30";"0.89";"147664077";"264.558387517929"
"300";"6320";"1";"14867566.5";"10000";"30";"0.89";"146363828";"179.069512605667"
"300";"6320";"1";"49558555";"10000";"30";"0.89";"147828492";"211.055339813232"
"300";"6320";"1";"14867566.5";"1e+05";"30";"0.89";"148692265";"122.315196990967"
"300";"6320";"1";"49558555";"1e+05";"30";"0.89";"148708613";"153.877960681915"
"300";"6320";"1";"14867566.5";"1000";"15";"0.94";"146839337";"221.644447088242"
"300";"6320";"1";"49558555";"1000";"15";"0.94";"146607380";"248.679114818573"
"300";"6320";"1";"14867566.5";"10000";"15";"0.94";"146102041";"169.270772218704"
"300";"6320";"1";"49558555";"10000";"15";"0.94";"146566914";"196.377972126007"
"300";"6320";"1";"14867566.5";"1e+05";"15";"0.94";"145496403";"115.254199266434"
"300";"6320";"1";"49558555";"1e+05";"15";"0.94";"147697823";"142.064595460892"
"300";"6320";"1";"14867566.5";"1000";"20";"0.94";"146128644";"290.487552165985"
"300";"6320";"1";"49558555";"1000";"20";"0.94";"146605429";"326.450459718704"
"300";"6320";"1";"14867566.5";"10000";"20";"0.94";"147510018";"221.637449264526"
"300";"6320";"1";"49558555";"10000";"20";"0.94";"145575836";"257.496518850327"
"300";"6320";"1";"14867566.5";"1e+05";"20";"0.94";"146756857";"150.967210769653"
"300";"6320";"1";"49558555";"1e+05";"20";"0.94";"147592871";"188.388623714447"
"300";"6320";"1";"14867566.5";"1000";"25";"0.94";"146749835";"364.003505945206"
"300";"6320";"1";"49558555";"1000";"25";"0.94";"146298895";"408.304558753967"
"300";"6320";"1";"14867566.5";"10000";"25";"0.94";"146812336";"277.825096845627"
"300";"6320";"1";"49558555";"10000";"25";"0.94";"146340320";"321.812746286392"
"300";"6320";"1";"14867566.5";"1e+05";"25";"0.94";"148337932";"188.915593624115"
"300";"6320";"1";"49558555";"1e+05";"25";"0.94";"148578743";"235.370376110077"
"300";"6320";"1";"14867566.5";"1000";"30";"0.94";"145922019";"436.620438814163"
"300";"6320";"1";"49558555";"1000";"30";"0.94";"146837137";"489.500780344009"
"300";"6320";"1";"14867566.5";"10000";"30";"0.94";"146408398";"332.895221948624"
"300";"6320";"1";"49558555";"10000";"30";"0.94";"146894969";"385.674157381058"
"300";"6320";"1";"14867566.5";"1e+05";"30";"0.94";"147101363";"226.549554824829"
"300";"6320";"1";"49558555";"1e+05";"30";"0.94";"146650485";"282.866340637207"
"300";"6320";"1";"14867566.5";"1000";"15";"0.99";"145761672";"1338.53138279915"
"300";"6320";"1";"49558555";"1000";"15";"0.99";"146339695";"1505.94987750053"
"300";"6320";"1";"14867566.5";"10000";"15";"0.99";"146178669";"1019.34335923195"
"300";"6320";"1";"49558555";"10000";"15";"0.99";"146307794";"1185.11880922318"
"300";"6320";"1";"14867566.5";"1e+05";"15";"0.99";"146915168";"697.441105127335"
"300";"6320";"1";"49558555";"1e+05";"15";"0.99";"146434593";"865.685030698776"
"300";"6320";"1";"14867566.5";"1000";"20";"0.99";"145996604";"1783.71503615379"
"300";"6320";"1";"49558555";"1000";"20";"0.99";"145711667";"2003.84852170944"
"300";"6320";"1";"14867566.5";"10000";"20";"0.99";"146014177";"1356.28162789345"
"300";"6320";"1";"49558555";"10000";"20";"0.99";"145761551";"1517.34030604362"
"300";"6320";"1";"14867566.5";"1e+05";"20";"0.99";"145924475";"860.38299870491"
"300";"6320";"1";"49558555";"1e+05";"20";"0.99";"145506029";"1066.68829417229"
"300";"6320";"1";"14867566.5";"1000";"25";"0.99";"145826334";"2066.69942736626"
"300";"6320";"1";"49558555";"1000";"25";"0.99";"145724610";"2327.52053785324"
"300";"6320";"1";"14867566.5";"10000";"25";"0.99";"145775953";"1572.34806323051"
"300";"6320";"1";"49558555";"10000";"25";"0.99";"145750996";"1832.17469954491"
"300";"6320";"1";"14867566.5";"1e+05";"25";"0.99";"146578355";"1075.20815515518"
"300";"6320";"1";"49558555";"1e+05";"25";"0.99";"145725216";"1336.25149822235"
"300";"6320";"1";"14867566.5";"1000";"30";"0.99";"145673592";"2482.54748058319"
"300";"6320";"1";"49558555";"1000";"30";"0.99";"145657713";"2790.74991464615"
"300";"6320";"1";"14867566.5";"10000";"30";"0.99";"146049245";"1890.69126391411"
"300";"6320";"1";"49558555";"10000";"30";"0.99";"145821326";"2203.5877892971"
"300";"6320";"1";"14867566.5";"1e+05";"30";"0.99";"146696286";"1294.50654578209"
"300";"6320";"1";"49558555";"1e+05";"30";"0.99";"146664004";"1594.16413354874"
