"nodes";"arcs";"algorithm";"t0";"tf";"it";"lambda";"cost";"total_time"
"300";"6320";"2";"14867566.5";"1000";"15";"0.79";"146327865";"61.6730415821075"
"300";"6320";"2";"49558555";"1000";"15";"0.79";"145598274";"68.4330949783325"
"300";"6320";"2";"14867566.5";"10000";"15";"0.79";"145432669";"46.2725274562836"
"300";"6320";"2";"49558555";"10000";"15";"0.79";"147941657";"55.4180948734283"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.79";"146151833";"32.5709745883942"
"300";"6320";"2";"49558555";"1e+05";"15";"0.79";"148813105";"40.0350067615509"
"300";"6320";"2";"14867566.5";"1000";"20";"0.79";"146221401";"81.955456495285"
"300";"6320";"2";"49558555";"1000";"20";"0.79";"145662737";"91.1506550312042"
"300";"6320";"2";"14867566.5";"10000";"20";"0.79";"147626007";"61.9445176124573"
"300";"6320";"2";"49558555";"10000";"20";"0.79";"146534371";"73.5417749881744"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.79";"147804677";"43.8176276683807"
"300";"6320";"2";"49558555";"1e+05";"20";"0.79";"145597658";"53.9478213787079"
"300";"6320";"2";"14867566.5";"1000";"25";"0.79";"145697735";"102.080470561981"
"300";"6320";"2";"49558555";"1000";"25";"0.79";"147249503";"114.835973501205"
"300";"6320";"2";"14867566.5";"10000";"25";"0.79";"145525723";"77.0918653011322"
"300";"6320";"2";"49558555";"10000";"25";"0.79";"147620869";"91.6978099346161"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.79";"146478201";"54.5727488994598"
"300";"6320";"2";"49558555";"1e+05";"25";"0.79";"147552288";"66.9896552562714"
"300";"6320";"2";"14867566.5";"1000";"30";"0.79";"146990115";"122.200135231018"
"300";"6320";"2";"49558555";"1000";"30";"0.79";"145600703";"137.151858329773"
"300";"6320";"2";"14867566.5";"10000";"30";"0.79";"146818777";"92.3617906570435"
"300";"6320";"2";"49558555";"10000";"30";"0.79";"145882512";"110.182943105698"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.79";"147398462";"65.7548940181732"
"300";"6320";"2";"49558555";"1e+05";"30";"0.79";"145430635";"80.7680184841156"
"300";"6320";"2";"14867566.5";"1000";"15";"0.84";"145658305";"83.3298354148865"
"300";"6320";"2";"49558555";"1000";"15";"0.84";"146153934";"93.877819776535"
"300";"6320";"2";"14867566.5";"10000";"15";"0.84";"145513900";"62.6460680961609"
"300";"6320";"2";"49558555";"10000";"15";"0.84";"146345957";"73.4817476272583"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.84";"145618615";"43.0653049945831"
"300";"6320";"2";"49558555";"1e+05";"15";"0.84";"147296163";"53.7077033519745"
"300";"6320";"2";"14867566.5";"1000";"20";"0.84";"145619187";"111.307696342468"
"300";"6320";"2";"49558555";"1000";"20";"0.84";"146045272";"125.240278720856"
"300";"6320";"2";"14867566.5";"10000";"20";"0.84";"146746608";"83.3054475784302"
"300";"6320";"2";"49558555";"10000";"20";"0.84";"146414968";"97.6012127399445"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.84";"146681431";"57.6734530925751"
"300";"6320";"2";"49558555";"1e+05";"20";"0.84";"145505977";"71.4483180046082"
"300";"6320";"2";"14867566.5";"1000";"25";"0.84";"145532306";"137.337409734726"
"300";"6320";"2";"49558555";"1000";"25";"0.84";"145986733";"154.117802143097"
"300";"6320";"2";"14867566.5";"10000";"25";"0.84";"145602005";"102.414137840271"
"300";"6320";"2";"49558555";"10000";"25";"0.84";"145653892";"119.568911790848"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.84";"146151959";"70.9146552085876"
"300";"6320";"2";"49558555";"1e+05";"25";"0.84";"145679625";"88.5454986095428"
"300";"6320";"2";"14867566.5";"1000";"30";"0.84";"145936565";"164.598904848099"
"300";"6320";"2";"49558555";"1000";"30";"0.84";"146462884";"185.097874403"
"300";"6320";"2";"14867566.5";"10000";"30";"0.84";"145467054";"123.103917121887"
"300";"6320";"2";"49558555";"10000";"30";"0.84";"145798348";"143.838972806931"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.84";"148400526";"84.9311444759369"
"300";"6320";"2";"49558555";"1e+05";"30";"0.84";"146237715";"105.546472072601"
"300";"6320";"2";"14867566.5";"1000";"15";"0.89";"147431020";"121.970518112183"
"300";"6320";"2";"49558555";"1000";"15";"0.89";"147214075";"136.826319694519"
"300";"6320";"2";"14867566.5";"10000";"15";"0.89";"146188872";"92.3472406864166"
"300";"6320";"2";"49558555";"10000";"15";"0.89";"146358180";"108.756014585495"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.89";"147528305";"63.1767530441284"
"300";"6320";"2";"49558555";"1e+05";"15";"0.89";"146465912";"79.2073466777802"
"300";"6320";"2";"14867566.5";"1000";"20";"0.89";"145436132";"161.888458967209"
"300";"6320";"2";"49558555";"1000";"20";"0.89";"145723185";"181.873198032379"
"300";"6320";"2";"14867566.5";"10000";"20";"0.89";"146020162";"123.195906639099"
"300";"6320";"2";"49558555";"10000";"20";"0.89";"147062991";"144.851538181305"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.89";"147659317";"83.7706062793732"
"300";"6320";"2";"49558555";"1e+05";"20";"0.89";"145532747";"105.355742692947"
"300";"6320";"2";"14867566.5";"1000";"25";"0.89";"145436132";"202.846737861633"
"300";"6320";"2";"49558555";"1000";"25";"0.89";"145501566";"226.650792598724"
"300";"6320";"2";"14867566.5";"10000";"25";"0.89";"145940382";"153.587517261505"
"300";"6320";"2";"49558555";"10000";"25";"0.89";"146104941";"180.762528896332"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.89";"145790316";"104.607716083527"
"300";"6320";"2";"49558555";"1e+05";"25";"0.89";"145991651";"132.191115140915"
"300";"6320";"2";"14867566.5";"1000";"30";"0.89";"145412205";"241.395066976547"
"300";"6320";"2";"49558555";"1000";"30";"0.89";"146113726";"268.304424285889"
"300";"6320";"2";"14867566.5";"10000";"30";"0.89";"146831887";"181.744461774826"
"300";"6320";"2";"49558555";"10000";"30";"0.89";"145653123";"213.074535131454"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.89";"145815708";"124.201513528824"
"300";"6320";"2";"49558555";"1e+05";"30";"0.89";"146107204";"156.068431615829"
"300";"6320";"2";"14867566.5";"1000";"15";"0.94";"146106498";"224.707594156265"
"300";"6320";"2";"49558555";"1000";"15";"0.94";"145651700";"252.221190452576"
"300";"6320";"2";"14867566.5";"10000";"15";"0.94";"145634234";"171.661113023758"
"300";"6320";"2";"49558555";"10000";"15";"0.94";"145468780";"199.760669946671"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.94";"148352781";"116.881107091904"
"300";"6320";"2";"49558555";"1e+05";"15";"0.94";"145861230";"145.640808820724"
"300";"6320";"2";"14867566.5";"1000";"20";"0.94";"145979903";"305.703695774078"
"300";"6320";"2";"49558555";"1000";"20";"0.94";"145436157";"342.735977172852"
"300";"6320";"2";"14867566.5";"10000";"20";"0.94";"145648241";"232.772452354431"
"300";"6320";"2";"49558555";"10000";"20";"0.94";"146483622";"270.024007081985"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.94";"147237324";"157.839716434479"
"300";"6320";"2";"49558555";"1e+05";"20";"0.94";"147103665";"197.406637430191"
"300";"6320";"2";"14867566.5";"1000";"25";"0.94";"145429884";"380.693801641464"
"300";"6320";"2";"49558555";"1000";"25";"0.94";"145400229";"427.958791255951"
"300";"6320";"2";"14867566.5";"10000";"25";"0.94";"145723741";"291.305736064911"
"300";"6320";"2";"49558555";"10000";"25";"0.94";"145664208";"337.022413492203"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.94";"145614805";"198.183711767197"
"300";"6320";"2";"49558555";"1e+05";"25";"0.94";"145985059";"247.338383674622"
"300";"6320";"2";"14867566.5";"1000";"30";"0.94";"145424106";"456.684571504593"
"300";"6320";"2";"49558555";"1000";"30";"0.94";"145672107";"513.127306461334"
"300";"6320";"2";"14867566.5";"10000";"30";"0.94";"145508982";"349.461496353149"
"300";"6320";"2";"49558555";"10000";"30";"0.94";"145596482";"404.811641216278"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.94";"146303120";"238.196347951889"
"300";"6320";"2";"49558555";"1e+05";"30";"0.94";"145580913";"296.775467634201"
"300";"6320";"2";"14867566.5";"1000";"15";"0.99";"145495787";"1403.93066549301"
"300";"6320";"2";"49558555";"1000";"15";"0.99";"145510767";"1581.78136873245"
"300";"6320";"2";"14867566.5";"10000";"15";"0.99";"145612536";"1067.80674624443"
"300";"6320";"2";"49558555";"10000";"15";"0.99";"145424156";"1243.26404094696"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.99";"145447879";"731.292344808578"
"300";"6320";"2";"49558555";"1e+05";"15";"0.99";"145706653";"907.303471326828"
"300";"6320";"2";"14867566.5";"1000";"20";"0.99";"145417743";"1870.09130263329"
"300";"6320";"2";"49558555";"1000";"20";"0.99";"145436954";"2107.7536854744"
"300";"6320";"2";"14867566.5";"10000";"20";"0.99";"145490693";"1421.71203374863"
"300";"6320";"2";"49558555";"10000";"20";"0.99";"145400229";"1657.53549051285"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.99";"145456567";"973.437713384628"
"300";"6320";"2";"49558555";"1e+05";"20";"0.99";"145442842";"1209.30637121201"
"300";"6320";"2";"14867566.5";"1000";"25";"0.99";"145453696";"2335.92292261124"
"300";"6320";"2";"49558555";"1000";"25";"0.99";"145400229";"2630.10881996155"
"300";"6320";"2";"14867566.5";"10000";"25";"0.99";"145527300";"1776.76102304459"
"300";"6320";"2";"49558555";"10000";"25";"0.99";"145447858";"2069.52635097504"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.99";"145623900";"1218.77592396736"
"300";"6320";"2";"49558555";"1e+05";"25";"0.99";"145553400";"1510.63029646873"
"300";"6320";"2";"14867566.5";"1000";"30";"0.99";"145423341";"2839.61494898796"
"300";"6320";"2";"49558555";"1000";"30";"0.99";"145400229";"3185.35409665108"
"300";"6320";"2";"14867566.5";"10000";"30";"0.99";"145400229";"2146.27062869072"
"300";"6320";"2";"49558555";"10000";"30";"0.99";"145564936";"2499.29295277596"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.99";"145731017";"1478.1301651001"
"300";"6320";"2";"49558555";"1e+05";"30";"0.99";"145628395";"1833.97456789017"
