"nodes";"arcs";"algorithm";"t0";"tf";"it";"lambda";"cost";"total_time"
"300";"6320";"2";"14867566.5";"1000";"15";"0.79";"145491730";"65.8528287410736"
"300";"6320";"2";"49558555";"1000";"15";"0.79";"146297677";"72.7035326957703"
"300";"6320";"2";"14867566.5";"10000";"15";"0.79";"146738425";"49.280369758606"
"300";"6320";"2";"49558555";"10000";"15";"0.79";"148168987";"58.0784819126129"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.79";"147224209";"33.6609189510345"
"300";"6320";"2";"49558555";"1e+05";"15";"0.79";"146078682";"42.8942329883575"
"300";"6320";"2";"14867566.5";"1000";"20";"0.79";"145871554";"81.0085115432739"
"300";"6320";"2";"49558555";"1000";"20";"0.79";"145921203";"71.7683005332947"
"300";"6320";"2";"14867566.5";"10000";"20";"0.79";"145908439";"48.0371911525726"
"300";"6320";"2";"49558555";"10000";"20";"0.79";"147358963";"57.5385494232178"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.79";"145525977";"34.3174936771393"
"300";"6320";"2";"49558555";"1e+05";"20";"0.79";"148343802";"42.0156044960022"
"300";"6320";"2";"14867566.5";"1000";"25";"0.79";"147872211";"79.5676381587982"
"300";"6320";"2";"49558555";"1000";"25";"0.79";"146713115";"89.7708563804626"
"300";"6320";"2";"14867566.5";"10000";"25";"0.79";"145664813";"59.9753727912903"
"300";"6320";"2";"49558555";"10000";"25";"0.79";"145728899";"71.7132458686829"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.79";"146682148";"42.7948820590973"
"300";"6320";"2";"49558555";"1e+05";"25";"0.79";"148037613";"52.4112570285797"
"300";"6320";"2";"14867566.5";"1000";"30";"0.79";"145668496";"95.9833793640137"
"300";"6320";"2";"49558555";"1000";"30";"0.79";"145623744";"107.314226865768"
"300";"6320";"2";"14867566.5";"10000";"30";"0.79";"146570931";"72.3427848815918"
"300";"6320";"2";"49558555";"10000";"30";"0.79";"146086334";"84.9443025588989"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.79";"147957413";"50.5101554393768"
"300";"6320";"2";"49558555";"1e+05";"30";"0.79";"147593082";"62.2844970226288"
"300";"6320";"2";"14867566.5";"1000";"15";"0.84";"146052813";"64.2057123184204"
"300";"6320";"2";"49558555";"1000";"15";"0.84";"146516194";"72.3313858509064"
"300";"6320";"2";"14867566.5";"10000";"15";"0.84";"145558662";"47.9875209331512"
"300";"6320";"2";"49558555";"10000";"15";"0.84";"147294018";"56.3310236930847"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.84";"146651587";"33.217264175415"
"300";"6320";"2";"49558555";"1e+05";"15";"0.84";"147685882";"41.3051958084106"
"300";"6320";"2";"14867566.5";"1000";"20";"0.84";"146126175";"85.5444386005402"
"300";"6320";"2";"49558555";"1000";"20";"0.84";"145735482";"96.7090616226196"
"300";"6320";"2";"14867566.5";"10000";"20";"0.84";"146443365";"64.3982963562012"
"300";"6320";"2";"49558555";"10000";"20";"0.84";"145639940";"74.8480095863342"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.84";"147659104";"44.4884145259857"
"300";"6320";"2";"49558555";"1e+05";"20";"0.84";"146932648";"54.859940290451"
"300";"6320";"2";"14867566.5";"1000";"25";"0.84";"145911264";"106.837407588959"
"300";"6320";"2";"49558555";"1000";"25";"0.84";"145579037";"119.835370779037"
"300";"6320";"2";"14867566.5";"10000";"25";"0.84";"145419262";"80.2175223827362"
"300";"6320";"2";"49558555";"10000";"25";"0.84";"146448570";"93.4257965087891"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.84";"148110305";"55.3063695430756"
"300";"6320";"2";"49558555";"1e+05";"25";"0.84";"147662158";"68.8960843086243"
"300";"6320";"2";"14867566.5";"1000";"30";"0.84";"146161131";"128.465854167938"
"300";"6320";"2";"49558555";"1000";"30";"0.84";"146730891";"144.058565378189"
"300";"6320";"2";"14867566.5";"10000";"30";"0.84";"145674952";"96.1730818748474"
"300";"6320";"2";"49558555";"10000";"30";"0.84";"145502466";"112.495621919632"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.84";"147158643";"66.3641788959503"
"300";"6320";"2";"49558555";"1e+05";"30";"0.84";"146806950";"82.943954706192"
"300";"6320";"2";"14867566.5";"1000";"15";"0.89";"145412180";"94.8946108818054"
"300";"6320";"2";"49558555";"1000";"15";"0.89";"146730589";"106.570093870163"
"300";"6320";"2";"14867566.5";"10000";"15";"0.89";"146124757";"72.0813837051392"
"300";"6320";"2";"49558555";"10000";"15";"0.89";"145683883";"85.03182554245"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.89";"146297653";"49.1309099197388"
"300";"6320";"2";"49558555";"1e+05";"15";"0.89";"145818434";"61.9353866577148"
"300";"6320";"2";"14867566.5";"1000";"20";"0.89";"145509895";"126.639064311981"
"300";"6320";"2";"49558555";"1000";"20";"0.89";"145495148";"142.313513755798"
"300";"6320";"2";"14867566.5";"10000";"20";"0.89";"145622258";"96.3988416194916"
"300";"6320";"2";"49558555";"10000";"20";"0.89";"146332562";"113.281106233597"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.89";"147397171";"65.7385303974152"
"300";"6320";"2";"49558555";"1e+05";"20";"0.89";"146887087";"82.5908858776093"
"300";"6320";"2";"14867566.5";"1000";"25";"0.89";"146922068";"158.229425907135"
"300";"6320";"2";"49558555";"1000";"25";"0.89";"145573565";"177.921698570251"
"300";"6320";"2";"14867566.5";"10000";"25";"0.89";"145435300";"120.697602510452"
"300";"6320";"2";"49558555";"10000";"25";"0.89";"145598565";"140.977990150452"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.89";"147323317";"82.2643365859985"
"300";"6320";"2";"49558555";"1e+05";"25";"0.89";"145711853";"103.111406564713"
