"nodes";"arcs";"algorithm";"t0";"tf";"it";"lambda";"cost";"total_time"
"300";"6320";"2";"14867566.5";"1000";"15";"0.79";"146661679";"56.802793264389"
"300";"6320";"2";"49558555";"1000";"15";"0.79";"145848149";"63.0195784568787"
"300";"6320";"2";"14867566.5";"10000";"15";"0.79";"147405667";"42.6233148574829"
"300";"6320";"2";"49558555";"10000";"15";"0.79";"146494127";"50.9610953330994"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.79";"146267976";"30.3112599849701"
"300";"6320";"2";"49558555";"1e+05";"15";"0.79";"148369838";"37.2118294239044"
"300";"6320";"2";"14867566.5";"1000";"20";"0.79";"145585942";"75.1364741325378"
"300";"6320";"2";"49558555";"1000";"20";"0.79";"147217739";"84.5157070159912"
"300";"6320";"2";"14867566.5";"10000";"20";"0.79";"147370903";"56.8534924983978"
"300";"6320";"2";"49558555";"10000";"20";"0.79";"145418118";"68.0303452014923"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.79";"148707015";"40.4875218868256"
"300";"6320";"2";"49558555";"1e+05";"20";"0.79";"148154974";"49.5666892528534"
"300";"6320";"2";"14867566.5";"1000";"25";"0.79";"147999107";"94.1793882846832"
"300";"6320";"2";"49558555";"1000";"25";"0.79";"147008113";"105.644780635834"
"300";"6320";"2";"14867566.5";"10000";"25";"0.79";"145873156";"71.0542356967926"
"300";"6320";"2";"49558555";"10000";"25";"0.79";"146471981";"84.9160227775574"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.79";"145545666";"50.3247323036194"
"300";"6320";"2";"49558555";"1e+05";"25";"0.79";"147631466";"62.0743978023529"
"300";"6320";"2";"14867566.5";"1000";"30";"0.79";"145967213";"112.971043109894"
"300";"6320";"2";"49558555";"1000";"30";"0.79";"147294411";"126.70893406868"
"300";"6320";"2";"14867566.5";"10000";"30";"0.79";"146057550";"85.5769400596619"
"300";"6320";"2";"49558555";"10000";"30";"0.79";"147785706";"102.048254728317"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.79";"145679505";"60.7384881973267"
"300";"6320";"2";"49558555";"1e+05";"30";"0.79";"147436294";"74.4054033756256"
"300";"6320";"2";"14867566.5";"1000";"15";"0.84";"145466072";"77.2055597305298"
"300";"6320";"2";"49558555";"1000";"15";"0.84";"147320016";"86.8169980049133"
"300";"6320";"2";"14867566.5";"10000";"15";"0.84";"145614087";"57.8993203639984"
"300";"6320";"2";"49558555";"10000";"15";"0.84";"146071114";"67.7651233673096"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.84";"148229945";"39.9708163738251"
"300";"6320";"2";"49558555";"1e+05";"15";"0.84";"146283122";"49.7084827423096"
"300";"6320";"2";"14867566.5";"1000";"20";"0.84";"146609949";"103.196886062622"
"300";"6320";"2";"49558555";"1000";"20";"0.84";"146234148";"115.475006818771"
"300";"6320";"2";"14867566.5";"10000";"20";"0.84";"147854544";"77.2701833248138"
"300";"6320";"2";"49558555";"10000";"20";"0.84";"148133457";"89.9890758991241"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.84";"147213324";"53.3069677352905"
"300";"6320";"2";"49558555";"1e+05";"20";"0.84";"146774798";"66.0875058174133"
"300";"6320";"2";"14867566.5";"1000";"25";"0.84";"146590629";"128.478982210159"
"300";"6320";"2";"49558555";"1000";"25";"0.84";"145448133";"144.588752985001"
"300";"6320";"2";"14867566.5";"10000";"25";"0.84";"147152481";"96.6833720207214"
"300";"6320";"2";"49558555";"10000";"25";"0.84";"147495853";"112.473575592041"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.84";"147666606";"66.4745657444"
"300";"6320";"2";"49558555";"1e+05";"25";"0.84";"146365679";"82.410945892334"
"300";"6320";"2";"14867566.5";"1000";"30";"0.84";"146793263";"153.756386041641"
"300";"6320";"2";"49558555";"1000";"30";"0.84";"145494761";"173.092892408371"
"300";"6320";"2";"14867566.5";"10000";"30";"0.84";"145994031";"115.550411224365"
"300";"6320";"2";"49558555";"10000";"30";"0.84";"147592377";"134.81461763382"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.84";"148047203";"79.9219627380371"
"300";"6320";"2";"49558555";"1e+05";"30";"0.84";"147258935";"99.3379697799683"
"300";"6320";"2";"14867566.5";"1000";"15";"0.89";"145418068";"114.276261329651"
"300";"6320";"2";"49558555";"1000";"15";"0.89";"145489574";"127.936550855637"
"300";"6320";"2";"14867566.5";"10000";"15";"0.89";"146525895";"87.0069227218628"
"300";"6320";"2";"49558555";"10000";"15";"0.89";"147039475";"101.893904924393"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.89";"148748642";"59.3757607936859"
"300";"6320";"2";"49558555";"1e+05";"15";"0.89";"146636089";"74.444034576416"
"300";"6320";"2";"14867566.5";"1000";"20";"0.89";"145610716";"152.508010387421"
"300";"6320";"2";"49558555";"1000";"20";"0.89";"145957474";"170.787328243256"
"300";"6320";"2";"14867566.5";"10000";"20";"0.89";"147932743";"115.695260047913"
"300";"6320";"2";"49558555";"10000";"20";"0.89";"145657991";"135.863766908646"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.89";"148005108";"78.7622468471527"
"300";"6320";"2";"49558555";"1e+05";"20";"0.89";"148670708";"99.2752213478088"
"300";"6320";"2";"14867566.5";"1000";"25";"0.89";"146510077";"190.259516716003"
"300";"6320";"2";"49558555";"1000";"25";"0.89";"145495850";"213.478120326996"
"300";"6320";"2";"14867566.5";"10000";"25";"0.89";"146006432";"144.378732919693"
"300";"6320";"2";"49558555";"10000";"25";"0.89";"145537210";"169.758149385452"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.89";"145722275";"98.7721161842346"
"300";"6320";"2";"49558555";"1e+05";"25";"0.89";"147434515";"123.982833862305"
"300";"6320";"2";"14867566.5";"1000";"30";"0.89";"145510976";"229.138405799866"
"300";"6320";"2";"49558555";"1000";"30";"0.89";"145731120";"256.055131196976"
"300";"6320";"2";"14867566.5";"10000";"30";"0.89";"146131650";"173.403261899948"
"300";"6320";"2";"49558555";"10000";"30";"0.89";"145406217";"203.801122188568"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.89";"147985357";"118.370380878448"
"300";"6320";"2";"49558555";"1e+05";"30";"0.89";"145866993";"148.620500326157"
"300";"6320";"2";"14867566.5";"1000";"15";"0.94";"145459684";"215.14847946167"
"300";"6320";"2";"49558555";"1000";"15";"0.94";"145586963";"241.144164323807"
"300";"6320";"2";"14867566.5";"10000";"15";"0.94";"145973388";"163.526888370514"
"300";"6320";"2";"49558555";"10000";"15";"0.94";"145677781";"189.988201379776"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.94";"145534928";"111.121545314789"
"300";"6320";"2";"49558555";"1e+05";"15";"0.94";"147479463";"138.977148294449"
"300";"6320";"2";"14867566.5";"1000";"20";"0.94";"145579069";"286.183953762054"
"300";"6320";"2";"49558555";"1000";"20";"0.94";"145717575";"320.833709716797"
"300";"6320";"2";"14867566.5";"10000";"20";"0.94";"145714687";"218.006658315659"
"300";"6320";"2";"49558555";"10000";"20";"0.94";"146135389";"253.58549284935"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.94";"145749880";"149.182109117508"
"300";"6320";"2";"49558555";"1e+05";"20";"0.94";"147477603";"185.630179643631"
"300";"6320";"2";"14867566.5";"1000";"25";"0.94";"145424181";"354.620740413666"
"300";"6320";"2";"49558555";"1000";"25";"0.94";"145479822";"396.006170272827"
"300";"6320";"2";"14867566.5";"10000";"25";"0.94";"145642369";"269.460376024246"
"300";"6320";"2";"49558555";"10000";"25";"0.94";"145460084";"313.006016492844"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.94";"145406092";"183.15722322464"
"300";"6320";"2";"49558555";"1e+05";"25";"0.94";"145538920";"228.939687490463"
"300";"6320";"2";"14867566.5";"1000";"30";"0.94";"145947366";"423.153297662735"
"300";"6320";"2";"49558555";"1000";"30";"0.94";"145444151";"475.263371229172"
"300";"6320";"2";"14867566.5";"10000";"30";"0.94";"145815969";"322.889363050461"
"300";"6320";"2";"49558555";"10000";"30";"0.94";"145406167";"375.533145666122"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.94";"146099694";"220.554195165634"
"300";"6320";"2";"49558555";"1e+05";"30";"0.94";"145837353";"275.153554677963"
"300";"6320";"2";"14867566.5";"1000";"15";"0.99";"145400229";"1300.86301612854"
"300";"6320";"2";"49558555";"1000";"15";"0.99";"145412205";"1460.3797223568"
"300";"6320";"2";"14867566.5";"10000";"15";"0.99";"145587533";"985.663123607635"
"300";"6320";"2";"49558555";"10000";"15";"0.99";"145412596";"1151.28951430321"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.99";"145672859";"677.404417037964"
"300";"6320";"2";"49558555";"1e+05";"15";"0.99";"145501880";"839.526953935623"
"300";"6320";"2";"14867566.5";"1000";"20";"0.99";"145412105";"1730.86462330818"
"300";"6320";"2";"49558555";"1000";"20";"0.99";"145432108";"1943.72502589226"
"300";"6320";"2";"14867566.5";"10000";"20";"0.99";"145657482";"1312.01467943192"
"300";"6320";"2";"49558555";"10000";"20";"0.99";"145412105";"1513.00947213173"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.99";"145895133";"843.89905333519"
"300";"6320";"2";"49558555";"1e+05";"20";"0.99";"145869540";"1047.49905848503"
"300";"6320";"2";"14867566.5";"1000";"25";"0.99";"145471169";"2029.00188422203"
"300";"6320";"2";"49558555";"1000";"25";"0.99";"145460109";"2285.34040474892"
"300";"6320";"2";"14867566.5";"10000";"25";"0.99";"145456917";"1541.39107751846"
"300";"6320";"2";"49558555";"10000";"25";"0.99";"145400229";"1796.28111147881"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.99";"145436623";"1057.27295160294"
"300";"6320";"2";"49558555";"1e+05";"25";"0.99";"145784881";"1313.06187272072"
"300";"6320";"2";"14867566.5";"1000";"30";"0.99";"145406192";"2432.04887628555"
"300";"6320";"2";"49558555";"1000";"30";"0.99";"145423713";"2739.09673881531"
"300";"6320";"2";"14867566.5";"10000";"30";"0.99";"145266801";"1849.10996699333"
"300";"6320";"2";"49558555";"10000";"30";"0.99";"145612000";"2156.24101090431"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.99";"145464097";"1266.44608449936"
"300";"6320";"2";"49558555";"1e+05";"30";"0.99";"145522556";"1539.717856884"
