"nodes";"arcs";"algorithm";"t0";"tf";"it";"lambda";"cost";"total_time"
"300";"6320";"2";"14867566.5";"1000";"15";"0.79";"145679277";"54.7600803375244"
"300";"6320";"2";"49558555";"1000";"15";"0.79";"147679971";"61.0461339950562"
"300";"6320";"2";"14867566.5";"10000";"15";"0.79";"147774843";"41.2090919017792"
"300";"6320";"2";"49558555";"10000";"15";"0.79";"146643096";"48.9396851062775"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.79";"146286502";"29.8812031745911"
"300";"6320";"2";"49558555";"1e+05";"15";"0.79";"147294553";"35.7154719829559"
"300";"6320";"2";"14867566.5";"1000";"20";"0.79";"145562617";"72.070680141449"
"300";"6320";"2";"49558555";"1000";"20";"0.79";"146275670";"81.2292850017548"
"300";"6320";"2";"14867566.5";"10000";"20";"0.79";"147264183";"54.6325497627258"
"300";"6320";"2";"49558555";"10000";"20";"0.79";"147360458";"65.2682237625122"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.79";"146938050";"38.6820151805878"
"300";"6320";"2";"49558555";"1e+05";"20";"0.79";"148719378";"47.6875762939453"
"300";"6320";"2";"14867566.5";"1000";"25";"0.79";"146588325";"90.1472992897034"
"300";"6320";"2";"49558555";"1000";"25";"0.79";"145472217";"101.530818462372"
"300";"6320";"2";"14867566.5";"10000";"25";"0.79";"145424131";"68.460390329361"
"300";"6320";"2";"49558555";"10000";"25";"0.79";"147778350";"81.3955297470093"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.79";"145907000";"48.3308343887329"
"300";"6320";"2";"49558555";"1e+05";"25";"0.79";"145442436";"59.5874366760254"
"300";"6320";"2";"14867566.5";"1000";"30";"0.79";"145674513";"108.339524269104"
"300";"6320";"2";"49558555";"1000";"30";"0.79";"145838425";"120.523962497711"
"300";"6320";"2";"14867566.5";"10000";"30";"0.79";"146250913";"81.0826649665833"
"300";"6320";"2";"49558555";"10000";"30";"0.79";"145549173";"96.9971833229065"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.79";"147309875";"57.4922287464142"
"300";"6320";"2";"49558555";"1e+05";"30";"0.79";"145528325";"70.6793467998505"
"300";"6320";"2";"14867566.5";"1000";"15";"0.84";"147405731";"73.2282912731171"
"300";"6320";"2";"49558555";"1000";"15";"0.84";"147405324";"82.0096542835236"
"300";"6320";"2";"14867566.5";"10000";"15";"0.84";"145487899";"54.8795731067657"
"300";"6320";"2";"49558555";"10000";"15";"0.84";"146218979";"64.1577689647675"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.84";"147786639";"37.8101463317871"
"300";"6320";"2";"49558555";"1e+05";"15";"0.84";"148146211";"46.9448969364166"
"300";"6320";"2";"14867566.5";"1000";"20";"0.84";"145638882";"97.2173607349396"
"300";"6320";"2";"49558555";"1000";"20";"0.84";"147270429";"109.574951410294"
"300";"6320";"2";"14867566.5";"10000";"20";"0.84";"146613592";"73.2507002353668"
"300";"6320";"2";"49558555";"10000";"20";"0.84";"146077778";"85.3481955528259"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.84";"148686765";"50.6729025840759"
"300";"6320";"2";"49558555";"1e+05";"20";"0.84";"146128588";"62.4778187274933"
"300";"6320";"2";"14867566.5";"1000";"25";"0.84";"145722241";"121.954579353333"
"300";"6320";"2";"49558555";"1000";"25";"0.84";"145991356";"136.85765337944"
"300";"6320";"2";"14867566.5";"10000";"25";"0.84";"145807543";"91.4176378250122"
"300";"6320";"2";"49558555";"10000";"25";"0.84";"146784155";"106.704150438309"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.84";"145904053";"63.2748651504517"
"300";"6320";"2";"49558555";"1e+05";"25";"0.84";"147050805";"78.1824021339417"
"300";"6320";"2";"14867566.5";"1000";"30";"0.84";"145483529";"146.029247522354"
"300";"6320";"2";"49558555";"1000";"30";"0.84";"145734257";"164.376670360565"
"300";"6320";"2";"14867566.5";"10000";"30";"0.84";"145818218";"109.681557178497"
"300";"6320";"2";"49558555";"10000";"30";"0.84";"147123444";"128.135232925415"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.84";"148063026";"75.8935136795044"
"300";"6320";"2";"49558555";"1e+05";"30";"0.84";"145418434";"94.0951964855194"
"300";"6320";"2";"14867566.5";"1000";"15";"0.89";"145774528";"108.591041326523"
"300";"6320";"2";"49558555";"1000";"15";"0.89";"145961945";"121.489598989487"
"300";"6320";"2";"14867566.5";"10000";"15";"0.89";"147751826";"82.2853450775146"
"300";"6320";"2";"49558555";"10000";"15";"0.89";"146316497";"96.89262342453"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.89";"145666997";"56.2530164718628"
"300";"6320";"2";"49558555";"1e+05";"15";"0.89";"145771510";"70.4513635635376"
"300";"6320";"2";"14867566.5";"1000";"20";"0.89";"145723531";"144.711121320724"
"300";"6320";"2";"49558555";"1000";"20";"0.89";"145466929";"162.026937961578"
"300";"6320";"2";"14867566.5";"10000";"20";"0.89";"146340702";"109.751744508743"
"300";"6320";"2";"49558555";"10000";"20";"0.89";"146206262";"128.798231601715"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.89";"145497485";"74.7546987533569"
"300";"6320";"2";"49558555";"1e+05";"20";"0.89";"146879319";"93.6396768093109"
"300";"6320";"2";"14867566.5";"1000";"25";"0.89";"145770481";"180.740229845047"
"300";"6320";"2";"49558555";"1000";"25";"0.89";"145417968";"202.396467924118"
"300";"6320";"2";"14867566.5";"10000";"25";"0.89";"145570131";"136.750868082047"
"300";"6320";"2";"49558555";"10000";"25";"0.89";"145844940";"160.583889722824"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.89";"146582705";"93.3375973701477"
"300";"6320";"2";"49558555";"1e+05";"25";"0.89";"147583927";"116.969604730606"
"300";"6320";"2";"14867566.5";"1000";"30";"0.89";"145563515";"215.878378391266"
"300";"6320";"2";"49558555";"1000";"30";"0.89";"145550095";"242.613704442978"
"300";"6320";"2";"14867566.5";"10000";"30";"0.89";"145531965";"164.202811956406"
"300";"6320";"2";"49558555";"10000";"30";"0.89";"145466313";"192.865188837051"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.89";"145605161";"112.077936172485"
"300";"6320";"2";"49558555";"1e+05";"30";"0.89";"146056365";"140.308272123337"
"300";"6320";"2";"14867566.5";"1000";"15";"0.94";"146180035";"203.002824306488"
