"nodes";"arcs";"algorithm";"t0";"tf";"it";"lambda";"cost";"total_time"
"300";"6320";"2";"14867566.5";"1000";"15";"0.79";"146244454";"61.6337838172913"
"300";"6320";"2";"49558555";"1000";"15";"0.79";"145742286";"68.5998935699463"
"300";"6320";"2";"14867566.5";"10000";"15";"0.79";"148062146";"46.3868367671967"
"300";"6320";"2";"49558555";"10000";"15";"0.79";"147360122";"55.5037086009979"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.79";"148552349";"32.9024574756622"
"300";"6320";"2";"49558555";"1e+05";"15";"0.79";"147862693";"40.2385184764862"
"300";"6320";"2";"14867566.5";"1000";"20";"0.79";"145406167";"81.7870244979858"
"300";"6320";"2";"49558555";"1000";"20";"0.79";"145760498";"91.4794452190399"
"300";"6320";"2";"14867566.5";"10000";"20";"0.79";"146500345";"61.7402970790863"
"300";"6320";"2";"49558555";"10000";"20";"0.79";"145459984";"73.3812875747681"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.79";"145765497";"43.7252078056335"
"300";"6320";"2";"49558555";"1e+05";"20";"0.79";"146661153";"54.082183599472"
"300";"6320";"2";"14867566.5";"1000";"25";"0.79";"146479248";"102.283249855042"
"300";"6320";"2";"49558555";"1000";"25";"0.79";"147409304";"115.09941649437"
"300";"6320";"2";"14867566.5";"10000";"25";"0.79";"147222807";"76.7917277812958"
"300";"6320";"2";"49558555";"10000";"25";"0.79";"146507702";"92.1168594360352"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.79";"147671674";"54.7346749305725"
"300";"6320";"2";"49558555";"1e+05";"25";"0.79";"146216634";"67.064414024353"
"300";"6320";"2";"14867566.5";"1000";"30";"0.79";"146012865";"122.358287334442"
"300";"6320";"2";"49558555";"1000";"30";"0.79";"146132363";"136.910280942917"
"300";"6320";"2";"14867566.5";"10000";"30";"0.79";"145478048";"92.3300113677979"
"300";"6320";"2";"49558555";"10000";"30";"0.79";"146495058";"110.437989473343"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.79";"145729180";"65.5631022453308"
"300";"6320";"2";"49558555";"1e+05";"30";"0.79";"148162118";"80.7143042087555"
"300";"6320";"2";"14867566.5";"1000";"15";"0.84";"145728235";"83.5895195007324"
"300";"6320";"2";"49558555";"1000";"15";"0.84";"146151356";"94.1389691829681"
"300";"6320";"2";"14867566.5";"10000";"15";"0.84";"145559415";"62.7426111698151"
"300";"6320";"2";"49558555";"10000";"15";"0.84";"146038739";"73.5326359272003"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.84";"148680733";"43.384964466095"
"300";"6320";"2";"49558555";"1e+05";"15";"0.84";"145591234";"53.9307448863983"
"300";"6320";"2";"14867566.5";"1000";"20";"0.84";"147642690";"111.445861816406"
"300";"6320";"2";"49558555";"1000";"20";"0.84";"145577748";"125.140518903732"
"300";"6320";"2";"14867566.5";"10000";"20";"0.84";"145773052";"83.2546331882477"
"300";"6320";"2";"49558555";"10000";"20";"0.84";"146134098";"97.3950335979462"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.84";"147321087";"57.62877368927"
"300";"6320";"2";"49558555";"1e+05";"20";"0.84";"147684113";"71.8059859275818"
"300";"6320";"2";"14867566.5";"1000";"25";"0.84";"145579869";"139.018632173538"
"300";"6320";"2";"49558555";"1000";"25";"0.84";"146090669";"156.918581008911"
"300";"6320";"2";"14867566.5";"10000";"25";"0.84";"145406217";"104.446115970612"
"300";"6320";"2";"49558555";"10000";"25";"0.84";"146276299";"121.953662872314"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.84";"147529051";"72.0245521068573"
"300";"6320";"2";"49558555";"1e+05";"25";"0.84";"145639589";"90.1287734508514"
"300";"6320";"2";"14867566.5";"1000";"30";"0.84";"145999207";"167.513258457184"
"300";"6320";"2";"49558555";"1000";"30";"0.84";"146034523";"188.11444401741"
"300";"6320";"2";"14867566.5";"10000";"30";"0.84";"146265806";"125.246987342834"
"300";"6320";"2";"49558555";"10000";"30";"0.84";"145715062";"146.379262447357"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.84";"146587940";"86.7623701095581"
"300";"6320";"2";"49558555";"1e+05";"30";"0.84";"145682387";"106.170301437378"
"300";"6320";"2";"14867566.5";"1000";"15";"0.89";"145755483";"121.968461036682"
"300";"6320";"2";"49558555";"1000";"15";"0.89";"145442611";"136.574756622314"
"300";"6320";"2";"14867566.5";"10000";"15";"0.89";"145564418";"92.7094390392303"
"300";"6320";"2";"49558555";"10000";"15";"0.89";"145516300";"109.063843250275"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.89";"147207275";"63.4330351352692"
"300";"6320";"2";"49558555";"1e+05";"15";"0.89";"147601029";"79.5323760509491"
"300";"6320";"2";"14867566.5";"1000";"20";"0.89";"145570515";"162.714575052261"
"300";"6320";"2";"49558555";"1000";"20";"0.89";"145464393";"181.477394342422"
"300";"6320";"2";"14867566.5";"10000";"20";"0.89";"145652609";"123.037186861038"
"300";"6320";"2";"49558555";"10000";"20";"0.89";"145989110";"144.428745508194"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.89";"147841285";"84.2625353336334"
"300";"6320";"2";"49558555";"1e+05";"20";"0.89";"147321350";"105.503430604935"
"300";"6320";"2";"14867566.5";"1000";"25";"0.89";"146335470";"202.391439914703"
"300";"6320";"2";"49558555";"1000";"25";"0.89";"145496428";"226.848794698715"
"300";"6320";"2";"14867566.5";"10000";"25";"0.89";"145726854";"154.032515287399"
"300";"6320";"2";"49558555";"10000";"25";"0.89";"146300873";"180.595730304718"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.89";"145424647";"105.031852245331"
"300";"6320";"2";"49558555";"1e+05";"25";"0.89";"148052016";"132.261815786362"
"300";"6320";"2";"14867566.5";"1000";"30";"0.89";"145672369";"241.05628991127"
"300";"6320";"2";"49558555";"1000";"30";"0.89";"145500739";"268.762756824493"
"300";"6320";"2";"14867566.5";"10000";"30";"0.89";"145579569";"182.042844772339"
"300";"6320";"2";"49558555";"10000";"30";"0.89";"145602119";"213.999858379364"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.89";"146333762";"124.762296676636"
"300";"6320";"2";"49558555";"1e+05";"30";"0.89";"147313761";"156.704924821854"
"300";"6320";"2";"14867566.5";"1000";"15";"0.94";"145419337";"225.330771446228"
"300";"6320";"2";"49558555";"1000";"15";"0.94";"145589279";"253.462759494782"
"300";"6320";"2";"14867566.5";"10000";"15";"0.94";"145759875";"172.202928781509"
"300";"6320";"2";"49558555";"10000";"15";"0.94";"145595345";"199.735640287399"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.94";"146353367";"116.920490980148"
"300";"6320";"2";"49558555";"1e+05";"15";"0.94";"145519506";"146.562690258026"
"300";"6320";"2";"14867566.5";"1000";"20";"0.94";"145578685";"306.89562702179"
"300";"6320";"2";"49558555";"1000";"20";"0.94";"145477940";"343.975405931473"
"300";"6320";"2";"14867566.5";"10000";"20";"0.94";"145502000";"233.905014038086"
"300";"6320";"2";"49558555";"10000";"20";"0.94";"145478023";"270.689671993256"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.94";"146049744";"158.928138017654"
"300";"6320";"2";"49558555";"1e+05";"20";"0.94";"147285437";"198.410861253738"
"300";"6320";"2";"14867566.5";"1000";"25";"0.94";"145670083";"383.941876411438"
"300";"6320";"2";"49558555";"1000";"25";"0.94";"145940820";"429.596399784088"
"300";"6320";"2";"14867566.5";"10000";"25";"0.94";"145662007";"292.553480386734"
"300";"6320";"2";"49558555";"10000";"25";"0.94";"145672343";"338.890913009644"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.94";"147524984";"199.238529443741"
"300";"6320";"2";"49558555";"1e+05";"25";"0.94";"146619313";"248.063435554504"
"300";"6320";"2";"14867566.5";"1000";"30";"0.94";"145576168";"459.178025960922"
"300";"6320";"2";"49558555";"1000";"30";"0.94";"145607892";"514.510511159897"
"300";"6320";"2";"14867566.5";"10000";"30";"0.94";"146048294";"349.487342596054"
"300";"6320";"2";"49558555";"10000";"30";"0.94";"145717909";"404.536211013794"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.94";"146261190";"238.68870306015"
"300";"6320";"2";"49558555";"1e+05";"30";"0.94";"145522572";"297.432480096817"
"300";"6320";"2";"14867566.5";"1000";"15";"0.99";"145484527";"1407.58564925194"
"300";"6320";"2";"49558555";"1000";"15";"0.99";"145418737";"1588.82481050491"
"300";"6320";"2";"14867566.5";"10000";"15";"0.99";"145400229";"1071.12338995934"
"300";"6320";"2";"49558555";"10000";"15";"0.99";"145643135";"1249.96011185646"
"300";"6320";"2";"14867566.5";"1e+05";"15";"0.99";"145566002";"736.784817457199"
"300";"6320";"2";"49558555";"1e+05";"15";"0.99";"145687251";"913.535504817963"
"300";"6320";"2";"14867566.5";"1000";"20";"0.99";"145431129";"1877.90182685852"
"300";"6320";"2";"49558555";"1000";"20";"0.99";"145449008";"2107.95662403107"
"300";"6320";"2";"14867566.5";"10000";"20";"0.99";"145498988";"1430.19336056709"
"300";"6320";"2";"49558555";"10000";"20";"0.99";"145443108";"1674.44857859612"
"300";"6320";"2";"14867566.5";"1e+05";"20";"0.99";"145510967";"979.913003921509"
"300";"6320";"2";"49558555";"1e+05";"20";"0.99";"145670155";"1218.02688622475"
"300";"6320";"2";"14867566.5";"1000";"25";"0.99";"145400229";"2354.70214319229"
"300";"6320";"2";"49558555";"1000";"25";"0.99";"145467572";"2649.39498233795"
"300";"6320";"2";"14867566.5";"10000";"25";"0.99";"145523049";"1787.79459118843"
"300";"6320";"2";"49558555";"10000";"25";"0.99";"145406217";"2079.16181921959"
"300";"6320";"2";"14867566.5";"1e+05";"25";"0.99";"145519251";"1225.62918162346"
"300";"6320";"2";"49558555";"1e+05";"25";"0.99";"145635040";"1526.56219601631"
"300";"6320";"2";"14867566.5";"1000";"30";"0.99";"145412571";"2821.21500229836"
"300";"6320";"2";"49558555";"1000";"30";"0.99";"145418143";"3177.30217456818"
"300";"6320";"2";"14867566.5";"10000";"30";"0.99";"145424181";"2144.98445606232"
"300";"6320";"2";"49558555";"10000";"30";"0.99";"145430169";"2498.76720786095"
"300";"6320";"2";"14867566.5";"1e+05";"30";"0.99";"145430390";"1478.84300613403"
"300";"6320";"2";"49558555";"1e+05";"30";"0.99";"145592311";"1832.38627576828"
